,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-05,744966,Flyout,field_out,True,621493,674003,Taylor Ward,Cody Bradford,0,c85cb83a-d6a3-49f8-a2c7-32c9331af276,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-05,744966,Single,single,False,687263,674003,Zach Neto,Cody Bradford,0,c110cdae-3987-4281-8fe1-30d23146571b,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-05,744966,Strikeout,strikeout,True,694384,674003,Nolan Schanuel,Cody Bradford,0,411ebcee-0d77-4144-8dad-d8809f32e509,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-05,744966,Groundout,field_out,True,607680,674003,Kevin Pillar,Cody Bradford,0,21615adb-e4b3-4945-8520-16b52791c9a4,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,96.0,107.0,107.0,91.0,106.0,94.0,47.0,116.0,110.0,53.0,110.0,97.0,0.524,0.006,0.063,0.14,0.267,2.29,-1.33,3.61,-1.45,1.06,89.8,85.8,80.9,82.8,75.0,0.164,0.311,0.22,0.224,0.293,0.355,0.258,0.516,0.148,0.167,0.222,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-05,744966,Single,single,False,543760,686799,Marcus Semien,Jack Kochanowicz,0,f0ac90c6-56d7-4940-a21b-d9f08a4a2b92,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
5,2024-09-05,744966,Lineout,field_out,True,694671,686799,Wyatt Langford,Jack Kochanowicz,0,dac989e6-e2f6-4059-b052-b81f084cd52c,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
6,2024-09-05,744966,Single,single,False,669701,686799,Josh Smith,Jack Kochanowicz,1,1c4ea798-2520-46dc-9a6a-67346f374fcb,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
7,2024-09-05,744966,Home Run,home_run,False,666969,686799,Adolis García,Jack Kochanowicz,1,95c3d7a4-be16-4e56-89d9-88fae793d100,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
8,2024-09-05,744966,Double,double,False,663993,686799,Nathaniel Lowe,Jack Kochanowicz,0,ed699f67-1242-4a46-b150-803598a3f51e,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
9,2024-09-05,744966,Single,single,False,673962,686799,Josh Jung,Jack Kochanowicz,1,3099d275-d58e-4a8e-ba43-ed4ab63ab2d7,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.89,6.12,38.2,100.0,101.0,102.0,0.875,2.79,1.86,10.94,1.16,2.39,0.225,0.391,0.138,0.362,0.511,70.0,100.0,96.0,112.0,93.0,107.0,91.0,84.0,93.0,,,,,,,0.022,,,0.23,0.038,-11.1,,,-1.19,-4.85,95.8,,88.3,,85.4,,,,0.429,0.571,0.083,0.214,0.429,0.246,,,,100.0,103.0,101.0,0.71,0.0,95.6,0.33,0.473,0.108,,,,,,,,,,,,,,,,,,,,,
