,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-24,745605,Groundout,field_out,True,543760,687765,Marcus Semien,Mitch Spence,0,356457a5-7813-4e9c-a64a-dfc928f7d243,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-24,745605,Double,double,False,669701,687765,Josh Smith,Mitch Spence,0,90371cd0-897a-4314-a1f7-8e29d50b4f1f,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-24,745605,Pop Out,field_out,True,694671,687765,Wyatt Langford,Mitch Spence,0,3481ccb3-2421-4571-9cbe-b616c0e11d9a,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-24,745605,Double,double,False,666969,687765,Adolis García,Mitch Spence,1,d116673d-7329-44db-92c7-c07538be54c6,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-24,745605,Lineout,field_out,True,663993,687765,Nathaniel Lowe,Mitch Spence,0,8438d8d4-4bc5-4867-b680-d09f2b1a41fa,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-24,745605,Walk,walk,False,671732,543135,Lawrence Butler,Nathan Eovaldi,0,52d022aa-ddb6-454d-abc9-cfd950726bbe,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
6,2024-09-24,745605,Strikeout,strikeout,True,667670,543135,Brent Rooker,Nathan Eovaldi,0,62d4b589-f341-44e4-b4cf-dee3cd8fdcc2,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
7,2024-09-24,745605,Flyout,field_out,True,668709,543135,JJ Bleday,Nathan Eovaldi,0,33844be0-24a7-4876-ba93-8d4e862a540d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
8,2024-09-24,745605,Double,double,False,669127,543135,Shea Langeliers,Nathan Eovaldi,1,f79d269b-efe3-4f55-82dc-68970ea61e51,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
9,2024-09-24,745605,Double,double,False,691016,543135,Tyler Soderstrom,Nathan Eovaldi,1,06b00466-69d3-4edc-bf79-20991f074097,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
10,2024-09-24,745605,Strikeout,strikeout,True,680869,543135,Zack Gelof,Nathan Eovaldi,0,62314604-8d45-42c4-99b7-3fcdffdc008f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,0.137,,-1.41,,-0.69,-0.79,,91.4,,,86.3,76.7,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,,,,75.0,105.0,98.0,127.0,101.0,110.0,0.374,0.308,0.83,1.55,95.4,88.4,0.212,0.335,0.178,0.2,0.286,0.366,,,,,,,,,
11,2024-09-24,745605,Pop Out,field_out,True,641680,687765,Jonah Heim,Mitch Spence,0,d240b857-4bf1-4cc3-bb2f-93b7b04398c0,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.278,0.493,0.274,0.196,0.351,0.31,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
