,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,SL_slg,SL_whiff
10,2024-07-04,745484,Double,double,False,666185,527048,Dylan Carlson,Martín Pérez,1,4bffff48-adc9-4023-8e87-fb5e480efd4b,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
11,2024-07-04,745484,Flyout,field_out,True,665877,527048,José Fermín,Martín Pérez,0,115930bd-6c99-4d12-b7ee-287f09b3bc42,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
12,2024-07-04,745484,Groundout,field_out,True,642133,669467,Rowdy Tellez,Andre Pallante,0,0e1a85c3-2351-4cb9-a098-442adbda2501,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
13,2024-07-04,745484,Flyout,field_out,True,693304,669467,Nick Gonzales,Andre Pallante,0,e47b232b-7dab-4a0e-a603-ed046b10dacd,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
14,2024-07-04,745484,Strikeout,strikeout,True,663647,669467,Ke'Bryan Hayes,Andre Pallante,0,850d1a00-6829-4068-a1c8-bdfa0895c193,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
15,2024-07-04,745484,Lineout,field_out,True,686780,527048,Pedro Pagés,Martín Pérez,0,722a53a7-8c0e-425c-a4e4-7f5f612086d7,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
16,2024-07-04,745484,Flyout,field_out,True,691026,527048,Masyn Winn,Martín Pérez,0,f4325306-ccf6-491d-8511-9e7e00ffc31e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
17,2024-07-04,745484,Groundout,field_out,True,676475,527048,Alec Burleson,Martín Pérez,0,9cba7237-c3e6-47de-ac0d-dda74df19709,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
18,2024-07-04,745484,Groundout,field_out,True,669261,669467,Jack Suwinski,Andre Pallante,0,12db9a11-53ce-4584-8674-52e371cf5cc0,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
19,2024-07-04,745484,Groundout,field_out,True,518735,669467,Yasmani Grandal,Andre Pallante,0,d95ae9c7-7a06-48a4-93c0-40a1ec2340c0,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
20,2024-07-04,745484,Strikeout,strikeout,True,457705,669467,Andrew McCutchen,Andre Pallante,0,620e4209-9f77-4a73-aef9-c6eec16cb9c1,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
21,2024-07-04,745484,Double,double,False,575929,527048,Willson Contreras,Martín Pérez,0,1d9e142e-8c13-4590-a331-e1f2ce2e48b4,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
22,2024-07-04,745484,Single,single,False,502671,527048,Paul Goldschmidt,Martín Pérez,1,85f63442-002e-4c84-8993-59c39f95aaa7,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
23,2024-07-04,745484,Lineout,field_out,True,571448,527048,Nolan Arenado,Martín Pérez,1,87cb99d0-7cbc-43fe-bc41-33f9df49814f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
24,2024-07-04,745484,Groundout,field_out,True,680977,527048,Brendan Donovan,Martín Pérez,0,f7c446fa-4549-45f2-9288-b9709298da43,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
25,2024-07-04,745484,Home Run,home_run,False,668804,669467,Bryan Reynolds,Andre Pallante,0,b52faebd-d3e7-49bb-8b4a-9133bc12bf8c,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
26,2024-07-04,745484,Strikeout,strikeout,True,665833,669467,Oneil Cruz,Andre Pallante,0,d8359a05-a78d-42da-958a-3e6ec7c447c6,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
27,2024-07-04,745484,Single,single,False,656582,669467,Connor Joe,Andre Pallante,0,6427dfd0-5829-49ab-810f-dcfe7c2954d3,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
28,2024-07-04,745484,Grounded Into DP,grounded_into_double_play,True,642133,669467,Rowdy Tellez,Andre Pallante,1,d8891cef-e83d-4873-ba9e-bc6ce41d507e,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
29,2024-07-04,745484,Single,single,False,666185,527048,Dylan Carlson,Martín Pérez,0,08ebcb6f-4638-42a4-ab0e-cc8e4901e0ba,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
30,2024-07-04,745484,Grounded Into DP,grounded_into_double_play,True,665877,527048,José Fermín,Martín Pérez,1,bc10cd6b-37ea-4a0b-8526-bb73f33a408e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
31,2024-07-04,745484,Strikeout,strikeout,True,686780,527048,Pedro Pagés,Martín Pérez,0,e5e60cff-e932-494e-b1cf-ee385bb6326e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,
32,2024-07-04,745484,Strikeout,strikeout,True,693304,669467,Nick Gonzales,Andre Pallante,0,b413ff53-403d-4dd0-b53f-a3875d2db5d6,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
33,2024-07-04,745484,Single,single,False,663647,669467,Ke'Bryan Hayes,Andre Pallante,0,cdd0e81b-5afb-4a77-9048-3fb763d35355,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
34,2024-07-04,745484,Strikeout,strikeout,True,669261,669467,Jack Suwinski,Andre Pallante,1,52e1ff28-65c5-4369-8b53-776a873d9408,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,87.0,98.0,85.0,,,,0.215,0.502,,,,0.91,,0.26,,,94.8,,,95.1,,0.225,0.325,0.151,,,,,,,0.103,0.207,0.354,0.272,0.37,0.16,120.0,101.0,109.0,93.0,101.0,108.0,0.149,0.134,-2.57,1.18,88.1,79.8,0.44,0.64,0.302
