,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-06,745629,Flyout,field_out,True,678246,548389,Miguel Vargas,Ross Stripling,0,66fdb65f-74c8-4f3a-8f44-e8400781d3d7,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.38,4.47,78.2,105.0,87.0,99.0,0.842,5.15,2.06,10.98,0.8,1.1,0.307,0.346,0.171,0.293,0.437,87.0,112.0,105.0,62.0,101.0,89.0,91.0,102.0,89.0,121.0,108.0,112.0,96.0,102.0,106.0,82.0,106.0,92.0,0.148,0.303,0.139,0.148,0.082,0.18,-0.16,3.26,-0.78,-1.86,-0.32,-2.05,91.6,87.2,82.6,90.2,84.7,76.0,0.259,0.447,0.176,0.343,0.537,0.238,0.396,0.453,0.085,0.328,0.5,0.157,0.128,0.179,0.197,0.316,0.368,0.182,,,
1,2024-08-06,745629,Single,single,False,681460,548389,Brooks Baldwin,Ross Stripling,0,d363f5a2-8220-4346-be10-bda9871bb48c,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.38,4.47,78.2,105.0,87.0,99.0,0.842,5.15,2.06,10.98,0.8,1.1,0.307,0.346,0.171,0.293,0.437,87.0,112.0,105.0,62.0,101.0,89.0,91.0,102.0,89.0,121.0,108.0,112.0,96.0,102.0,106.0,82.0,106.0,92.0,0.148,0.303,0.139,0.148,0.082,0.18,-0.16,3.26,-0.78,-1.86,-0.32,-2.05,91.6,87.2,82.6,90.2,84.7,76.0,0.259,0.447,0.176,0.343,0.537,0.238,0.396,0.453,0.085,0.328,0.5,0.157,0.128,0.179,0.197,0.316,0.368,0.182,,,
2,2024-08-06,745629,Forceout,force_out,True,673357,548389,Luis Robert Jr.,Ross Stripling,1,b6119d4e-ad31-494a-bfee-1925ab77131f,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.38,4.47,78.2,105.0,87.0,99.0,0.842,5.15,2.06,10.98,0.8,1.1,0.307,0.346,0.171,0.293,0.437,87.0,112.0,105.0,62.0,101.0,89.0,91.0,102.0,89.0,121.0,108.0,112.0,96.0,102.0,106.0,82.0,106.0,92.0,0.148,0.303,0.139,0.148,0.082,0.18,-0.16,3.26,-0.78,-1.86,-0.32,-2.05,91.6,87.2,82.6,90.2,84.7,76.0,0.259,0.447,0.176,0.343,0.537,0.238,0.396,0.453,0.085,0.328,0.5,0.157,0.128,0.179,0.197,0.316,0.368,0.182,,,
3,2024-08-06,745629,Strikeout,strikeout,True,683734,548389,Andrew Vaughn,Ross Stripling,1,32bc3429-0659-48d1-b404-1a412ec9149c,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.38,4.47,78.2,105.0,87.0,99.0,0.842,5.15,2.06,10.98,0.8,1.1,0.307,0.346,0.171,0.293,0.437,87.0,112.0,105.0,62.0,101.0,89.0,91.0,102.0,89.0,121.0,108.0,112.0,96.0,102.0,106.0,82.0,106.0,92.0,0.148,0.303,0.139,0.148,0.082,0.18,-0.16,3.26,-0.78,-1.86,-0.32,-2.05,91.6,87.2,82.6,90.2,84.7,76.0,0.259,0.447,0.176,0.343,0.537,0.238,0.396,0.453,0.085,0.328,0.5,0.157,0.128,0.179,0.197,0.316,0.368,0.182,,,
4,2024-08-06,745629,Groundout,field_out,True,671732,686563,Lawrence Butler,Jonathan Cannon,0,45de5caa-6fc7-4b8f-b198-7b11917342cb,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
5,2024-08-06,745629,Hit By Pitch,hit_by_pitch,False,609280,686563,Miguel Andujar,Jonathan Cannon,0,c56bfdf3-b3a8-409a-a8f7-d702ecd93bd3,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
6,2024-08-06,745629,Flyout,field_out,True,668709,686563,JJ Bleday,Jonathan Cannon,0,aba4512a-e867-4fe2-a670-2fb74a5e9f63,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
7,2024-08-06,745629,Single,single,False,667670,686563,Brent Rooker,Jonathan Cannon,1,816e8ab0-93fc-4698-ae5d-06e64f6311b8,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
8,2024-08-06,745629,Walk,walk,False,669127,686563,Shea Langeliers,Jonathan Cannon,1,3aa8df59-2163-4e00-8c8c-627299667a78,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
9,2024-08-06,745629,Flyout,field_out,True,664913,686563,Seth Brown,Jonathan Cannon,0,d7a36dc6-5779-473f-a5fb-f59016de3db1,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,,,,79.0,103.0,95.0,0.3,0.099,0.204,0.22,,0.177,-3.29,0.52,-0.33,-0.8,,-0.28,94.5,90.1,85.7,93.3,81.9,,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,0.246,0.431,0.196,,,,0.243,0.414,0.288
