,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-13,746299,Flyout,field_out,True,683011,679525,Anthony Volpe,Alec Marsh,0,0f761a2a-cb2e-4e69-a910-cdcbc7b4f222,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
1,2024-06-13,746299,Strikeout,strikeout,True,665742,679525,Juan Soto,Alec Marsh,0,e00f8389-a929-41f4-986d-a942259ba876,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
2,2024-06-13,746299,Strikeout,strikeout,True,592450,679525,Aaron Judge,Alec Marsh,0,9dca411c-e69a-45a6-a61c-e9c10865ceac,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
3,2024-06-13,746299,Pop Out,field_out,True,672580,641482,Maikel Garcia,Nestor Cortes,0,72baebd8-c654-4775-9267-35a677191f7d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.455,0.163,,0.075,-0.19,2.16,0.14,,-2.51,91.9,83.2,89.9,78.1,,0.247,0.489,0.219,0.143,0.143,0.286,0.3,0.4,0.182,,,,0.255,0.489,0.338,109.0,100.0,103.0,0.298,1.48,87.2,0.236,0.333,0.264,,,,,,
4,2024-06-13,746299,Groundout,field_out,True,677951,641482,Bobby Witt Jr.,Nestor Cortes,0,128104d3-16f1-4c1c-aaf9-3a5b85d9359e,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.455,0.163,,0.075,-0.19,2.16,0.14,,-2.51,91.9,83.2,89.9,78.1,,0.247,0.489,0.219,0.143,0.143,0.286,0.3,0.4,0.182,,,,0.255,0.489,0.338,109.0,100.0,103.0,0.298,1.48,87.2,0.236,0.333,0.264,,,,,,
5,2024-06-13,746299,Groundout,field_out,True,686469,641482,Vinnie Pasquantino,Nestor Cortes,0,f3280d50-09a8-49a5-b004-a8c34ec6fc9f,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.455,0.163,,0.075,-0.19,2.16,0.14,,-2.51,91.9,83.2,89.9,78.1,,0.247,0.489,0.219,0.143,0.143,0.286,0.3,0.4,0.182,,,,0.255,0.489,0.338,109.0,100.0,103.0,0.298,1.48,87.2,0.236,0.333,0.264,,,,,,
6,2024-06-13,746299,Flyout,field_out,True,657077,679525,Alex Verdugo,Alec Marsh,0,ea7838e7-1505-493e-8c88-cc5e02f5ebb0,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
7,2024-06-13,746299,Strikeout,strikeout,True,650402,679525,Gleyber Torres,Alec Marsh,0,190d7768-1c8a-4bef-a686-a30bbd130d88,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
8,2024-06-13,746299,Walk,walk,False,519203,679525,Anthony Rizzo,Alec Marsh,0,0d526893-0c56-4da8-8fc8-e3f8c1dcc48b,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
9,2024-06-13,746299,Flyout,field_out,True,518934,679525,DJ LeMahieu,Alec Marsh,1,828bb06b-aa54-4a3c-a894-cd250886f12e,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,0.139,0.376,0.221,0.156,0.108,0.97,-2.75,0.02,-1.25,1.03,94.2,86.5,93.5,86.4,82.9,0.191,0.327,0.231,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.189,0.216,0.163,,,,,,,,,,,,,,,
