,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-16,744926,Single,single,False,680757,621244,Steven Kwan,José Berríos,0,75d53948-ad51-44de-8a85-82183f6db036,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-16,744926,Single,single,False,671289,621244,Tyler Freeman,José Berríos,1,e24231e1-255a-49b1-a28a-97e1b1449b9b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-16,744926,Forceout,force_out,True,665926,621244,Andrés Giménez,José Berríos,1,81306ad8-a4c2-404a-a6d3-bfd7598f58c4,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-16,744926,Flyout,field_out,True,647304,621244,Josh Naylor,José Berríos,0,5b65b464-aff1-49a0-b22f-eb4b5db95a0f,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-16,744926,Flyout,field_out,True,686823,621244,Will Brennan,José Berríos,0,5c266fc5-63a1-47f2-9bf8-5b6890dcab9d,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-16,744926,Single,single,False,687462,594902,Spencer Horwitz,Ben Lively,0,2123fe9f-0d12-41c9-8881-0f68acf27d7a,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,,,,0.305,0.302,,0.072,0.075,-0.32,,0.18,-0.49,0.48,89.9,,83.5,90.4,76.6,0.25,0.45,0.152,,,,0.207,0.345,0.196,0.268,0.507,0.175,,,,108.0,106.0,104.0,0.245,0.57,79.2,0.167,0.5,0.371,0.222,0.37,0.188,,,,,,,,,,,,,,,
6,2024-06-16,744926,Walk,walk,False,676914,594902,Davis Schneider,Ben Lively,1,49691af8-5ceb-4682-b75e-4707d4912760,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,,,,0.305,0.302,,0.072,0.075,-0.32,,0.18,-0.49,0.48,89.9,,83.5,90.4,76.6,0.25,0.45,0.152,,,,0.207,0.345,0.196,0.268,0.507,0.175,,,,108.0,106.0,104.0,0.245,0.57,79.2,0.167,0.5,0.371,0.222,0.37,0.188,,,,,,,,,,,,,,,
7,2024-06-16,744926,Single,single,False,665489,594902,Vladimir Guerrero Jr.,Ben Lively,1,2bb285c1-e63a-4210-a46d-d0f71c91e5fe,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,,,,0.305,0.302,,0.072,0.075,-0.32,,0.18,-0.49,0.48,89.9,,83.5,90.4,76.6,0.25,0.45,0.152,,,,0.207,0.345,0.196,0.268,0.507,0.175,,,,108.0,106.0,104.0,0.245,0.57,79.2,0.167,0.5,0.371,0.222,0.37,0.188,,,,,,,,,,,,,,,
8,2024-06-16,744926,Pop Out,field_out,True,662139,594902,Daulton Varsho,Ben Lively,0,94e676b6-0410-4d1e-b501-49398c92a4d5,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,,,,0.305,0.302,,0.072,0.075,-0.32,,0.18,-0.49,0.48,89.9,,83.5,90.4,76.6,0.25,0.45,0.152,,,,0.207,0.345,0.196,0.268,0.507,0.175,,,,108.0,106.0,104.0,0.245,0.57,79.2,0.167,0.5,0.371,0.222,0.37,0.188,,,,,,,,,,,,,,,
9,2024-06-16,744926,Strikeout,strikeout,True,543807,594902,George Springer,Ben Lively,0,4a455e02-d848-47dc-a44c-80520cf0d937,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,,,,0.305,0.302,,0.072,0.075,-0.32,,0.18,-0.49,0.48,89.9,,83.5,90.4,76.6,0.25,0.45,0.152,,,,0.207,0.345,0.196,0.268,0.507,0.175,,,,108.0,106.0,104.0,0.245,0.57,79.2,0.167,0.5,0.371,0.222,0.37,0.188,,,,,,,,,,,,,,,
