,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,KC%,wFC/C,wSL/C,wKC/C,vFC,vSL,vKC,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff
0,2024-07-20,746852,Lineout,field_out,True,682998,543294,Corbin Carroll,Kyle Hendricks,0,0ad46911-4bcd-4c94-9339-92b5f9e5dc08,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-20,746852,Groundout,field_out,True,606466,543294,Ketel Marte,Kyle Hendricks,0,e7911ffe-4241-404b-af2a-acc30665a640,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-20,746852,Groundout,field_out,True,592626,543294,Joc Pederson,Kyle Hendricks,0,7941f04f-31a3-497f-9229-45c9ee7cc8f8,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-20,746852,Groundout,field_out,True,663538,668678,Nico Hoerner,Zac Gallen,0,d785813b-1e7a-4817-8300-3970d696f48f,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,132.0,80.0,80.0,0.002,0.494,,0.108,-0.54,-0.99,,-0.12,93.4,86.7,94.7,,0.282,0.462,0.23,,,,0.163,0.239,0.382,0.287,0.463,0.141,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.031,0.092,0.273,-1.0,-0.07,2.38,90.4,86.4,80.6,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
4,2024-07-20,746852,Flyout,field_out,True,683737,668678,Michael Busch,Zac Gallen,0,dd72815d-9412-4ac9-b712-ac17c902523d,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,132.0,80.0,80.0,0.002,0.494,,0.108,-0.54,-0.99,,-0.12,93.4,86.7,94.7,,0.282,0.462,0.23,,,,0.163,0.239,0.382,0.287,0.463,0.141,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.031,0.092,0.273,-1.0,-0.07,2.38,90.4,86.4,80.6,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
5,2024-07-20,746852,Walk,walk,False,673548,668678,Seiya Suzuki,Zac Gallen,0,a1101466-9d00-4623-bdf1-920c5943e7b0,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,132.0,80.0,80.0,0.002,0.494,,0.108,-0.54,-0.99,,-0.12,93.4,86.7,94.7,,0.282,0.462,0.23,,,,0.163,0.239,0.382,0.287,0.463,0.141,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.031,0.092,0.273,-1.0,-0.07,2.38,90.4,86.4,80.6,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
6,2024-07-20,746852,Strikeout,strikeout,True,664023,668678,Ian Happ,Zac Gallen,0,7cf18afb-04c2-43a9-bb79-278163cc3ac5,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,132.0,80.0,80.0,0.002,0.494,,0.108,-0.54,-0.99,,-0.12,93.4,86.7,94.7,,0.282,0.462,0.23,,,,0.163,0.239,0.382,0.287,0.463,0.141,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.031,0.092,0.273,-1.0,-0.07,2.38,90.4,86.4,80.6,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
7,2024-07-20,746852,Groundout,field_out,True,572233,543294,Christian Walker,Kyle Hendricks,0,2437eeea-9958-4d74-900d-7483054ac6c3,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-20,746852,Strikeout,strikeout,True,666971,543294,Lourdes Gurriel Jr.,Kyle Hendricks,0,198d1494-1de6-49b8-aa38-fde27efeee3e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-20,746852,Walk,walk,False,672515,543294,Gabriel Moreno,Kyle Hendricks,0,19ca6b13-f3ad-4d0c-8aa3-82614c986afc,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
