,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-08-04,744979,Groundout,field_out,True,680776,543135,Jarren Duran,Nathan Eovaldi,0,844d9e23-223e-42b3-93f9-2208a210c09f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
1,2024-08-04,744979,Walk,walk,False,807799,543135,Masataka Yoshida,Nathan Eovaldi,0,76c3eeaf-5c96-4a37-9c5c-1494047e8870,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
2,2024-08-04,744979,Strikeout,strikeout,True,608701,543135,Rob Refsnyder,Nathan Eovaldi,0,12c6bce6-828d-4054-a057-5ba32cc3ce6f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
3,2024-08-04,744979,Flyout,field_out,True,646240,543135,Rafael Devers,Nathan Eovaldi,0,7b37e38d-f4f2-4efd-939b-e86c5d71443a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
4,2024-08-04,744979,Flyout,field_out,True,669701,601713,Josh Smith,Nick Pivetta,0,4929d8d0-ed08-470e-bff8-5bf97df37585,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,,,,0.482,0.067,,0.299,0.152,0.84,-5.11,,0.31,-0.68,94.0,88.3,,82.8,80.2,0.24,0.407,0.212,,,,0.387,0.903,0.215,0.195,0.512,0.212,0.217,0.478,0.327,0.2,0.408,0.362,,,,,,,,,,,,,,,,,,
5,2024-08-04,744979,Home Run,home_run,False,608369,601713,Corey Seager,Nick Pivetta,0,d5a457bd-c119-4842-867e-8df52c1769b5,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,,,,0.482,0.067,,0.299,0.152,0.84,-5.11,,0.31,-0.68,94.0,88.3,,82.8,80.2,0.24,0.407,0.212,,,,0.387,0.903,0.215,0.195,0.512,0.212,0.217,0.478,0.327,0.2,0.408,0.362,,,,,,,,,,,,,,,,,,
6,2024-08-04,744979,Strikeout,strikeout,True,543760,601713,Marcus Semien,Nick Pivetta,0,8aa417c0-7f07-4e67-8963-f7d95e043be2,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,,,,0.482,0.067,,0.299,0.152,0.84,-5.11,,0.31,-0.68,94.0,88.3,,82.8,80.2,0.24,0.407,0.212,,,,0.387,0.903,0.215,0.195,0.512,0.212,0.217,0.478,0.327,0.2,0.408,0.362,,,,,,,,,,,,,,,,,,
7,2024-08-04,744979,Strikeout,strikeout,True,663993,601713,Nathaniel Lowe,Nick Pivetta,0,7df5dc9a-6d1c-4fb6-8a1d-93d048a3ef01,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,,,,0.482,0.067,,0.299,0.152,0.84,-5.11,,0.31,-0.68,94.0,88.3,,82.8,80.2,0.24,0.407,0.212,,,,0.387,0.903,0.215,0.195,0.512,0.212,0.217,0.478,0.327,0.2,0.408,0.362,,,,,,,,,,,,,,,,,,
8,2024-08-04,744979,Strikeout,strikeout,True,657136,543135,Connor Wong,Nathan Eovaldi,0,fd9cabfc-1c77-43da-a70c-87d2ea49341a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
9,2024-08-04,744979,Strikeout,strikeout,True,677800,543135,Wilyer Abreu,Nathan Eovaldi,0,3f0f24db-8891-4fb5-aaf3-5701e15a9ef5,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,126.0,103.0,111.0,0.375,0.149,0.311,0.031,0.135,1.27,-0.05,1.64,-1.5,-1.28,95.5,91.5,88.6,86.2,76.9,0.2,0.312,0.2,0.199,0.298,0.367,0.304,0.494,0.194,0.232,0.518,0.357,0.333,0.571,0.171,,,,,,,,,,,,,,,,,,,,,
