,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-07,746259,Single,single,False,666397,679525,Edouard Julien,Alec Marsh,0,91fc5537-fe7b-41c6-9c48-e8b872aa3748,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,746259,Groundout,field_out,True,663616,679525,Trevor Larnach,Alec Marsh,1,a6a1bea1-be90-4f6a-827b-978d09934cdc,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,746259,Strikeout,strikeout,True,669304,679525,Jose Miranda,Alec Marsh,0,c6ce21b0-219e-4b1e-b249-2b8d39edd88b,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,746259,Hit By Pitch,hit_by_pitch,False,670242,679525,Matt Wallner,Alec Marsh,0,674fc546-bd95-495e-9a94-4e49b6142bb6,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-07,746259,Strikeout,strikeout,True,668904,679525,Royce Lewis,Alec Marsh,0,99e60c8b-fc07-475f-9fb1-80d65aa31768,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-07,746259,Strikeout,strikeout,True,502054,641927,Tommy Pham,Bailey Ober,0,ac2427d1-2374-4b07-83df-13a0bf210aec,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.1,0.183,0.307,,,,0.0,0.0,0.333,0.143,0.269,0.387,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,
6,2024-09-07,746259,Flyout,field_out,True,677951,641927,Bobby Witt Jr.,Bailey Ober,0,8eea8aea-ec26-4ff6-b519-7ac4651a9db0,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.1,0.183,0.307,,,,0.0,0.0,0.333,0.143,0.269,0.387,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,
7,2024-09-07,746259,Hit By Pitch,hit_by_pitch,False,521692,641927,Salvador Perez,Bailey Ober,0,92d57071-bbb5-437f-8070-4495f97cd754,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.1,0.183,0.307,,,,0.0,0.0,0.333,0.143,0.269,0.387,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,
8,2024-09-07,746259,Groundout,field_out,True,669004,641927,MJ Melendez,Bailey Ober,0,352de8ee-6d50-4dde-ad33-35a89766c60b,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,,,,74.0,102.0,102.0,,0.395,0.113,0.011,0.274,0.07,,1.61,1.77,2.38,91.8,83.4,,80.4,75.8,0.252,0.49,0.221,0.1,0.183,0.307,,,,0.0,0.0,0.333,0.143,0.269,0.387,,,,83.0,104.0,100.0,0.208,-0.21,86.3,0.25,0.45,0.231,,,,,,,,,,,,,,,
9,2024-09-07,746259,Strikeout,strikeout,True,686797,679525,Brooks Lee,Alec Marsh,0,be3b20d3-3f8a-4bee-bced-177c24302eab,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.66,4.93,116.0,100.0,100.0,99.0,0.802,8.15,2.64,8.38,1.32,0.9,0.246,0.411,0.183,0.343,0.433,88.0,94.0,95.0,101.0,105.0,103.0,93.0,100.0,96.0,100.0,98.0,96.0,117.0,100.0,108.0,0.131,0.381,0.223,0.159,0.107,0.58,-1.61,-0.13,-1.86,1.14,94.1,86.4,93.5,86.5,82.8,0.204,0.373,0.21,0.277,0.458,0.295,0.333,0.556,0.099,0.279,0.559,0.25,0.18,0.26,0.163,0.167,0.333,0.447,,,,,,,,,,,,,,,,,,,,,,,,
