,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-16,746260,Strikeout,strikeout,True,678009,607625,Parker Meadows,Seth Lugo,0,94010265-0405-4175-8503-2a6830d30d73,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
1,2024-09-16,746260,Single,single,False,681481,607625,Kerry Carpenter,Seth Lugo,0,246b4152-5cc1-46fd-9999-4c4aa7eab829,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
2,2024-09-16,746260,Lineout,field_out,True,663837,607625,Matt Vierling,Seth Lugo,0,ce2efff6-76b3-4979-bc71-8d711c901502,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
3,2024-09-16,746260,Walk,walk,False,682985,607625,Riley Greene,Seth Lugo,1,63b65726-f909-475a-b2bb-ec9e50794b01,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
4,2024-09-16,746260,Pop Out,field_out,True,690993,607625,Colt Keith,Seth Lugo,0,184772a3-98eb-45a4-87ff-2464548843c7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
5,2024-09-16,746260,Strikeout,strikeout,True,502054,681857,Tommy Pham,Reese Olson,0,69842e6e-a5a4-4a98-ac4d-a7a1c849ed29,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.5,3.58,105.1,97.0,91.0,97.0,0.736,8.12,2.73,8.12,0.6,1.64,0.215,0.472,0.127,0.309,0.367,102.0,97.0,104.0,92.0,92.0,91.0,71.0,93.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,,,,0.208,0.234,,,0.279,0.059,0.22,-0.49,,,1.8,1.88,-3.47,0.0,94.1,,,86.4,94.2,84.8,79.0,0.295,0.421,0.099,0.276,0.371,0.079,0.3,0.7,0.275,,,,0.144,0.2,0.434,,,,0.221,0.349,0.432,,,,,,,,,,,,
6,2024-09-16,746260,Groundout,field_out,True,677951,681857,Bobby Witt Jr.,Reese Olson,0,b1d1a280-1630-414d-95ca-e938412cf77b,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.5,3.58,105.1,97.0,91.0,97.0,0.736,8.12,2.73,8.12,0.6,1.64,0.215,0.472,0.127,0.309,0.367,102.0,97.0,104.0,92.0,92.0,91.0,71.0,93.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,,,,0.208,0.234,,,0.279,0.059,0.22,-0.49,,,1.8,1.88,-3.47,0.0,94.1,,,86.4,94.2,84.8,79.0,0.295,0.421,0.099,0.276,0.371,0.079,0.3,0.7,0.275,,,,0.144,0.2,0.434,,,,0.221,0.349,0.432,,,,,,,,,,,,
7,2024-09-16,746260,Flyout,field_out,True,521692,681857,Salvador Perez,Reese Olson,0,31b5b51c-e145-49d8-8dd0-0873e0e7789c,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.5,3.58,105.1,97.0,91.0,97.0,0.736,8.12,2.73,8.12,0.6,1.64,0.215,0.472,0.127,0.309,0.367,102.0,97.0,104.0,92.0,92.0,91.0,71.0,93.0,86.0,75.0,103.0,95.0,112.0,97.0,103.0,,,,,,,0.208,0.234,,,0.279,0.059,0.22,-0.49,,,1.8,1.88,-3.47,0.0,94.1,,,86.4,94.2,84.8,79.0,0.295,0.421,0.099,0.276,0.371,0.079,0.3,0.7,0.275,,,,0.144,0.2,0.434,,,,0.221,0.349,0.432,,,,,,,,,,,,
8,2024-09-16,746260,Strikeout,strikeout,True,679529,607625,Spencer Torkelson,Seth Lugo,0,0e84a5d5-1461-4c08-a5ce-1f0dc501c888,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
9,2024-09-16,746260,Flyout,field_out,True,656716,607625,Zach McKinstry,Seth Lugo,0,d437b914-7e81-4b8f-9b98-623079d2fc1d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
10,2024-09-16,746260,Strikeout,strikeout,True,700242,607625,Trey Sweeney,Seth Lugo,0,2d058928-dc04-4ffe-9bb1-bed76e5e66b3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,95.0,100.0,98.0,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.067,0.79,2.6,-0.43,0.53,-0.73,1.34,0.18,92.3,90.2,85.8,87.4,92.2,85.2,79.4,0.232,0.384,0.167,0.284,0.395,0.133,0.179,0.277,0.34,0.227,0.295,0.279,0.216,0.392,0.196,0.235,0.235,0.241,0.227,0.364,0.299,0.36,0.72,0.109,0.095,0.381,0.333,,,,,,
