,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CH_ba,CH_slg,CH_whiff
0,2024-09-12,745208,Single,single,False,543760,682243,Marcus Semien,Bryce Miller,0,69aa5671-4004-4b33-ac48-ae03de9fffa2,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.12,3.79,167.1,102.0,112.0,104.0,0.778,8.5,2.1,6.83,1.13,0.85,0.252,0.406,0.138,0.311,0.441,124.0,102.0,106.0,100.0,101.0,99.0,122.0,96.0,101.0,91.0,102.0,108.0,90.0,86.0,90.0,93.0,107.0,109.0,0.176,0.429,0.022,0.163,0.171,0.04,1.39,-0.52,1.18,1.53,-0.35,-0.41,95.1,92.0,84.3,94.7,84.4,85.2,0.193,0.365,0.264,0.244,0.359,0.091,0.162,0.246,0.281,0.245,0.408,0.163,0.235,0.588,0.259,0.24,0.32,0.35,0.3,0.4,0.2,,,,,,,,,,,,,,,
1,2024-09-12,745208,Flyout,field_out,True,669701,682243,Josh Smith,Bryce Miller,1,4f51f51c-2565-4566-bb13-beed9e88481f,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.12,3.79,167.1,102.0,112.0,104.0,0.778,8.5,2.1,6.83,1.13,0.85,0.252,0.406,0.138,0.311,0.441,124.0,102.0,106.0,100.0,101.0,99.0,122.0,96.0,101.0,91.0,102.0,108.0,90.0,86.0,90.0,93.0,107.0,109.0,0.176,0.429,0.022,0.163,0.171,0.04,1.39,-0.52,1.18,1.53,-0.35,-0.41,95.1,92.0,84.3,94.7,84.4,85.2,0.193,0.365,0.264,0.244,0.359,0.091,0.162,0.246,0.281,0.245,0.408,0.163,0.235,0.588,0.259,0.24,0.32,0.35,0.3,0.4,0.2,,,,,,,,,,,,,,,
2,2024-09-12,745208,Groundout,field_out,True,694671,682243,Wyatt Langford,Bryce Miller,0,36c09380-cb83-4e78-8b55-3bdcf137fd6b,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.12,3.79,167.1,102.0,112.0,104.0,0.778,8.5,2.1,6.83,1.13,0.85,0.252,0.406,0.138,0.311,0.441,124.0,102.0,106.0,100.0,101.0,99.0,122.0,96.0,101.0,91.0,102.0,108.0,90.0,86.0,90.0,93.0,107.0,109.0,0.176,0.429,0.022,0.163,0.171,0.04,1.39,-0.52,1.18,1.53,-0.35,-0.41,95.1,92.0,84.3,94.7,84.4,85.2,0.193,0.365,0.264,0.244,0.359,0.091,0.162,0.246,0.281,0.245,0.408,0.163,0.235,0.588,0.259,0.24,0.32,0.35,0.3,0.4,0.2,,,,,,,,,,,,,,,
3,2024-09-12,745208,Single,single,False,645302,677958,Victor Robles,Kumar Rocker,0,7dc3a27b-b1e2-4715-a2eb-37f2e8a3a412,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.25,2.55,4.0,104.0,99.0,105.0,0.595,15.75,4.5,6.75,2.25,1.0,0.375,0.25,0.0,0.375,0.351,83.0,104.0,98.0,114.0,126.0,137.0,107.0,101.0,107.0,,,,,,,,,,0.108,0.405,,,0.446,,-4.69,,,4.54,3.46,,96.7,,,96.5,85.0,,0.333,0.833,0.214,,,,,,,,,,0.143,0.143,0.619,,,,,,,135.0,79.0,74.0,0.041,-0.83,90.4,,,,,,,,,
4,2024-09-12,745208,Single,single,False,677594,677958,Julio Rodríguez,Kumar Rocker,1,404120e1-61ed-4d44-b459-68cc60a0dbbc,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.25,2.55,4.0,104.0,99.0,105.0,0.595,15.75,4.5,6.75,2.25,1.0,0.375,0.25,0.0,0.375,0.351,83.0,104.0,98.0,114.0,126.0,137.0,107.0,101.0,107.0,,,,,,,,,,0.108,0.405,,,0.446,,-4.69,,,4.54,3.46,,96.7,,,96.5,85.0,,0.333,0.833,0.214,,,,,,,,,,0.143,0.143,0.619,,,,,,,135.0,79.0,74.0,0.041,-0.83,90.4,,,,,,,,,
5,2024-09-12,745208,Strikeout,strikeout,True,663728,677958,Cal Raleigh,Kumar Rocker,1,10529e2d-c075-4e12-b5e4-03eb330ff0c5,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.25,2.55,4.0,104.0,99.0,105.0,0.595,15.75,4.5,6.75,2.25,1.0,0.375,0.25,0.0,0.375,0.351,83.0,104.0,98.0,114.0,126.0,137.0,107.0,101.0,107.0,,,,,,,,,,0.108,0.405,,,0.446,,-4.69,,,4.54,3.46,,96.7,,,96.5,85.0,,0.333,0.833,0.214,,,,,,,,,,0.143,0.143,0.619,,,,,,,135.0,79.0,74.0,0.041,-0.83,90.4,,,,,,,,,
6,2024-09-12,745208,Strikeout,strikeout,True,668227,677958,Randy Arozarena,Kumar Rocker,0,5cb6dafe-7ee4-4bd0-94ac-5dbb87ccd5bd,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.25,2.55,4.0,104.0,99.0,105.0,0.595,15.75,4.5,6.75,2.25,1.0,0.375,0.25,0.0,0.375,0.351,83.0,104.0,98.0,114.0,126.0,137.0,107.0,101.0,107.0,,,,,,,,,,0.108,0.405,,,0.446,,-4.69,,,4.54,3.46,,96.7,,,96.5,85.0,,0.333,0.833,0.214,,,,,,,,,,0.143,0.143,0.619,,,,,,,135.0,79.0,74.0,0.041,-0.83,90.4,,,,,,,,,
7,2024-09-12,745208,Lineout,field_out,True,670042,677958,Luke Raley,Kumar Rocker,0,08999aef-9355-422a-919c-255b28fbd493,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.25,2.55,4.0,104.0,99.0,105.0,0.595,15.75,4.5,6.75,2.25,1.0,0.375,0.25,0.0,0.375,0.351,83.0,104.0,98.0,114.0,126.0,137.0,107.0,101.0,107.0,,,,,,,,,,0.108,0.405,,,0.446,,-4.69,,,4.54,3.46,,96.7,,,96.5,85.0,,0.333,0.833,0.214,,,,,,,,,,0.143,0.143,0.619,,,,,,,135.0,79.0,74.0,0.041,-0.83,90.4,,,,,,,,,
8,2024-09-12,745208,Strikeout,strikeout,True,666969,682243,Adolis García,Bryce Miller,0,bbdfd422-fbb9-44d1-ae5a-7d09671dcdd9,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.12,3.79,167.1,102.0,112.0,104.0,0.778,8.5,2.1,6.83,1.13,0.85,0.252,0.406,0.138,0.311,0.441,124.0,102.0,106.0,100.0,101.0,99.0,122.0,96.0,101.0,91.0,102.0,108.0,90.0,86.0,90.0,93.0,107.0,109.0,0.176,0.429,0.022,0.163,0.171,0.04,1.39,-0.52,1.18,1.53,-0.35,-0.41,95.1,92.0,84.3,94.7,84.4,85.2,0.193,0.365,0.264,0.244,0.359,0.091,0.162,0.246,0.281,0.245,0.408,0.163,0.235,0.588,0.259,0.24,0.32,0.35,0.3,0.4,0.2,,,,,,,,,,,,,,,
9,2024-09-12,745208,Pop Out,field_out,True,663993,682243,Nathaniel Lowe,Bryce Miller,0,aa4abf62-0488-48dc-bde9-d4f9c23ee301,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.12,3.79,167.1,102.0,112.0,104.0,0.778,8.5,2.1,6.83,1.13,0.85,0.252,0.406,0.138,0.311,0.441,124.0,102.0,106.0,100.0,101.0,99.0,122.0,96.0,101.0,91.0,102.0,108.0,90.0,86.0,90.0,93.0,107.0,109.0,0.176,0.429,0.022,0.163,0.171,0.04,1.39,-0.52,1.18,1.53,-0.35,-0.41,95.1,92.0,84.3,94.7,84.4,85.2,0.193,0.365,0.264,0.244,0.359,0.091,0.162,0.246,0.281,0.245,0.408,0.163,0.235,0.588,0.259,0.24,0.32,0.35,0.3,0.4,0.2,,,,,,,,,,,,,,,
