,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff
0,2024-09-23,746334,Single,single,False,645302,686613,Victor Robles,Hunter Brown,0,a6a6c808-5c85-4c2d-841a-4f5cda862094,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
1,2024-09-23,746334,Grounded Into DP,grounded_into_double_play,True,677594,686613,Julio Rodríguez,Hunter Brown,1,3c1a407a-f540-4c1d-a1ea-dbfdb3d2685d,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
2,2024-09-23,746334,Strikeout,strikeout,True,663728,686613,Cal Raleigh,Hunter Brown,0,08049fca-1c7d-4cf5-a413-597ae7b49019,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
3,2024-09-23,746334,Groundout,field_out,True,514888,682243,Jose Altuve,Bryce Miller,0,a6ba8e1e-f1c1-41dc-a7ca-bd331b8b01bc,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,0.171,0.423,0.023,0.168,0.044,,1.53,0.15,1.55,-0.2,-0.39,,95.2,92.1,,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.25,0.333,0.207,,,,0.231,0.308,0.378,0.243,0.568,0.261,94.0,107.0,110.0,0.171,1.52,84.4,0.148,0.225,0.29,0.24,0.4,0.188,,,,,,,,,
4,2024-09-23,746334,Flyout,field_out,True,663656,682243,Kyle Tucker,Bryce Miller,0,cb3ba130-d3c2-4cbb-bd96-86b9e7680f3c,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,0.171,0.423,0.023,0.168,0.044,,1.53,0.15,1.55,-0.2,-0.39,,95.2,92.1,,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.25,0.333,0.207,,,,0.231,0.308,0.378,0.243,0.568,0.261,94.0,107.0,110.0,0.171,1.52,84.4,0.148,0.225,0.29,0.24,0.4,0.188,,,,,,,,,
5,2024-09-23,746334,Flyout,field_out,True,608324,682243,Alex Bregman,Bryce Miller,0,5d50c175-2324-47ab-864f-d890aa8552d4,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,89.0,87.0,89.0,0.171,0.423,0.023,0.168,0.044,,1.53,0.15,1.55,-0.2,-0.39,,95.2,92.1,,94.7,84.5,85.0,0.184,0.348,0.265,0.248,0.358,0.087,0.25,0.333,0.207,,,,0.231,0.308,0.378,0.243,0.568,0.261,94.0,107.0,110.0,0.171,1.52,84.4,0.148,0.225,0.29,0.24,0.4,0.188,,,,,,,,,
6,2024-09-23,746334,Groundout,field_out,True,668227,686613,Randy Arozarena,Hunter Brown,0,9e2117f6-f8a4-4df5-8c63-511caa34f595,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
7,2024-09-23,746334,Groundout,field_out,True,670042,686613,Luke Raley,Hunter Brown,0,4a42831e-1553-4a98-b909-0f617600c75b,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
8,2024-09-23,746334,Walk,walk,False,457759,686613,Justin Turner,Hunter Brown,0,159dd949-feea-4f21-9d24-1c81c84e5351,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
9,2024-09-23,746334,Strikeout,strikeout,True,593871,686613,Jorge Polanco,Hunter Brown,0,3323a5a8-c7a7-4939-ae1f-eb89393cfb5c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,127.0,100.0,105.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.15,0.93,1.7,-0.78,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.289,0.275,0.321,0.16,0.235,0.365,0.214,0.221,0.26,0.296,0.237,0.421,0.305,0.182,0.182,0.243,,,,,,,,,,,,,,,,,,,,,
