,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-19,746270,Strikeout,strikeout,True,621493,607625,Taylor Ward,Seth Lugo,0,a88c6802-d43c-4e2b-aa40-aec01ebd6769,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,,,,
1,2024-08-19,746270,Groundout,field_out,True,687263,607625,Zach Neto,Seth Lugo,0,0ad46f95-9aa8-4099-9ac5-f0eb86165652,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,,,,
2,2024-08-19,746270,Double,double,False,694384,607625,Nolan Schanuel,Seth Lugo,0,be531304-9b15-47ee-b4d4-ca64db401660,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,,,,
3,2024-08-19,746270,Walk,walk,False,694359,607625,Niko Kavadas,Seth Lugo,0,16a8c371-aa33-4aef-8d8e-fdfff83a5ab2,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,,,,
4,2024-08-19,746270,Groundout,field_out,True,543685,607625,Anthony Rendon,Seth Lugo,0,1545a6a3-18c3-44f8-b802-9331538e96f8,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,,,,
5,2024-08-19,746270,Single,single,False,686681,608334,Michael Massey,Carson Fulmer,0,c7e77d7d-a476-40c0-9cd3-46a85437b967,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,,,,0.24,0.228,,,0.205,0.058,0.269,0.03,,,0.85,1.35,-8.1,-0.18,93.1,,,87.8,92.6,87.0,82.3,0.222,0.458,0.201,0.271,0.371,0.123,0.471,1.118,0.407,,,,0.13,0.283,0.255,0.187,0.297,0.38,,,,0.286,0.714,0.458,,,,,,,,,
6,2024-08-19,746270,Forceout,force_out,True,677951,608334,Bobby Witt Jr.,Carson Fulmer,1,0f76b62d-59c2-4c23-a976-724ffed83ffa,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,,,,0.24,0.228,,,0.205,0.058,0.269,0.03,,,0.85,1.35,-8.1,-0.18,93.1,,,87.8,92.6,87.0,82.3,0.222,0.458,0.201,0.271,0.371,0.123,0.471,1.118,0.407,,,,0.13,0.283,0.255,0.187,0.297,0.38,,,,0.286,0.714,0.458,,,,,,,,,
7,2024-08-19,746270,Walk,walk,False,686469,608334,Vinnie Pasquantino,Carson Fulmer,1,9e083578-00fa-4a54-ad25-f4e066ebb248,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,,,,0.24,0.228,,,0.205,0.058,0.269,0.03,,,0.85,1.35,-8.1,-0.18,93.1,,,87.8,92.6,87.0,82.3,0.222,0.458,0.201,0.271,0.371,0.123,0.471,1.118,0.407,,,,0.13,0.283,0.255,0.187,0.297,0.38,,,,0.286,0.714,0.458,,,,,,,,,
8,2024-08-19,746270,Strikeout,strikeout,True,521692,608334,Salvador Perez,Carson Fulmer,0,c128adea-2ffa-4910-83ab-01e067c07f60,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,,,,0.24,0.228,,,0.205,0.058,0.269,0.03,,,0.85,1.35,-8.1,-0.18,93.1,,,87.8,92.6,87.0,82.3,0.222,0.458,0.201,0.271,0.371,0.123,0.471,1.118,0.407,,,,0.13,0.283,0.255,0.187,0.297,0.38,,,,0.286,0.714,0.458,,,,,,,,,
9,2024-08-19,746270,Walk,walk,False,669004,608334,MJ Melendez,Carson Fulmer,1,bca8e592-d017-4248-88d1-28ef3b9f0325,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,,,,0.24,0.228,,,0.205,0.058,0.269,0.03,,,0.85,1.35,-8.1,-0.18,93.1,,,87.8,92.6,87.0,82.3,0.222,0.458,0.201,0.271,0.371,0.123,0.471,1.118,0.407,,,,0.13,0.283,0.255,0.187,0.297,0.38,,,,0.286,0.714,0.458,,,,,,,,,
