,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-07-25,746117,Pop Out,field_out,True,624585,477132,Jorge Soler,Clayton Kershaw,0,2c1757f1-8462-484a-9c4c-2d0e6d2caff5,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-25,746117,Lineout,field_out,True,666149,477132,Tyler Fitzgerald,Clayton Kershaw,0,bd037a2f-7bdd-43a9-b94f-a487402b379e,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-25,746117,Double,double,False,671218,477132,Heliot Ramos,Clayton Kershaw,0,5cefd9bb-3b8a-47f1-91c9-656afd6b9081,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-25,746117,Walk,walk,False,656305,477132,Matt Chapman,Clayton Kershaw,0,08beabc4-7199-444f-b5f6-734dca5d8d04,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-25,746117,Strikeout,strikeout,True,672275,477132,Patrick Bailey,Clayton Kershaw,0,108441f0-d044-4d5a-be9d-89070bd1c0a0,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-25,746117,Walk,walk,False,660271,657277,Shohei Ohtani,Logan Webb,0,56c96f91-b326-4f6e-9fc4-27c00d8ff453,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.59,4.28,130.1,104.0,112.0,107.0,0.821,7.66,2.21,9.25,0.48,2.6,0.235,0.388,0.156,0.304,0.403,132.0,105.0,115.0,57.0,110.0,93.0,98.0,103.0,100.0,122.0,103.0,113.0,62.0,110.0,104.0,0.388,0.053,0.012,0.226,0.32,0.71,5.72,1.06,0.09,0.01,92.4,90.4,87.4,92.2,83.5,0.29,0.41,0.197,0.276,0.344,0.151,0.25,0.35,0.235,0.13,0.174,0.367,0.0,0.0,0.154,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-25,746117,Strikeout,strikeout,True,606192,657277,Teoscar Hernández,Logan Webb,0,b73c2bf2-270e-4ae8-97c2-36fed15f8c43,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.59,4.28,130.1,104.0,112.0,107.0,0.821,7.66,2.21,9.25,0.48,2.6,0.235,0.388,0.156,0.304,0.403,132.0,105.0,115.0,57.0,110.0,93.0,98.0,103.0,100.0,122.0,103.0,113.0,62.0,110.0,104.0,0.388,0.053,0.012,0.226,0.32,0.71,5.72,1.06,0.09,0.01,92.4,90.4,87.4,92.2,83.5,0.29,0.41,0.197,0.276,0.344,0.151,0.25,0.35,0.235,0.13,0.174,0.367,0.0,0.0,0.154,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-25,746117,Flyout,field_out,True,518692,657277,Freddie Freeman,Logan Webb,0,3f819174-bc0d-4d52-a85a-344db3be8300,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.59,4.28,130.1,104.0,112.0,107.0,0.821,7.66,2.21,9.25,0.48,2.6,0.235,0.388,0.156,0.304,0.403,132.0,105.0,115.0,57.0,110.0,93.0,98.0,103.0,100.0,122.0,103.0,113.0,62.0,110.0,104.0,0.388,0.053,0.012,0.226,0.32,0.71,5.72,1.06,0.09,0.01,92.4,90.4,87.4,92.2,83.5,0.29,0.41,0.197,0.276,0.344,0.151,0.25,0.35,0.235,0.13,0.174,0.367,0.0,0.0,0.154,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-25,746117,Forceout,force_out,True,681624,657277,Andy Pages,Logan Webb,1,17c4e25d-79dc-439e-8781-377a86d35f50,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.59,4.28,130.1,104.0,112.0,107.0,0.821,7.66,2.21,9.25,0.48,2.6,0.235,0.388,0.156,0.304,0.403,132.0,105.0,115.0,57.0,110.0,93.0,98.0,103.0,100.0,122.0,103.0,113.0,62.0,110.0,104.0,0.388,0.053,0.012,0.226,0.32,0.71,5.72,1.06,0.09,0.01,92.4,90.4,87.4,92.2,83.5,0.29,0.41,0.197,0.276,0.344,0.151,0.25,0.35,0.235,0.13,0.174,0.367,0.0,0.0,0.154,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-25,746117,Strikeout,strikeout,True,681584,477132,David Villar,Clayton Kershaw,0,95850ff3-7087-4aa1-88dd-1f2de27c07d3,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
