,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-06-09,744849,Flyout,field_out,True,645277,687792,Ozzie Albies,DJ Herz,0,5c41d331-495e-4722-a0c6-39cf1f6a6489,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-09,744849,Flyout,field_out,True,663586,687792,Austin Riley,DJ Herz,0,37bf35f3-313e-4cd8-97b7-c7ddda3a6339,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-09,744849,Strikeout,strikeout,True,542303,687792,Marcell Ozuna,DJ Herz,0,3f976154-2a4e-4c47-9d9e-b885fdef7c03,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-09,744849,Groundout,field_out,True,682928,694462,CJ Abrams,Hurston Waldrep,0,2b61c669-4be5-48b6-9737-1245e3a6c22d,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,,,,79.0,88.0,81.0,105.0,86.0,94.0,,,,0.398,0.226,,,-4.99,-4.72,,,95.8,,87.0,,0.308,0.769,0.059,,,,0.5,1.0,0.0,,,,78.0,90.0,90.0,80.0,78.0,86.0,0.338,0.038,-3.64,4.7,85.9,80.4,0.286,0.429,0.4,,,,,,,,,,,,,,,,,,
4,2024-06-09,744849,Walk,walk,False,657041,694462,Lane Thomas,Hurston Waldrep,0,8be9b7c5-b4ef-484e-b0a2-06000d481b91,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,,,,79.0,88.0,81.0,105.0,86.0,94.0,,,,0.398,0.226,,,-4.99,-4.72,,,95.8,,87.0,,0.308,0.769,0.059,,,,0.5,1.0,0.0,,,,78.0,90.0,90.0,80.0,78.0,86.0,0.338,0.038,-3.64,4.7,85.9,80.4,0.286,0.429,0.4,,,,,,,,,,,,,,,,,,
5,2024-06-09,744849,Pop Out,field_out,True,608385,694462,Jesse Winker,Hurston Waldrep,0,304ffd6c-dfe4-4e8a-9b80-64f60681292e,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,,,,79.0,88.0,81.0,105.0,86.0,94.0,,,,0.398,0.226,,,-4.99,-4.72,,,95.8,,87.0,,0.308,0.769,0.059,,,,0.5,1.0,0.0,,,,78.0,90.0,90.0,80.0,78.0,86.0,0.338,0.038,-3.64,4.7,85.9,80.4,0.286,0.429,0.4,,,,,,,,,,,,,,,,,,
6,2024-06-09,744849,Caught Stealing 2B,caught_stealing_2b,True,592696,694462,Eddie Rosario,Hurston Waldrep,0,c048a6c1-cab7-4508-9877-da428402d5af,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,,,,79.0,88.0,81.0,105.0,86.0,94.0,,,,0.398,0.226,,,-4.99,-4.72,,,95.8,,87.0,,0.308,0.769,0.059,,,,0.5,1.0,0.0,,,,78.0,90.0,90.0,80.0,78.0,86.0,0.338,0.038,-3.64,4.7,85.9,80.4,0.286,0.429,0.4,,,,,,,,,,,,,,,,,,
7,2024-06-09,744849,Strikeout,strikeout,True,621566,687792,Matt Olson,DJ Herz,0,614bba4c-3dad-4563-b613-35aa52e541e4,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-09,744849,Walk,walk,False,594807,687792,Adam Duvall,DJ Herz,0,0d62f9a3-1908-482d-8964-cd5cc1b80c9b,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-09,744849,Single,single,False,518595,687792,Travis d'Arnaud,DJ Herz,1,ec1a4653-b58f-4436-9021-44cd9b54aa98,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
