,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-08-11,746025,Flyout,field_out,True,650333,676974,Luis Arraez,Max Meyer,0,b44cc292-9d8e-4ec2-827e-cce4169e4e58,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,746025,Flyout,field_out,True,595777,676974,Jurickson Profar,Max Meyer,0,203d6ef2-1607-4d8d-b9bd-67b61041eea6,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,746025,Strikeout,strikeout,True,630105,676974,Jake Cronenworth,Max Meyer,0,cece6373-992c-4945-bbb0-728883e5a8a0,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,746025,Single,single,False,669364,656302,Xavier Edwards,Dylan Cease,0,6c047fe5-e0a6-4bae-b831-d444770786ee,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
4,2024-08-11,746025,Single,single,False,669394,656302,Jake Burger,Dylan Cease,1,6c0cf6d6-eb5f-415f-8c80-97fa2050f7d4,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
5,2024-08-11,746025,Strikeout,strikeout,True,660821,656302,Jesús Sánchez,Dylan Cease,0,50287e75-43c5-444a-9e4c-840d33540255,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
6,2024-08-11,746025,Single,single,False,681146,656302,Jonah Bride,Dylan Cease,1,6ef07365-22bb-437f-ab13-9c831ed89548,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
7,2024-08-11,746025,Strikeout,strikeout,True,669065,656302,Kyle Stowers,Dylan Cease,0,5978198d-d3c9-46a7-b0b0-aa6c2032bf85,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
8,2024-08-11,746025,Single,single,False,672640,656302,Otto Lopez,Dylan Cease,1,8ac40ffe-7612-4844-8af1-a33b90a6238b,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
9,2024-08-11,746025,Flyout,field_out,True,660644,656302,Vidal Bruján,Dylan Cease,0,9f67e555-69e4-46c9-9ada-98e9b3a9be20,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,54.0,73.0,69.0,124.0,96.0,103.0,,,,113.0,101.0,105.0,,0.434,0.47,0.01,0.09,,1.78,-4.15,96.9,69.7,,87.3,0.17,0.27,0.444,0.237,0.417,0.208,0.25,1.0,0.2,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,-5.13,-1.16,91.8,82.5,0.273,0.455,0.292,0.154,0.231,0.405,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,
