,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-04-05,746897,Strikeout,strikeout,True,605141,543294,Mookie Betts,Kyle Hendricks,0,cb45bdfd-da5b-490f-a1b4-e9af364ec556,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-05,746897,Double,double,False,660271,543294,Shohei Ohtani,Kyle Hendricks,0,8827affb-54ee-4e26-bedd-429c2024eb0c,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-05,746897,Walk,walk,False,518692,543294,Freddie Freeman,Kyle Hendricks,0,ce75d1c4-5e55-4b1e-906f-68c12301bdf4,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-05,746897,Single,single,False,669257,543294,Will Smith,Kyle Hendricks,1,334ced44-974c-4e9c-9808-524a363d95e2,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-05,746897,Strikeout,strikeout,True,571970,543294,Max Muncy,Kyle Hendricks,0,f35d3dbe-2d4f-4fda-8fe5-ee3f7d964e1f,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-05,746897,Single,single,False,606192,543294,Teoscar Hernández,Kyle Hendricks,1,2cb134cf-55fe-4817-a296-6c914cc840ec,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-05,746897,Strikeout,strikeout,True,681546,543294,James Outman,Kyle Hendricks,0,f003941d-bd0e-4b7d-a87b-bb5568479d4e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-05,746897,Strikeout,strikeout,True,664023,676272,Ian Happ,Bobby Miller,0,78928048-14e5-4197-9942-91ccb86fab7e,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,0.098,0.435,0.161,0.178,-0.22,-3.27,-2.03,0.65,97.5,85.8,96.9,79.3,0.111,0.167,0.424,0.625,0.75,0.111,0.455,0.727,0.286,0.27,0.524,0.188,113.0,106.0,113.0,0.128,-5.86,88.9,0.4,0.8,0.241,,,,,,,,,,,,,,,
8,2024-04-05,746897,Strikeout,strikeout,True,673548,676272,Seiya Suzuki,Bobby Miller,0,65a863e4-2ca4-4ba1-aad6-76fee6ff3361,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,0.098,0.435,0.161,0.178,-0.22,-3.27,-2.03,0.65,97.5,85.8,96.9,79.3,0.111,0.167,0.424,0.625,0.75,0.111,0.455,0.727,0.286,0.27,0.524,0.188,113.0,106.0,113.0,0.128,-5.86,88.9,0.4,0.8,0.241,,,,,,,,,,,,,,,
9,2024-04-05,746897,Strikeout,strikeout,True,641355,676272,Cody Bellinger,Bobby Miller,0,881654dc-6ec3-48ae-8554-f9dc820d5176,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,101.0,93.0,92.0,0.098,0.435,0.161,0.178,-0.22,-3.27,-2.03,0.65,97.5,85.8,96.9,79.3,0.111,0.167,0.424,0.625,0.75,0.111,0.455,0.727,0.286,0.27,0.524,0.188,113.0,106.0,113.0,0.128,-5.86,88.9,0.4,0.8,0.241,,,,,,,,,,,,,,,
