,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,wFC/C,wFS/C,wSI/C,wCU/C,vFC,vFS,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-03,744823,Flyout,field_out,True,694192,687792,Jackson Chourio,DJ Herz,0,f89c214b-b70b-41d0-b045-8301f4a322ed,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-03,744823,Groundout,field_out,True,663368,687792,Blake Perkins,DJ Herz,0,31fc4afe-5dc8-4d49-9028-1b764ccc342c,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-03,744823,Walk,walk,False,661388,687792,William Contreras,DJ Herz,0,552d1f9f-3135-4cca-aea0-4d445dd080c0,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-03,744823,Pop Out,field_out,True,642715,687792,Willy Adames,DJ Herz,0,d6c4dee4-3e2f-4cdf-b2c7-18a5e5fb210a,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-03,744823,Strikeout,strikeout,True,682928,650644,CJ Abrams,Aaron Civale,0,4ebfff4d-8d3c-4e81-86e6-6d384a736279,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
5,2024-08-03,744823,Lineout,field_out,True,660766,650644,Juan Yepez,Aaron Civale,0,4e7a0178-b1bd-494e-9114-163eb83c2e02,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
6,2024-08-03,744823,Double,double,False,671277,650644,Luis García Jr.,Aaron Civale,0,c323b566-70ac-4afe-b31c-63f37d98217e,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
7,2024-08-03,744823,Single,single,False,660688,650644,Keibert Ruiz,Aaron Civale,1,f670c74e-cb7b-4609-9797-c9a5a6f9f7bf,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
8,2024-08-03,744823,Walk,walk,False,695578,650644,James Wood,Aaron Civale,1,a81203f3-7a91-470c-a82d-92448b4929c2,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
9,2024-08-03,744823,Double,double,False,663905,650644,Travis Blankenhorn,Aaron Civale,1,9d811817-2c3a-489e-a48a-ee4098ef6b83,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,,,,66.0,99.0,93.0,151.0,102.0,114.0,,,,0.093,0.172,,,-2.99,-0.87,,,91.9,,80.5,,0.361,0.611,0.092,,,,0.25,0.375,0.455,0.247,0.444,0.288,105.0,102.0,109.0,69.0,94.0,84.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.311,0.021,0.155,0.79,-2.53,0.61,-1.21,88.0,85.6,92.6,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.357,0.429,0.25
