,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-08,746223,Single,single,False,514888,542881,Jose Altuve,Tyler Anderson,0,f705f789-4e2e-4eee-8e51-5ea8eb013046,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
1,2024-06-08,746223,Strikeout,strikeout,True,608324,542881,Alex Bregman,Tyler Anderson,0,a58fdf52-dafd-44eb-a2bf-606518b97730,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
2,2024-06-08,746223,Double,double,False,670541,542881,Yordan Alvarez,Tyler Anderson,1,492d63a8-4097-4ee9-be01-49c01f080485,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
3,2024-06-08,746223,Fielders Choice Out,fielders_choice_out,True,665161,542881,Jeremy Peña,Tyler Anderson,1,af944adc-1c88-48bb-b25a-b65f3b1d702d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
4,2024-06-08,746223,Groundout,field_out,True,673237,542881,Yainer Diaz,Tyler Anderson,0,25a7d861-d71c-4de7-92e1-b93449ef2f27,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
5,2024-06-08,746223,Strikeout,strikeout,True,694384,686613,Nolan Schanuel,Hunter Brown,0,26e0bcbd-1314-468c-a831-1c42ff08dbf3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
6,2024-06-08,746223,Groundout,field_out,True,650859,686613,Luis Rengifo,Hunter Brown,0,f56b2191-a725-48df-bc20-d7dc419736e1,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
7,2024-06-08,746223,Walk,walk,False,621493,686613,Taylor Ward,Hunter Brown,0,3ef66c1c-f832-4dab-bb5a-206ab60016a1,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
8,2024-06-08,746223,Single,single,False,641432,686613,Willie Calhoun,Hunter Brown,1,2498d19d-1706-449d-9ba8-d332dec96344,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
9,2024-06-08,746223,Hit By Pitch,hit_by_pitch,False,687263,686613,Zach Neto,Hunter Brown,1,fea641f2-5465-4468-b78e-6b4006907f19,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
10,2024-06-08,746223,Strikeout,strikeout,True,642136,686613,Matt Thaiss,Hunter Brown,0,63b1e427-dce9-46c1-b8a0-8512f8536467,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.134,-0.55,0.16,0.46,1.74,1.13,95.7,92.3,88.4,95.5,89.0,0.208,0.271,0.327,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,130.0,99.0,106.0,0.127,-1.93,82.4,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,
11,2024-06-08,746223,Groundout,field_out,True,676694,542881,Jake Meyers,Tyler Anderson,0,1aded258-1414-4c9c-8319-6adc005c0168,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
12,2024-06-08,746223,Lineout,field_out,True,643289,542881,Mauricio Dubón,Tyler Anderson,0,ee25f34f-6c66-4eb9-bda7-5e668021fdd0,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,
