,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff
0,2024-06-11,746296,Triple,triple,False,683011,663903,Anthony Volpe,Brady Singer,0,71afd312-be20-4efb-bd21-7c42f4c72018,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-11,746296,Walk,walk,False,665742,663903,Juan Soto,Brady Singer,0,61d7394f-6ce7-482e-88a8-b062190a334a,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-11,746296,Single,single,False,592450,663903,Aaron Judge,Brady Singer,1,8516b138-5551-4512-9c57-de6a177e38b5,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-11,746296,Groundout,field_out,True,657077,663903,Alex Verdugo,Brady Singer,1,a56f0967-d67c-415e-bed6-424b47996203,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-11,746296,Fielders Choice,fielders_choice,False,519317,663903,Giancarlo Stanton,Brady Singer,1,3ac5a619-6cad-4b22-98d4-6d2bd8761313,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-11,746296,Grounded Into DP,grounded_into_double_play,True,519203,663903,Anthony Rizzo,Brady Singer,1,46535792-5517-4eb8-94d5-6794f252c71e,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-11,746296,Groundout,field_out,True,672580,573186,Maikel Garcia,Marcus Stroman,0,4caf7c9f-b20a-460f-8dce-a155979f5002,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429
7,2024-06-11,746296,Double,double,False,677951,573186,Bobby Witt Jr.,Marcus Stroman,0,cdeb502a-24c3-4ecc-844e-aeef06b3ebbe,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429
8,2024-06-11,746296,Flyout,field_out,True,686469,573186,Vinnie Pasquantino,Marcus Stroman,0,1d2b7b59-2acd-4eb3-888a-b2f4e65bb867,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429
9,2024-06-11,746296,Walk,walk,False,521692,573186,Salvador Perez,Marcus Stroman,0,64c69870-1c6f-4493-966e-0162b36437d2,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,94.0,92.0,88.0,91.0,100.0,99.0,0.363,0.034,0.177,,-4.6,-0.02,-0.84,,89.9,,89.9,85.5,0.204,0.296,0.292,0.285,0.469,0.14,0.5,0.7,0.333,,,,92.0,80.0,90.0,107.0,98.0,97.0,82.0,99.0,94.0,0.192,0.105,0.128,0.65,1.17,-0.91,88.0,83.1,81.8,0.222,0.472,0.192,0.108,0.216,0.271,0.27,0.514,0.306,0.0,0.0,0.429
