,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-15,747053,Flyout,field_out,True,622534,608344,Manuel Margot,Cole Irvin,0,ee800493-8e8d-468e-b1f6-d8c6c7b2bb80,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
1,2024-04-15,747053,Double,double,False,680777,608344,Ryan Jeffers,Cole Irvin,0,93521464-4fff-4587-ae80-0f8aaa123b59,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
2,2024-04-15,747053,Flyout,field_out,True,621439,608344,Byron Buxton,Cole Irvin,1,e24e01c5-fc77-48b7-82e5-58836799eef6,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
3,2024-04-15,747053,Lineout,field_out,True,571657,608344,Kyle Farmer,Cole Irvin,0,8ccc2d35-e262-4841-b1d0-d3f56fb2a78e,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
4,2024-04-15,747053,Strikeout,strikeout,True,683002,686973,Gunnar Henderson,Louie Varland,0,5444b994-bad8-4939-b166-f01ad9337b4a,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
5,2024-04-15,747053,Single,single,False,668939,686973,Adley Rutschman,Louie Varland,0,a542cdfe-9211-4675-9f85-0f489d8dfa44,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
6,2024-04-15,747053,Fielders Choice,fielders_choice,False,656811,686973,Ryan O'Hearn,Louie Varland,1,dbd8b2fa-67d0-4b95-8ace-5be741ff175c,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
7,2024-04-15,747053,Single,single,False,663624,686973,Ryan Mountcastle,Louie Varland,1,215da668-cbfb-4eef-b604-41d436c0f987,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
8,2024-04-15,747053,Strikeout,strikeout,True,681297,686973,Colton Cowser,Louie Varland,0,ae2f162d-165a-4354-9fbe-dbdd4118d7b7,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
9,2024-04-15,747053,Double,double,False,676059,686973,Jordan Westburg,Louie Varland,1,50ce01ee-ea5a-4321-9744-75d86abc5538,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,,0.081,-0.1,-5.23,-2.37,,,0.8,95.7,89.6,88.3,93.1,,,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
