,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
0,2024-07-27,747006,Flyout,field_out,True,650333,665152,Luis Arraez,Dean Kremer,0,45ce0339-1b2f-49ce-b1cb-006505aa623a,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,747006,Single,single,False,595777,665152,Jurickson Profar,Dean Kremer,0,64fbcae4-738a-41c4-ab18-a85ebb3ecbe9,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,747006,Pop Out,field_out,True,630105,665152,Jake Cronenworth,Dean Kremer,0,24d692fc-7418-4512-a409-1794e22c82a0,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,747006,Groundout,field_out,True,592518,665152,Manny Machado,Dean Kremer,0,a39d04f8-5078-4bda-8a7b-2197504de629,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
4,2024-07-27,747006,Groundout,field_out,True,683002,650633,Gunnar Henderson,Michael King,0,b67be5a6-85b9-4d1d-82bd-916416c56f5e,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.18,3.44,141.1,102.0,94.0,100.0,0.735,10.63,3.18,7.39,0.96,1.06,0.223,0.42,0.209,0.269,0.417,,,,83.0,103.0,102.0,88.0,106.0,99.0,,,,,,,0.264,0.248,,,,-0.57,,,0.85,,93.6,,,92.8,,0.257,0.407,0.242,,,,,,,0.208,0.408,0.197,,,,87.0,103.0,96.0,114.0,98.0,102.0,0.233,0.256,0.32,1.76,86.6,82.8,0.201,0.268,0.369,0.2,0.271,0.349,0.308,0.577,0.191
5,2024-07-27,747006,Strikeout,strikeout,True,668939,650633,Adley Rutschman,Michael King,0,bf89d477-984c-49bd-b52d-05fb618c4a0e,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.18,3.44,141.1,102.0,94.0,100.0,0.735,10.63,3.18,7.39,0.96,1.06,0.223,0.42,0.209,0.269,0.417,,,,83.0,103.0,102.0,88.0,106.0,99.0,,,,,,,0.264,0.248,,,,-0.57,,,0.85,,93.6,,,92.8,,0.257,0.407,0.242,,,,,,,0.208,0.408,0.197,,,,87.0,103.0,96.0,114.0,98.0,102.0,0.233,0.256,0.32,1.76,86.6,82.8,0.201,0.268,0.369,0.2,0.271,0.349,0.308,0.577,0.191
6,2024-07-27,747006,Strikeout,strikeout,True,623993,650633,Anthony Santander,Michael King,0,c5df3f9b-e96d-4198-abfa-fcd6f21a0aa1,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.18,3.44,141.1,102.0,94.0,100.0,0.735,10.63,3.18,7.39,0.96,1.06,0.223,0.42,0.209,0.269,0.417,,,,83.0,103.0,102.0,88.0,106.0,99.0,,,,,,,0.264,0.248,,,,-0.57,,,0.85,,93.6,,,92.8,,0.257,0.407,0.242,,,,,,,0.208,0.408,0.197,,,,87.0,103.0,96.0,114.0,98.0,102.0,0.233,0.256,0.32,1.76,86.6,82.8,0.201,0.268,0.369,0.2,0.271,0.349,0.308,0.577,0.191
7,2024-07-27,747006,Strikeout,strikeout,True,593428,665152,Xander Bogaerts,Dean Kremer,0,6f090dcb-c32f-4d70-bb2e-95b75bbaf497,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
8,2024-07-27,747006,Single,single,False,701538,665152,Jackson Merrill,Dean Kremer,0,1feafe78-6c08-4886-87ce-59cd5ca6537e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
9,2024-07-27,747006,Single,single,False,444482,665152,David Peralta,Dean Kremer,1,ed7758ea-cc6e-4667-aec7-b423e7d1842e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.48,5.1,90.1,101.0,87.0,98.0,0.812,8.37,3.79,7.77,1.49,0.96,0.246,0.384,0.228,0.302,0.414,88.0,102.0,99.0,91.0,98.0,98.0,78.0,103.0,95.0,99.0,104.0,100.0,70.0,97.0,96.0,0.143,0.319,0.249,0.178,0.111,-0.87,0.62,0.02,0.5,0.36,93.4,86.8,84.1,92.3,77.2,0.26,0.59,0.217,0.253,0.337,0.229,0.141,0.266,0.331,0.22,0.356,0.074,0.214,0.25,0.169,,,,,,,,,,,,,,,,,,,,,
