,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-01,746384,Lineout,field_out,True,622534,664285,Manuel Margot,Framber Valdez,0,c3c6ee12-b8dd-4598-b93c-223f9a453187,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,
1,2024-06-01,746384,Groundout,field_out,True,621043,664285,Carlos Correa,Framber Valdez,0,be5e6e18-62d7-407a-a485-bc5f9e8a3e79,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,
2,2024-06-01,746384,Strikeout,strikeout,True,680777,664285,Ryan Jeffers,Framber Valdez,0,2d40618c-8a68-4e50-bade-9cb7d9701da4,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,
3,2024-06-01,746384,Lineout,field_out,True,514888,657746,Jose Altuve,Joe Ryan,0,b0b0727d-ae9c-4a5c-b14f-7d98edc808f0,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
4,2024-06-01,746384,Walk,walk,False,663656,657746,Kyle Tucker,Joe Ryan,0,81551ae0-771a-474a-be64-c1a048feb6e4,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
5,2024-06-01,746384,Home Run,home_run,False,670541,657746,Yordan Alvarez,Joe Ryan,1,3812be31-58c6-4673-9c45-c0451355b6c3,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
6,2024-06-01,746384,Pop Out,field_out,True,608324,657746,Alex Bregman,Joe Ryan,0,2cec3bab-56bf-4ddb-9e28-54b78cbb6d01,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
7,2024-06-01,746384,Single,single,False,665161,657746,Jeremy Peña,Joe Ryan,0,0dda61fe-d284-4165-a5db-0772e536db23,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
8,2024-06-01,746384,Caught Stealing 2B,caught_stealing_2b,True,676694,657746,Jake Meyers,Joe Ryan,0,46be35c3-10a9-4274-9823-25e986f2c724,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.348,0.478,0.096,,,,,,,0.333,0.606,0.222,0.198,0.381,0.275,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26
9,2024-06-01,746384,Flyout,field_out,True,669304,664285,Jose Miranda,Framber Valdez,0,0f2102c2-e5ff-4255-a07e-64cfa54cb69b,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,
