,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-28,746499,Single,single,False,660271,622608,Shohei Ohtani,Antonio Senzatela,0,0a059085-8622-4426-b3d2-30c761bfeb42,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,746499,Double Play,double_play,True,605141,622608,Mookie Betts,Antonio Senzatela,1,468f7c26-78bf-4fe6-a757-5db7be4f61b7,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,746499,Single,single,False,666158,622608,Gavin Lux,Antonio Senzatela,0,8f6dc68a-07f3-43b9-9134-daba6c34316d,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,746499,Strikeout,strikeout,True,606192,622608,Teoscar Hernández,Antonio Senzatela,0,edb17865-292e-4e10-a6b6-61241d6dba1f,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,746499,Single,single,False,453568,808967,Charlie Blackmon,Yoshinobu Yamamoto,0,07ba8410-dc64-4bac-b1a8-8dfaf17bd48d,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,0.029,0.404,0.033,0.231,,0.77,-1.65,0.53,1.14,,95.5,,94.9,86.3,78.0,0.262,0.413,0.176,0.158,0.211,0.357,,,,91.0,97.0,91.0,121.0,112.0,119.0,0.061,0.242,0.28,0.25,91.5,90.2,0.17,0.266,0.386,0.214,0.371,0.333,0.35,0.55,0.2,0.364,0.545,0.13,,,
5,2024-09-28,746499,Single,single,False,678662,808967,Ezequiel Tovar,Yoshinobu Yamamoto,1,f0e7d3d2-f7fa-4c20-bf6b-98e1861a6c3f,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,0.029,0.404,0.033,0.231,,0.77,-1.65,0.53,1.14,,95.5,,94.9,86.3,78.0,0.262,0.413,0.176,0.158,0.211,0.357,,,,91.0,97.0,91.0,121.0,112.0,119.0,0.061,0.242,0.28,0.25,91.5,90.2,0.17,0.266,0.386,0.214,0.371,0.333,0.35,0.55,0.2,0.364,0.545,0.13,,,
6,2024-09-28,746499,Sac Fly,sac_fly,True,641857,808967,Ryan McMahon,Yoshinobu Yamamoto,1,38bedd4e-499e-4414-a8c8-3370f490fd4b,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,0.029,0.404,0.033,0.231,,0.77,-1.65,0.53,1.14,,95.5,,94.9,86.3,78.0,0.262,0.413,0.176,0.158,0.211,0.357,,,,91.0,97.0,91.0,121.0,112.0,119.0,0.061,0.242,0.28,0.25,91.5,90.2,0.17,0.266,0.386,0.214,0.371,0.333,0.35,0.55,0.2,0.364,0.545,0.13,,,
7,2024-09-28,746499,Grounded Into DP,grounded_into_double_play,True,669911,808967,Michael Toglia,Yoshinobu Yamamoto,1,1253b063-45f6-4bdf-baa3-ff742c483eae,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,116.0,110.0,120.0,0.029,0.404,0.033,0.231,,0.77,-1.65,0.53,1.14,,95.5,,94.9,86.3,78.0,0.262,0.413,0.176,0.158,0.211,0.357,,,,91.0,97.0,91.0,121.0,112.0,119.0,0.061,0.242,0.28,0.25,91.5,90.2,0.17,0.266,0.386,0.214,0.371,0.333,0.35,0.55,0.2,0.364,0.545,0.13,,,
8,2024-09-28,746499,Groundout,field_out,True,571970,622608,Max Muncy,Antonio Senzatela,0,56b0f9f2-e558-4ea1-9412-707cdee47635,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,746499,Single,single,False,669257,622608,Will Smith,Antonio Senzatela,0,f0ba0018-7016-4c79-a035-9e3038282b72,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.17,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,91.0,90.0,99.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.069,0.119,-1.61,24.98,-4.98,1.31,0.08,94.7,87.1,94.8,86.6,79.7,0.385,0.692,0.179,0.357,0.643,0.2,0.0,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
