,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-10,745080,Home Run,home_run,False,683002,686752,Gunnar Henderson,Ryan Pepiot,0,c4f99b63-97b7-4d4e-8aad-34d72d763733,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,
1,2024-06-10,745080,Flyout,field_out,True,676059,686752,Jordan Westburg,Ryan Pepiot,0,d8e282a2-6451-44f0-b174-c1b4ae0b9b14,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,
2,2024-06-10,745080,Single,single,False,656811,686752,Ryan O'Hearn,Ryan Pepiot,0,d14b8d85-054a-43b8-8eef-777aea5e4e55,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,
3,2024-06-10,745080,Single,single,False,663624,686752,Ryan Mountcastle,Ryan Pepiot,1,48f2a7bc-efdc-415f-8b5e-daa5dccf1112,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,
4,2024-06-10,745080,Grounded Into DP,grounded_into_double_play,True,623993,686752,Anthony Santander,Ryan Pepiot,1,d3297c55-2129-45cb-b4a5-154b8da7d3ac,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,1.01,-0.01,-1.34,94.9,91.9,86.1,89.0,80.4,0.149,0.264,0.313,0.253,0.471,0.287,0.239,0.394,0.286,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,,,,,,,
5,2024-06-10,745080,Single,single,False,650490,669203,Yandy Díaz,Corbin Burnes,0,395d8e2d-2817-448f-b838-971a1e44361d,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,,,,130.0,105.0,120.0,121.0,105.0,107.0,,0.442,0.161,0.217,0.104,,0.96,1.15,1.1,1.34,,95.4,89.0,87.3,80.4,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,96.0,97.0,90.0,0.075,-0.82,96.7,0.294,0.441,0.132,,,,,,
6,2024-06-10,745080,Lineout,field_out,True,668227,669203,Randy Arozarena,Corbin Burnes,0,02206553-257e-4cb1-9e9f-b2ee7a7b2854,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,,,,130.0,105.0,120.0,121.0,105.0,107.0,,0.442,0.161,0.217,0.104,,0.96,1.15,1.1,1.34,,95.4,89.0,87.3,80.4,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,96.0,97.0,90.0,0.075,-0.82,96.7,0.294,0.441,0.132,,,,,,
7,2024-06-10,745080,Walk,walk,False,664040,669203,Brandon Lowe,Corbin Burnes,1,17ce039e-b832-460e-9e1b-6b121bf32c74,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,,,,130.0,105.0,120.0,121.0,105.0,107.0,,0.442,0.161,0.217,0.104,,0.96,1.15,1.1,1.34,,95.4,89.0,87.3,80.4,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,96.0,97.0,90.0,0.075,-0.82,96.7,0.294,0.441,0.132,,,,,,
8,2024-06-10,745080,Strikeout,strikeout,True,670623,669203,Isaac Paredes,Corbin Burnes,0,5765b3e5-1208-405d-9d7d-625cfe281ca5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,,,,130.0,105.0,120.0,121.0,105.0,107.0,,0.442,0.161,0.217,0.104,,0.96,1.15,1.1,1.34,,95.4,89.0,87.3,80.4,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,96.0,97.0,90.0,0.075,-0.82,96.7,0.294,0.441,0.132,,,,,,
9,2024-06-10,745080,Strikeout,strikeout,True,642708,669203,Amed Rosario,Corbin Burnes,1,661d0eea-9c8e-4176-9d09-be5c69ee1166,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,,,,130.0,105.0,120.0,121.0,105.0,107.0,,0.442,0.161,0.217,0.104,,0.96,1.15,1.1,1.34,,95.4,89.0,87.3,80.4,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,96.0,97.0,90.0,0.075,-0.82,96.7,0.294,0.441,0.132,,,,,,
