,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff
0,2024-08-27,745213,Groundout,field_out,True,650490,669302,Yandy Díaz,Logan Gilbert,0,42c39e0d-2eb9-4794-9c89-dee98e05025a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
1,2024-08-27,745213,Strikeout,strikeout,True,691406,669302,Junior Caminero,Logan Gilbert,0,8d55b9c3-d467-4348-813d-e7aeaa9f30b9,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
2,2024-08-27,745213,Strikeout,strikeout,True,666139,669302,Josh Lowe,Logan Gilbert,0,95b36ad8-b9ec-4cda-a74a-681adc8c04c0,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
3,2024-08-27,745213,Pop Out,field_out,True,645302,605488,Victor Robles,Jeffrey Springs,0,4f1bc7ed-1729-4235-b8df-22611f687bdb,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,,,,0.002,0.42,0.019,,0.24,,-1.0,-2.47,,-3.49,3.59,,89.8,85.1,,89.8,82.3,,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,,,,105.0,100.0,98.0,0.319,-2.5,79.5,0.375,0.5,0.466,0.0,0.0,0.571,,,
4,2024-08-27,745213,Strikeout,strikeout,True,677594,605488,Julio Rodríguez,Jeffrey Springs,0,d34c86f7-6c9e-4ca5-b32d-7d771993629f,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,,,,0.002,0.42,0.019,,0.24,,-1.0,-2.47,,-3.49,3.59,,89.8,85.1,,89.8,82.3,,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,,,,105.0,100.0,98.0,0.319,-2.5,79.5,0.375,0.5,0.466,0.0,0.0,0.571,,,
5,2024-08-27,745213,Flyout,field_out,True,663728,605488,Cal Raleigh,Jeffrey Springs,0,4dfa269f-f014-4dcc-8a54-b0537f531ea3,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,,,,0.002,0.42,0.019,,0.24,,-1.0,-2.47,,-3.49,3.59,,89.8,85.1,,89.8,82.3,,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,,,,105.0,100.0,98.0,0.319,-2.5,79.5,0.375,0.5,0.466,0.0,0.0,0.571,,,
6,2024-08-27,745213,Groundout,field_out,True,666624,669302,Christopher Morel,Logan Gilbert,0,e3e49711-0a28-4645-bdb9-7b2dd1b1126b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
7,2024-08-27,745213,Strikeout,strikeout,True,676609,669302,José Caballero,Logan Gilbert,0,123c1e26-a680-49d0-8920-6d109bf4619d,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
8,2024-08-27,745213,Strikeout,strikeout,True,670764,669302,Taylor Walls,Logan Gilbert,0,fe56cae7-ea59-422e-bd0c-277d37c57952,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
9,2024-08-27,745213,Flyout,field_out,True,668227,605488,Randy Arozarena,Jeffrey Springs,0,8a1f2126-3f48-42fe-8885-ed412f8cf0b1,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,,,,0.002,0.42,0.019,,0.24,,-1.0,-2.47,,-3.49,3.59,,89.8,85.1,,89.8,82.3,,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,,,,105.0,100.0,98.0,0.319,-2.5,79.5,0.375,0.5,0.466,0.0,0.0,0.571,,,
