,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff
0,2024-04-15,745677,Groundout,field_out,True,680977,548389,Brendan Donovan,Ross Stripling,0,4e20bb44-db18-489e-8f85-4d24b5e8c556,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
1,2024-04-15,745677,Walk,walk,False,502671,548389,Paul Goldschmidt,Ross Stripling,0,aabff065-014f-4987-b454-c41d92fa1c1e,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
2,2024-04-15,745677,Sac Bunt,sac_bunt,True,663457,548389,Lars Nootbaar,Ross Stripling,1,246e7330-76c9-46c8-b3c3-6345979403a7,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
3,2024-04-15,745677,Single,single,False,571448,548389,Nolan Arenado,Ross Stripling,1,a1004341-cdec-451f-806c-47f81e6bbb4a,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
4,2024-04-15,745677,Double,double,False,575929,548389,Willson Contreras,Ross Stripling,1,7217cc1b-7e80-4517-9e62-b615838a2a95,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
5,2024-04-15,745677,Flyout,field_out,True,669357,548389,Nolan Gorman,Ross Stripling,0,397ef00b-3e0a-4798-9167-124c0fc611df,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
6,2024-04-15,745677,Flyout,field_out,True,647351,543243,Abraham Toro,Sonny Gray,0,6a589a4f-5137-42ee-8215-8eea342392a1,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,,,,0.173,0.239,0.187,,0.06,0.68,1.47,0.67,,-2.47,92.6,88.5,93.1,85.0,,0.162,0.216,0.422,0.31,0.479,0.147,0.385,0.769,0.345,0.197,0.316,0.181,0.184,0.342,0.299,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303
7,2024-04-15,745677,Single,single,False,680869,543243,Zack Gelof,Sonny Gray,0,0f3dacac-73b1-42d1-a652-a5694fae906c,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,,,,0.173,0.239,0.187,,0.06,0.68,1.47,0.67,,-2.47,92.6,88.5,93.1,85.0,,0.162,0.216,0.422,0.31,0.479,0.147,0.385,0.769,0.345,0.197,0.316,0.181,0.184,0.342,0.299,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303
8,2024-04-15,745677,Strikeout,strikeout,True,668709,543243,JJ Bleday,Sonny Gray,1,516ae573-663b-4961-9211-d391018cc0f9,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,,,,0.173,0.239,0.187,,0.06,0.68,1.47,0.67,,-2.47,92.6,88.5,93.1,85.0,,0.162,0.216,0.422,0.31,0.479,0.147,0.385,0.769,0.345,0.197,0.316,0.181,0.184,0.342,0.299,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303
9,2024-04-15,745677,Double,double,False,691026,548389,Masyn Winn,Ross Stripling,0,b1219c99-3aba-4939-a10a-d3a8d2779fad,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
10,2024-04-15,745677,Strikeout,strikeout,True,691023,548389,Jordan Walker,Ross Stripling,0,d400043d-f781-45c5-85b0-587c76a80300,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
11,2024-04-15,745677,Flyout,field_out,True,687363,548389,Victor Scott II,Ross Stripling,0,ee427b1c-2ca5-4d08-bdf3-a8cb11c3b193,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
12,2024-04-15,745677,Lineout,field_out,True,680977,548389,Brendan Donovan,Ross Stripling,0,2904d6fe-fea8-4cc3-8b4a-30687b414533,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,
13,2024-04-15,745677,Groundout,field_out,True,663527,543243,Tyler Nevin,Sonny Gray,0,3de143b0-2c90-4077-ac27-4e625a1f0b34,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,,,,0.173,0.239,0.187,,0.06,0.68,1.47,0.67,,-2.47,92.6,88.5,93.1,85.0,,0.162,0.216,0.422,0.31,0.479,0.147,0.385,0.769,0.345,0.197,0.316,0.181,0.184,0.342,0.299,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303
