,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC
0,2024-08-16,745144,Strikeout,strikeout,True,660271,571945,Shohei Ohtani,Miles Mikolas,0,7116dc45-3617-420e-b3b9-ff127ead706f,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
1,2024-08-16,745144,Strikeout,strikeout,True,605141,571945,Mookie Betts,Miles Mikolas,0,92a346f2-dd02-44fc-8d16-1eaa5506f8f7,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
2,2024-08-16,745144,Single,single,False,518692,571945,Freddie Freeman,Miles Mikolas,0,8300794c-4db0-46ba-857e-63d6656706b1,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
3,2024-08-16,745144,Forceout,force_out,True,606192,571945,Teoscar Hernández,Miles Mikolas,1,e219cc08-1963-4e6d-9fbc-dae687763fd8,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
4,2024-08-16,745144,Walk,walk,False,691026,680736,Masyn Winn,Justin Wrobleski,0,05cfe83e-8443-4c8c-a53b-fa97905ef2ba,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,44.0,88.0,79.0,106.0,105.0,104.0,0.062,0.592,0.121,0.097,,0.035,2.54,-1.89,-6.41,-6.97,,-0.64,95.2,83.4,91.4,84.4,82.7,,0.4,0.6,0.0,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,,,,66.0,96.0,96.0,0.094,-6.63,88.2,0.5,1.333,0.118,,,
5,2024-08-16,745144,Strikeout,strikeout,True,575929,680736,Willson Contreras,Justin Wrobleski,0,714ec073-030d-4788-9503-f74ba72dc19b,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,44.0,88.0,79.0,106.0,105.0,104.0,0.062,0.592,0.121,0.097,,0.035,2.54,-1.89,-6.41,-6.97,,-0.64,95.2,83.4,91.4,84.4,82.7,,0.4,0.6,0.0,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,,,,66.0,96.0,96.0,0.094,-6.63,88.2,0.5,1.333,0.118,,,
6,2024-08-16,745144,Flyout,field_out,True,502054,680736,Tommy Pham,Justin Wrobleski,1,c2a63fd5-6336-44ad-b27b-b6022f019aed,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,44.0,88.0,79.0,106.0,105.0,104.0,0.062,0.592,0.121,0.097,,0.035,2.54,-1.89,-6.41,-6.97,,-0.64,95.2,83.4,91.4,84.4,82.7,,0.4,0.6,0.0,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,,,,66.0,96.0,96.0,0.094,-6.63,88.2,0.5,1.333,0.118,,,
7,2024-08-16,745144,Home Run,home_run,False,666158,571945,Gavin Lux,Miles Mikolas,0,a869733a-2b76-41df-8ddf-c5c92e61e529,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
8,2024-08-16,745144,Strikeout,strikeout,True,669257,571945,Will Smith,Miles Mikolas,0,086fa03a-f99a-43a0-bf8b-dbae36c194b1,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
9,2024-08-16,745144,Double,double,False,500743,571945,Miguel Rojas,Miles Mikolas,0,6505b18b-b35d-4262-9268-6fc408cac720,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,85.0,103.0,98.0,95.0,107.0,104.0,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,0.231,0.275,0.287,0.114,0.004,0.09,0.2,2.24,-1.19,-1.85,0.23,-3.0,93.1,85.6,92.4,85.5,76.3,68.4,0.225,0.344,0.111,0.31,0.517,0.153,0.284,0.463,0.173,0.362,0.672,0.168,0.267,0.55,0.232,0.25,0.438,0.255,,,,,,,,,,,,
