,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff
0,2024-03-31,747062,Groundout,field_out,True,543685,669330,Anthony Rendon,Tyler Wells,0,d4cae94f-dc7f-45d6-9fd3-3e76f9a30287,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-03-31,747062,Single,single,False,694384,669330,Nolan Schanuel,Tyler Wells,0,3a026aee-8468-4efe-b18d-59643a448fcf,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-03-31,747062,Flyout,field_out,True,545361,669330,Mike Trout,Tyler Wells,0,179d441a-4491-439c-a7b1-2aa575afc01d,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-03-31,747062,Home Run,home_run,False,621493,669330,Taylor Ward,Tyler Wells,1,a9daf228-d5fc-42e7-9647-00bebbff2a3f,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-03-31,747062,Strikeout,strikeout,True,592273,669330,Brandon Drury,Tyler Wells,0,bda19f6e-464a-44f8-95d7-a327231e1ec9,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-03-31,747062,Lineout,field_out,True,683002,672282,Gunnar Henderson,Reid Detmers,0,9ef733b6-cca6-47d8-9e7e-7bc4e1a3ec38,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,,,,0.458,,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,,84.6,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.344,0.719,0.192,,,,0.247,0.383,0.343,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-03-31,747062,Groundout,field_out,True,668939,672282,Adley Rutschman,Reid Detmers,0,c0f2e073-00e9-4bf2-ae90-a11e697e7bad,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,,,,0.458,,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,,84.6,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.344,0.719,0.192,,,,0.247,0.383,0.343,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-03-31,747062,Single,single,False,663624,672282,Ryan Mountcastle,Reid Detmers,0,8a64a40e-0eee-4554-8c70-2c83970fbfa3,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,,,,0.458,,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,,84.6,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.344,0.719,0.192,,,,0.247,0.383,0.343,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-03-31,747062,Strikeout,strikeout,True,623993,672282,Anthony Santander,Reid Detmers,0,8e998a05-aada-4c7b-a849-1087fb0572c6,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,,,,0.458,,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,,84.6,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.344,0.719,0.192,,,,0.247,0.383,0.343,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-03-31,747062,Single,single,False,650859,669330,Luis Rengifo,Tyler Wells,0,03511986-f229-4e24-9baa-cfd8ce84f6a1,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,,,,,,,,,,,,,,,,
