,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-11,745558,Flyout,field_out,True,660271,605400,Shohei Ohtani,Aaron Nola,0,0b91e5b3-c9b1-4e2c-bd40-9f54008b1564,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-11,745558,Strikeout,strikeout,True,669257,605400,Will Smith,Aaron Nola,0,8f8de572-28d9-4dc6-b598-35b20a28ef88,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-11,745558,Walk,walk,False,518692,605400,Freddie Freeman,Aaron Nola,0,fa95f273-8ad0-4e4d-9e04-7c3b6a6db871,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-11,745558,Single,single,False,606192,605400,Teoscar Hernández,Aaron Nola,1,dd258227-d82b-4f51-825a-9bc76c725f29,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-11,745558,Pop Out,field_out,True,681624,605400,Andy Pages,Aaron Nola,0,66aad5c0-9b24-4ce6-9f9d-a2fc70e3a417,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-11,745558,Groundout,field_out,True,656941,607455,Kyle Schwarber,Anthony Banda,0,1c239310-06cf-4a12-abb5-fa5b2d7a8083,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,,,,57.0,104.0,92.0,0.26,0.395,0.003,,0.12,0.4,-2.0,1.98,,0.62,95.8,83.2,89.0,95.7,,,,,0.235,0.382,0.207,0.28,0.32,0.098,0.222,0.222,0.318,,,,112.0,104.0,110.0,0.212,0.01,1.25,1.82,85.3,82.0,0.167,0.25,0.459,,,,,,,,,,,,
6,2024-07-11,745558,Home Run,home_run,False,607208,607455,Trea Turner,Anthony Banda,0,b8be547f-e4ac-4c6e-b922-c6a74b344dd9,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,,,,57.0,104.0,92.0,0.26,0.395,0.003,,0.12,0.4,-2.0,1.98,,0.62,95.8,83.2,89.0,95.7,,,,,0.235,0.382,0.207,0.28,0.32,0.098,0.222,0.222,0.318,,,,112.0,104.0,110.0,0.212,0.01,1.25,1.82,85.3,82.0,0.167,0.25,0.459,,,,,,,,,,,,
7,2024-07-11,745558,Strikeout,strikeout,True,547180,607455,Bryce Harper,Anthony Banda,0,1db0820a-db51-4a00-92ed-eeb530393695,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,,,,57.0,104.0,92.0,0.26,0.395,0.003,,0.12,0.4,-2.0,1.98,,0.62,95.8,83.2,89.0,95.7,,,,,0.235,0.382,0.207,0.28,0.32,0.098,0.222,0.222,0.318,,,,112.0,104.0,110.0,0.212,0.01,1.25,1.82,85.3,82.0,0.167,0.25,0.459,,,,,,,,,,,,
8,2024-07-11,745558,Single,single,False,664761,607455,Alec Bohm,Anthony Banda,0,dfd22dab-18f0-4327-aac1-91873460cfed,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,,,,57.0,104.0,92.0,0.26,0.395,0.003,,0.12,0.4,-2.0,1.98,,0.62,95.8,83.2,89.0,95.7,,,,,0.235,0.382,0.207,0.28,0.32,0.098,0.222,0.222,0.318,,,,112.0,104.0,110.0,0.212,0.01,1.25,1.82,85.3,82.0,0.167,0.25,0.459,,,,,,,,,,,,
9,2024-07-11,745558,Single,single,False,681082,607455,Bryson Stott,Anthony Banda,1,dbe36326-720f-43a6-9b4e-c22397f39993,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,,,,57.0,104.0,92.0,0.26,0.395,0.003,,0.12,0.4,-2.0,1.98,,0.62,95.8,83.2,89.0,95.7,,,,,0.235,0.382,0.207,0.28,0.32,0.098,0.222,0.222,0.318,,,,112.0,104.0,110.0,0.212,0.01,1.25,1.82,85.3,82.0,0.167,0.25,0.459,,,,,,,,,,,,
