,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff
0,2024-05-15,745582,Field Error,field_error,False,607043,624133,Brandon Nimmo,Ranger Suárez,0,4c9edc0d-4a64-48e3-a79f-f2f680e018d8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
1,2024-05-15,745582,Strikeout,strikeout,True,624413,624133,Pete Alonso,Ranger Suárez,0,97e121cd-f43f-45c7-801f-8ce4156cb61c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
2,2024-05-15,745582,Hit By Pitch,hit_by_pitch,False,596019,624133,Francisco Lindor,Ranger Suárez,1,0d6690d7-33a5-4def-b3a4-0b7e45f3bb4a,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
3,2024-05-15,745582,Forceout,force_out,True,502110,624133,J.D. Martinez,Ranger Suárez,1,ba3bfe70-1b9e-45d2-80fd-8e5ce76a97ea,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
4,2024-05-15,745582,Double,double,False,668901,624133,Mark Vientos,Ranger Suárez,1,d082a256-a09b-4984-96ab-7fafc308fc76,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
5,2024-05-15,745582,Lineout,field_out,True,516782,624133,Starling Marte,Ranger Suárez,0,7d7ba825-b31c-4347-8b6c-f892cc6c3918,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,
6,2024-05-15,745582,Groundout,field_out,True,656941,664192,Kyle Schwarber,Joey Lucchesi,0,b32efdfc-f8c9-4e68-8259-37d6b1ad6174,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,10.38,12.57,4.1,91.0,75.0,83.0,0.897,4.15,8.31,10.38,2.08,1.0,0.4,0.333,0.0,0.333,0.515,,,,52.0,81.0,77.0,,,,89.0,89.0,82.0,,,,63.0,122.0,107.0,0.588,,0.118,,0.294,,,-0.09,-6.75,,3.95,,,89.3,,89.4,,75.7,0.417,0.75,0.059,,,,0.0,0.0,0.222,,,,,,,,,
7,2024-05-15,745582,Strikeout,strikeout,True,592663,664192,J.T. Realmuto,Joey Lucchesi,0,84b37389-fa0b-4d8b-a61f-62aac8159094,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,10.38,12.57,4.1,91.0,75.0,83.0,0.897,4.15,8.31,10.38,2.08,1.0,0.4,0.333,0.0,0.333,0.515,,,,52.0,81.0,77.0,,,,89.0,89.0,82.0,,,,63.0,122.0,107.0,0.588,,0.118,,0.294,,,-0.09,-6.75,,3.95,,,89.3,,89.4,,75.7,0.417,0.75,0.059,,,,0.0,0.0,0.222,,,,,,,,,
8,2024-05-15,745582,Home Run,home_run,False,547180,664192,Bryce Harper,Joey Lucchesi,0,09fa4550-33cd-4c8e-8b44-ac70e9610568,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,10.38,12.57,4.1,91.0,75.0,83.0,0.897,4.15,8.31,10.38,2.08,1.0,0.4,0.333,0.0,0.333,0.515,,,,52.0,81.0,77.0,,,,89.0,89.0,82.0,,,,63.0,122.0,107.0,0.588,,0.118,,0.294,,,-0.09,-6.75,,3.95,,,89.3,,89.4,,75.7,0.417,0.75,0.059,,,,0.0,0.0,0.222,,,,,,,,,
9,2024-05-15,745582,Walk,walk,False,664761,664192,Alec Bohm,Joey Lucchesi,0,40421f28-155f-40ac-bf3b-680624bd91fe,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,10.38,12.57,4.1,91.0,75.0,83.0,0.897,4.15,8.31,10.38,2.08,1.0,0.4,0.333,0.0,0.333,0.515,,,,52.0,81.0,77.0,,,,89.0,89.0,82.0,,,,63.0,122.0,107.0,0.588,,0.118,,0.294,,,-0.09,-6.75,,3.95,,,89.3,,89.4,,75.7,0.417,0.75,0.059,,,,0.0,0.0,0.222,,,,,,,,,
