,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-26,745792,Strikeout,strikeout,True,672284,673540,Jarred Kelenic,Kodai Senga,0,c43fbc3a-ba87-4ccf-bbe0-cb9995af8b9f,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,745792,Groundout,field_out,True,663586,673540,Austin Riley,Kodai Senga,0,074ab5ec-ce42-4e1c-a923-30e5f4220660,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,745792,Hit By Pitch,hit_by_pitch,False,542303,673540,Marcell Ozuna,Kodai Senga,0,b26aa8a7-c815-437c-8bc4-f593344e3bf9,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,745792,Strikeout,strikeout,True,621566,673540,Matt Olson,Kodai Senga,0,014f8110-ca37-4f0c-9612-2c4a5826b698,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-26,745792,Groundout,field_out,True,596019,450203,Francisco Lindor,Charlie Morton,0,de90ad54-a185-4274-8901-19bacac6a611,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.16,4.29,106.0,98.0,94.0,97.0,0.756,8.75,3.4,7.9,1.19,1.39,0.222,0.438,0.156,0.34,0.412,119.0,98.0,106.0,70.0,100.0,88.0,,,,74.0,93.0,88.0,0.281,0.093,,,0.414,-2.02,-1.72,,,1.19,93.8,88.6,,,81.4,0.292,0.575,0.17,,,,0.346,0.731,0.162,88.0,95.0,93.0,81.0,102.0,93.0,0.094,0.119,0.28,0.48,84.9,93.4,0.184,0.27,0.338,0.2,0.378,0.336,0.324,0.459,0.086,,,,,,
5,2024-07-26,745792,Strikeout,strikeout,True,607043,450203,Brandon Nimmo,Charlie Morton,0,f3019087-def0-4b23-93ad-133d08900e78,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.16,4.29,106.0,98.0,94.0,97.0,0.756,8.75,3.4,7.9,1.19,1.39,0.222,0.438,0.156,0.34,0.412,119.0,98.0,106.0,70.0,100.0,88.0,,,,74.0,93.0,88.0,0.281,0.093,,,0.414,-2.02,-1.72,,,1.19,93.8,88.6,,,81.4,0.292,0.575,0.17,,,,0.346,0.731,0.162,88.0,95.0,93.0,81.0,102.0,93.0,0.094,0.119,0.28,0.48,84.9,93.4,0.184,0.27,0.338,0.2,0.378,0.336,0.324,0.459,0.086,,,,,,
6,2024-07-26,745792,Strikeout,strikeout,True,502110,450203,J.D. Martinez,Charlie Morton,0,924b4c3d-4103-4755-be10-b291f05cc582,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.16,4.29,106.0,98.0,94.0,97.0,0.756,8.75,3.4,7.9,1.19,1.39,0.222,0.438,0.156,0.34,0.412,119.0,98.0,106.0,70.0,100.0,88.0,,,,74.0,93.0,88.0,0.281,0.093,,,0.414,-2.02,-1.72,,,1.19,93.8,88.6,,,81.4,0.292,0.575,0.17,,,,0.346,0.731,0.162,88.0,95.0,93.0,81.0,102.0,93.0,0.094,0.119,0.28,0.48,84.9,93.4,0.184,0.27,0.338,0.2,0.378,0.336,0.324,0.459,0.086,,,,,,
7,2024-07-26,745792,Single,single,False,518595,673540,Travis d'Arnaud,Kodai Senga,0,88a86877-04a8-4fa3-b8ad-574f707f30e7,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-26,745792,Forceout,force_out,True,592696,673540,Eddie Rosario,Kodai Senga,1,884b68f6-ca0a-4d22-9f5d-b4fe72c4e322,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-26,745792,Home Run,home_run,False,594807,673540,Adam Duvall,Kodai Senga,1,101b1413-b281-41cd-86fa-8fc04b695749,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,88.0,106.0,93.0,0.397,0.151,0.329,0.11,0.014,5.27,-4.69,1.42,2.11,19.55,95.8,92.3,83.1,81.8,70.8,0.0,0.0,0.313,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
