,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-26,746456,Single,single,False,656941,663947,Kyle Schwarber,Tyler Holton,0,80ad96a8-f246-4fb7-81f0-7b7b8ce56411,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
1,2024-06-26,746456,Single,single,False,607208,663947,Trea Turner,Tyler Holton,1,4f519f88-b307-4a67-980b-85249574f8a7,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
2,2024-06-26,746456,Walk,walk,False,547180,663947,Bryce Harper,Tyler Holton,1,eae65037-fc2e-44d9-a5f3-3f2f064b8c09,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
3,2024-06-26,746456,Lineout,field_out,True,664761,663947,Alec Bohm,Tyler Holton,0,f5c99b06-d79d-4fcd-8091-3d8e532b8683,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
4,2024-06-26,746456,Groundout,field_out,True,592206,663947,Nick Castellanos,Tyler Holton,1,8f842714-67ff-4bd0-81d4-5e3b07ad8031,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
5,2024-06-26,746456,Groundout,field_out,True,681082,663947,Bryson Stott,Tyler Holton,0,e2d091e0-a484-4f99-9fee-be3a5912f5f5,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,84.0,106.0,102.0,0.214,0.133,0.253,0.172,0.014,0.214,3.56,2.42,1.58,2.57,2.27,-0.76,92.2,88.2,83.4,91.8,81.3,79.3,0.184,0.388,0.111,0.288,0.462,0.269,0.182,0.212,0.19,0.103,0.103,0.404,0.091,0.091,0.244,,,,,,,,,,,,,,,,,,
6,2024-06-26,746456,Home Run,home_run,False,663837,605513,Matt Vierling,Spencer Turnbull,0,560ec7ac-e79b-4fca-ba29-7517e16bd2e9,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,0.053,-0.45,,-1.62,1.97,2.03,1.38,92.0,,87.7,93.2,83.9,78.8,0.238,0.667,0.089,0.0,0.0,0.167,,,,0.071,0.071,0.406,0.28,0.453,0.162,0.067,0.067,0.594,,,,,,,,,,,,,,,
7,2024-06-26,746456,Flyout,field_out,True,690993,605513,Colt Keith,Spencer Turnbull,0,2587f5c8-1fd6-426b-ad5e-a4d431bfe4c9,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,0.053,-0.45,,-1.62,1.97,2.03,1.38,92.0,,87.7,93.2,83.9,78.8,0.238,0.667,0.089,0.0,0.0,0.167,,,,0.071,0.071,0.406,0.28,0.453,0.162,0.067,0.067,0.594,,,,,,,,,,,,,,,
8,2024-06-26,746456,Walk,walk,False,682985,605513,Riley Greene,Spencer Turnbull,0,25be30d6-c510-4285-8035-822f207d5fcd,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,0.053,-0.45,,-1.62,1.97,2.03,1.38,92.0,,87.7,93.2,83.9,78.8,0.238,0.667,0.089,0.0,0.0,0.167,,,,0.071,0.071,0.406,0.28,0.453,0.162,0.067,0.067,0.594,,,,,,,,,,,,,,,
9,2024-06-26,746456,Grounded Into DP,grounded_into_double_play,True,592192,605513,Mark Canha,Spencer Turnbull,1,c0a41706-f698-4362-ae34-936e273afd16,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,0.053,-0.45,,-1.62,1.97,2.03,1.38,92.0,,87.7,93.2,83.9,78.8,0.238,0.667,0.089,0.0,0.0,0.167,,,,0.071,0.071,0.406,0.28,0.453,0.162,0.067,0.067,0.594,,,,,,,,,,,,,,,
