,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-26,747197,Pop Out,field_out,True,667472,686796,Dane Myers,Blake Walston,0,c80250d2-6cc9-4f54-8bbe-c6119bf6e1bd,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
1,2024-05-26,747197,Strikeout,strikeout,True,650559,686796,Bryan De La Cruz,Blake Walston,0,046764e6-7a70-4789-aa66-41bda857d8ab,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
2,2024-05-26,747197,Strikeout,strikeout,True,605137,686796,Josh Bell,Blake Walston,0,53c73011-650c-410d-892a-10d4cb7fdaaa,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
3,2024-05-26,747197,Flyout,field_out,True,606466,677960,Ketel Marte,Ryan Weathers,0,95d49692-2921-4f3c-b8d0-5366e8d35613,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.289,0.389,0.142,,,,,,,0.25,0.5,0.5,0.193,0.398,0.394,83.0,97.0,92.0,0.279,0.442,0.066,,,,,,,,,
4,2024-05-26,747197,Groundout,field_out,True,682998,677960,Corbin Carroll,Ryan Weathers,0,0c5dee1a-5446-4618-9a5d-26efbcf60bcd,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.289,0.389,0.142,,,,,,,0.25,0.5,0.5,0.193,0.398,0.394,83.0,97.0,92.0,0.279,0.442,0.066,,,,,,,,,
5,2024-05-26,747197,Flyout,field_out,True,666971,677960,Lourdes Gurriel Jr.,Ryan Weathers,0,5e245f52-4ce9-41ba-8461-54d87468f684,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.289,0.389,0.142,,,,,,,0.25,0.5,0.5,0.193,0.398,0.394,83.0,97.0,92.0,0.279,0.442,0.066,,,,,,,,,
6,2024-05-26,747197,Groundout,field_out,True,669394,686796,Jake Burger,Blake Walston,0,a3568d10-0814-4028-9b87-ce0e489ae08b,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
7,2024-05-26,747197,Hit By Pitch,hit_by_pitch,False,656896,686796,Emmanuel Rivera,Blake Walston,0,2e667409-a5cd-455b-a9ce-5753d5d872e3,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
8,2024-05-26,747197,Single,single,False,665862,686796,Jazz Chisholm Jr.,Blake Walston,1,f082898c-bf33-45d9-b9cb-0c27401bf5e3,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
9,2024-05-26,747197,Strikeout,strikeout,True,641313,686796,Tim Anderson,Blake Walston,0,57b91641-f983-41ea-ab6b-c5bd1d0b4063,686796.0,blakewalston,Walston,Left,Blake Walston,ARI,2.84,3.88,12.2,87.0,87.0,87.0,0.827,7.82,6.39,6.39,0.0,0.87,0.182,0.394,0.182,0.424,0.409,121.0,86.0,86.0,86.0,84.0,93.0,68.0,89.0,82.0,94.0,89.0,91.0,82.0,85.0,90.0,0.043,0.328,0.194,0.078,0.181,0.177,2.39,2.73,2.48,-8.13,-0.23,-1.12,91.6,87.8,86.2,89.0,81.4,77.2,0.118,0.118,0.25,0.25,0.25,0.278,0.125,0.125,0.042,0.5,0.75,0.333,0.4,0.6,0.333,,,,,,,,,,,,,,,
