,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-21,745622,Flyout,field_out,True,650490,687765,Yandy Díaz,Mitch Spence,0,41de2b0a-1216-4534-94b7-86dd48e207bb,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
1,2024-08-21,745622,Lineout,field_out,True,664040,687765,Brandon Lowe,Mitch Spence,0,9cb25bd0-d4ef-4bc8-a40b-602f61905273,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
2,2024-08-21,745622,Strikeout,strikeout,True,666624,687765,Christopher Morel,Mitch Spence,0,4a118e0a-daff-4a82-ae81-65360b86d3dd,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
3,2024-08-21,745622,Flyout,field_out,True,671732,686752,Lawrence Butler,Ryan Pepiot,0,ba4f2a19-b1f8-464d-9928-aeeca3ecbdcf,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,,,,120.0,96.0,106.0,101.0,102.0,98.0,,0.042,0.198,0.033,0.231,-3.59,,1.03,-1.59,-0.75,91.7,85.9,,89.0,80.6,0.375,0.875,0.059,0.24,0.387,0.297,,,,0.167,0.167,0.545,0.236,0.409,0.296,115.0,97.0,101.0,0.496,1.5,94.9,0.16,0.286,0.318,,,
4,2024-08-21,745622,Strikeout,strikeout,True,667670,686752,Brent Rooker,Ryan Pepiot,0,c877f410-746a-4bf6-a5f7-a777b5969b2c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,,,,120.0,96.0,106.0,101.0,102.0,98.0,,0.042,0.198,0.033,0.231,-3.59,,1.03,-1.59,-0.75,91.7,85.9,,89.0,80.6,0.375,0.875,0.059,0.24,0.387,0.297,,,,0.167,0.167,0.545,0.236,0.409,0.296,115.0,97.0,101.0,0.496,1.5,94.9,0.16,0.286,0.318,,,
5,2024-08-21,745622,Home Run,home_run,False,668709,686752,JJ Bleday,Ryan Pepiot,0,20674ae9-a1c4-4574-8ae6-bd42062f3308,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,,,,120.0,96.0,106.0,101.0,102.0,98.0,,0.042,0.198,0.033,0.231,-3.59,,1.03,-1.59,-0.75,91.7,85.9,,89.0,80.6,0.375,0.875,0.059,0.24,0.387,0.297,,,,0.167,0.167,0.545,0.236,0.409,0.296,115.0,97.0,101.0,0.496,1.5,94.9,0.16,0.286,0.318,,,
6,2024-08-21,745622,Pop Out,field_out,True,609280,686752,Miguel Andujar,Ryan Pepiot,0,bf742852-626d-4aa3-a5ec-1ab14e60c45c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,,,,120.0,96.0,106.0,101.0,102.0,98.0,,0.042,0.198,0.033,0.231,-3.59,,1.03,-1.59,-0.75,91.7,85.9,,89.0,80.6,0.375,0.875,0.059,0.24,0.387,0.297,,,,0.167,0.167,0.545,0.236,0.409,0.296,115.0,97.0,101.0,0.496,1.5,94.9,0.16,0.286,0.318,,,
7,2024-08-21,745622,Single,single,False,691406,687765,Junior Caminero,Mitch Spence,0,1e10d383-e9ec-429d-a3dc-ff90c85c941b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
8,2024-08-21,745622,Strikeout,strikeout,True,666139,687765,Josh Lowe,Mitch Spence,0,906eb507-bf77-4855-993c-7cd3ad30cb1e,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
9,2024-08-21,745622,Strikeout,strikeout,True,676609,687765,José Caballero,Mitch Spence,0,48d989a7-4ab8-4e23-8242-d2893ad6696d,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,
