,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-25,745076,Flyout,field_out,True,641487,641793,J.P. Crawford,Zack Littell,0,b277b91f-961c-4c89-8ca1-fc49d5736fb7,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-25,745076,Strikeout,strikeout,True,677594,641793,Julio Rodríguez,Zack Littell,0,6978e964-b0dd-4699-852f-6e60ed9cf590,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-25,745076,Single,single,False,663728,641793,Cal Raleigh,Zack Littell,0,099c70d3-4bb4-463b-9ab8-987acda47cb6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-25,745076,Lineout,field_out,True,670042,641793,Luke Raley,Zack Littell,0,5818fdc8-7c64-4536-823e-8b7dcd2fd1d8,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-25,745076,Home Run,home_run,False,650490,622491,Yandy Díaz,Luis Castillo,0,3c547b1a-ed5e-4360-85a2-1c903cd1130b,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-25,745076,Strikeout,strikeout,True,666139,622491,Josh Lowe,Luis Castillo,0,f62ca7ad-884b-4379-98ba-b20cb8fc0a23,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-25,745076,Groundout,field_out,True,676609,622491,José Caballero,Luis Castillo,0,a5602738-bf5d-450f-8665-b817e9a7311f,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-25,745076,Strikeout,strikeout,True,670623,622491,Isaac Paredes,Luis Castillo,0,d5dcdb24-6005-4af2-a0ca-8e0a42ff4e37,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-25,745076,Strikeout,strikeout,True,641598,641793,Mitch Garver,Zack Littell,0,b3bca303-e22a-4609-99ad-de95ced8da76,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-25,745076,Flyout,field_out,True,593871,641793,Jorge Polanco,Zack Littell,0,38e62598-880f-44c0-96f4-42492b17bf11,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-25,745076,Strikeout,strikeout,True,686527,641793,Dominic Canzone,Zack Littell,0,f309050b-1564-4575-a8c5-0d497b38f2ba,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-06-25,745076,Double,double,False,680700,622491,Richie Palacios,Luis Castillo,0,5b7f62d5-77fc-440e-846f-5d93289ee10c,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-25,745076,Single,single,False,642350,622491,Jose Siri,Luis Castillo,1,f9394c3d-d0ee-4606-b4a0-1269e84387c1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-06-25,745076,Single,single,False,670764,622491,Taylor Walls,Luis Castillo,1,cb78edba-2078-4e56-aacc-b6564460aad9,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-06-25,745076,Pop Out,field_out,True,666163,622491,Ben Rortvedt,Luis Castillo,0,7cd8b54e-e654-49b0-bbd7-d2abc1f31d20,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-06-25,745076,Forceout,force_out,True,676356,622491,Jonny DeLuca,Luis Castillo,1,f2732ee7-b751-4468-bf16-d74c085a3c82,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,0.236,0.96,,-0.32,1.27,95.4,,95.5,85.8,0.189,0.311,0.351,,,,0.306,0.449,0.092,0.2,0.357,0.278,90.0,104.0,97.0,0.154,-1.2,88.1,0.289,0.526,0.244,,,,,,,,,,,,,,,,,,,,,,,,
