,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH
10,2024-05-20,745093,Walk,walk,False,666018,656557,Jonathan Aranda,Tanner Houck,0,07450936-0116-1003-000c-f08cd117d70a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
11,2024-05-20,745093,Strikeout,strikeout,True,676356,656557,Jonny DeLuca,Tanner Houck,0,daf2badf-5cda-459e-8a65-e99848f052c8,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
12,2024-05-20,745093,Flyout,field_out,True,680700,656557,Richie Palacios,Tanner Houck,0,e2cfa7e8-6fe5-4cc1-a1b5-2447410259e0,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
13,2024-05-20,745093,Strikeout,strikeout,True,666152,671737,David Hamilton,Taj Bradley,0,5783acbb-7509-4659-a6f9-7e81299e5a01,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-20,745093,Strikeout,strikeout,True,624512,671737,Reese McGuire,Taj Bradley,0,76dcc457-551f-4e75-b3f1-9912593be4a5,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-20,745093,Strikeout,strikeout,True,678882,671737,Ceddanne Rafaela,Taj Bradley,0,c4067b4c-06fd-4164-939f-5a98ff129cb7,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-20,745093,Groundout,field_out,True,676609,656557,José Caballero,Tanner Houck,0,b0082d8e-c851-49aa-b5f4-10abefa11b6a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
17,2024-05-20,745093,Groundout,field_out,True,666163,656557,Ben Rortvedt,Tanner Houck,0,a40aad93-f994-4d28-bde1-cb2ce90a296c,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
18,2024-05-20,745093,Single,single,True,650490,656557,Yandy Díaz,Tanner Houck,1,d2b8e256-0871-4bc4-a856-0350de880fc0,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
19,2024-05-20,745093,Triple,triple,False,680776,671737,Jarren Duran,Taj Bradley,0,e248645b-3abd-4a09-8af3-699ce8eed899,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-05-20,745093,Double,double,False,677800,671737,Wilyer Abreu,Taj Bradley,1,354707f2-873a-4ae5-8e0c-6743dbb7160b,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-05-20,745093,Lineout,field_out,True,641933,671737,Tyler O'Neill,Taj Bradley,0,87a71eb2-112f-4ccc-b7a4-f8ae36d52bc1,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-20,745093,Home Run,home_run,False,646240,671737,Rafael Devers,Taj Bradley,1,7cdcc18a-fc18-40f6-8876-0e435f01e907,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-20,745093,Lineout,field_out,True,657136,671737,Connor Wong,Taj Bradley,0,25e94119-5e9f-4f3d-a21d-d71049728858,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-20,745093,Strikeout,strikeout,True,642086,671737,Dominic Smith,Taj Bradley,0,791f3b73-2d2a-4cbe-92f6-399e93a0dd11,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-20,745093,Groundout,field_out,True,666139,656557,Josh Lowe,Tanner Houck,0,c887e3c1-3f54-47c4-aaaf-c1e9666c64f9,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
26,2024-05-20,745093,Strikeout,strikeout,True,670623,656557,Isaac Paredes,Tanner Houck,0,03f5017d-262a-4a19-ba9b-b4a7590d03fa,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
27,2024-05-20,745093,Strikeout,strikeout,True,664040,656557,Brandon Lowe,Tanner Houck,0,9c3cb757-7e86-4eef-8622-f600c0b8d330,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
28,2024-05-20,745093,Single,single,False,666152,671737,David Hamilton,Taj Bradley,0,1e8baa84-0dfa-4f87-812b-7ee6113e7615,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-20,745093,Groundout,field_out,True,624512,671737,Reese McGuire,Taj Bradley,1,413ce907-6bb5-425a-b6ad-5f613d4656bb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-05-20,745093,Home Run,home_run,False,678882,671737,Ceddanne Rafaela,Taj Bradley,1,d6ccd1d8-61b2-4273-ab0d-d43ff8731f49,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-20,745093,Groundout,field_out,True,680776,671737,Jarren Duran,Taj Bradley,0,d40c2fc8-7fa5-420a-a32a-0f502534bf5d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-20,745093,Pop Out,field_out,True,677800,671737,Wilyer Abreu,Taj Bradley,0,49d8cdb5-e9fe-4975-9489-df58bd82759f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-05-20,745093,Groundout,field_out,True,666018,656557,Jonathan Aranda,Tanner Houck,0,d234b65b-8434-4a80-b282-a6e3681b43bf,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
34,2024-05-20,745093,Strikeout,strikeout,True,676356,656557,Jonny DeLuca,Tanner Houck,0,6d619d00-ddc5-42d9-a9a1-69c1f5d6ff6d,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
35,2024-05-20,745093,Lineout,field_out,True,680700,656557,Richie Palacios,Tanner Houck,0,49d556bb-f3ee-4f4e-89fe-307cf6e629e0,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,,0.022,0.255,,,-0.99,1.83,,,87.1,88.4,,,,,0.188,0.234,0.233,0.2,0.4,0.235,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,0.423,0.49,1.85,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,,,,,,
36,2024-05-20,745093,Flyout,field_out,True,641933,671737,Tyler O'Neill,Taj Bradley,0,8b881d5f-6f36-4d1e-9a45-f88104e5b7ae,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
