,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-14,746188,Groundout,field_out,True,543807,542881,George Springer,Tyler Anderson,0,2b51ef8c-2fe0-4c41-b85f-9682255c5689,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
1,2024-08-14,746188,Flyout,field_out,True,662139,542881,Daulton Varsho,Tyler Anderson,0,7c1526fd-31ba-4598-bf0a-c1d2cd5131d0,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
2,2024-08-14,746188,Pop Out,field_out,True,665489,542881,Vladimir Guerrero Jr.,Tyler Anderson,0,1363bb6e-cbbf-4a45-8166-ef787d434ff4,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
3,2024-08-14,746188,Groundout,field_out,True,694384,621244,Nolan Schanuel,José Berríos,0,786bd5a8-9157-45e9-b647-3c2248114a37,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,83.0,99.0,92.0,86.0,103.0,95.0,,,,82.0,106.0,97.0,0.335,0.185,0.032,,0.161,-1.7,-1.18,0.68,,1.22,94.2,91.6,84.8,93.5,,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,0.282,0.388,0.123,109.0,102.0,106.0,0.287,0.44,83.2,0.184,0.385,0.302,,,,,,,,,,,,
4,2024-08-14,746188,Groundout,field_out,True,543685,621244,Anthony Rendon,José Berríos,0,908bdc9f-9072-430b-9449-70fa25439801,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,83.0,99.0,92.0,86.0,103.0,95.0,,,,82.0,106.0,97.0,0.335,0.185,0.032,,0.161,-1.7,-1.18,0.68,,1.22,94.2,91.6,84.8,93.5,,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,0.282,0.388,0.123,109.0,102.0,106.0,0.287,0.44,83.2,0.184,0.385,0.302,,,,,,,,,,,,
5,2024-08-14,746188,Strikeout,strikeout,True,607680,621244,Kevin Pillar,José Berríos,0,44a27af1-faa9-4d55-8cc9-4b661e69fd8d,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,83.0,99.0,92.0,86.0,103.0,95.0,,,,82.0,106.0,97.0,0.335,0.185,0.032,,0.161,-1.7,-1.18,0.68,,1.22,94.2,91.6,84.8,93.5,,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,0.282,0.388,0.123,109.0,102.0,106.0,0.287,0.44,83.2,0.184,0.385,0.302,,,,,,,,,,,,
6,2024-08-14,746188,Strikeout,strikeout,True,672386,542881,Alejandro Kirk,Tyler Anderson,0,23eb27e3-322d-4609-baf4-cf5936c6e834,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
7,2024-08-14,746188,Walk,walk,False,687462,542881,Spencer Horwitz,Tyler Anderson,0,344b88d6-6a2e-48df-9027-81826c377031,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
8,2024-08-14,746188,Home Run,home_run,False,676391,542881,Ernie Clement,Tyler Anderson,1,45c933ae-38a6-432d-8e97-03641e0a633e,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
9,2024-08-14,746188,Strikeout,strikeout,True,676914,542881,Davis Schneider,Tyler Anderson,0,b1085c6f-7da0-47f8-9f6d-6b89ddfaf503,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.41,4.2,158.1,100.0,96.0,100.0,0.746,6.93,3.52,7.5,1.08,0.9,0.197,0.503,0.155,0.265,0.4,105.0,101.0,107.0,89.0,101.0,98.0,66.0,95.0,82.0,66.0,61.0,77.0,100.0,100.0,97.0,0.036,0.394,0.197,0.003,0.371,-0.42,-0.56,-2.23,-4.22,1.68,89.4,84.1,78.8,88.1,76.7,0.174,0.234,0.389,0.258,0.479,0.179,0.259,0.457,0.245,0.227,0.545,0.163,,,,,,,,,,,,,,,,,,,,,
