,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-05-17,747037,Double,double,False,664238,607644,Dylan Moore,John Means,0,91c81a8d-e383-489a-a033-fe0fa6d38dbf,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-17,747037,Lineout,field_out,True,677594,607644,Julio Rodríguez,John Means,1,4da40732-98c1-45e3-a640-9acb61c41bd3,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-17,747037,Single,single,False,641598,607644,Mitch Garver,John Means,1,21acabb0-9555-4dc0-b4bb-63fd87c1bde4,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-17,747037,Pop Out,field_out,True,663728,607644,Cal Raleigh,John Means,0,be067691-5ea5-4892-b0b6-fbb35785a724,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-17,747037,Single,single,False,571745,607644,Mitch Haniger,John Means,1,2207d604-cd07-494b-8ffa-f1d60b5dd11f,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-17,747037,Strikeout,strikeout,True,668942,607644,Josh Rojas,John Means,0,0bda2b98-6946-4c65-8bf5-08b5f81b9412,607644.0,johnmeans,Means,Left,John Means,BAL,2.61,4.7,20.2,102.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,83.0,102.0,100.0,88.0,92.0,100.0,0.375,0.231,0.109,0.284,0.74,1.7,1.36,0.88,90.5,82.0,84.5,75.7,0.231,0.5,0.182,0.222,0.333,0.353,0.167,0.278,0.333,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-17,747037,Home Run,home_run,False,683002,682243,Gunnar Henderson,Bryce Miller,0,d53e212b-8e77-4db4-9d6b-0d0c2f32c6f1,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,120.0,95.0,99.0,66.0,82.0,91.0,0.439,0.169,0.014,,1.42,-1.33,4.17,,95.1,,83.8,85.5,0.197,0.349,0.276,,,,0.333,0.593,0.118,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,-3.96,0.84,1.27,92.3,83.8,94.6,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
7,2024-05-17,747037,Single,single,False,668939,682243,Adley Rutschman,Bryce Miller,0,f45be962-746d-4a04-9d71-c34b628a2678,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,120.0,95.0,99.0,66.0,82.0,91.0,0.439,0.169,0.014,,1.42,-1.33,4.17,,95.1,,83.8,85.5,0.197,0.349,0.276,,,,0.333,0.593,0.118,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,-3.96,0.84,1.27,92.3,83.8,94.6,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
8,2024-05-17,747037,Single,single,False,656811,682243,Ryan O'Hearn,Bryce Miller,1,12e0943d-cade-414f-aec2-c4295a36eb08,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,120.0,95.0,99.0,66.0,82.0,91.0,0.439,0.169,0.014,,1.42,-1.33,4.17,,95.1,,83.8,85.5,0.197,0.349,0.276,,,,0.333,0.593,0.118,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,-3.96,0.84,1.27,92.3,83.8,94.6,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
9,2024-05-17,747037,Fielders Choice,fielders_choice,False,663624,682243,Ryan Mountcastle,Bryce Miller,1,0569a88a-fc9f-4ae2-b54f-6e191909bf2d,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.63,4.16,109.0,102.0,110.0,104.0,0.787,8.09,2.39,7.18,1.24,0.89,0.259,0.41,0.148,0.305,0.455,,,,122.0,103.0,106.0,120.0,95.0,99.0,66.0,82.0,91.0,0.439,0.169,0.014,,1.42,-1.33,4.17,,95.1,,83.8,85.5,0.197,0.349,0.276,,,,0.333,0.593,0.118,0.0,0.0,0.25,99.0,100.0,98.0,92.0,78.0,84.0,88.0,107.0,108.0,0.189,0.015,0.174,-3.96,0.84,1.27,92.3,83.8,94.6,0.245,0.362,0.094,0.181,0.266,0.256,0.5,0.75,0.1
