,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-24,745377,Flyout,field_out,True,596019,650633,Francisco Lindor,Michael King,0,a044f965-7778-4281-a9d3-2ea238a5d8ee,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,745377,Walk,walk,False,668901,650633,Mark Vientos,Michael King,0,8f551abc-b847-474c-9bc5-c973e24605ee,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,745377,Walk,walk,False,607043,650633,Brandon Nimmo,Michael King,1,63176652-3e01-43b6-afe4-0a6a69826192,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,745377,Double,double,False,624413,650633,Pete Alonso,Michael King,1,7848ee05-2cbf-454b-a4f0-3338e845abaf,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,745377,Strikeout,strikeout,True,502110,650633,J.D. Martinez,Michael King,0,bbb63d76-7971-42fb-ad76-d27776e55f1d,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-24,745377,Walk,walk,False,608385,650633,Jesse Winker,Michael King,0,c5cc1159-18c7-439a-9dde-c581aed4e402,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-24,745377,Strikeout,strikeout,True,516782,650633,Starling Marte,Michael King,0,fe74bb6b-41ad-4e23-bbf4-884c9113d1b0,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-24,745377,Groundout,field_out,True,650333,656849,Luis Arraez,David Peterson,0,4d4733af-4fdd-4f08-8382-d69994188c0c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.169,-0.31,1.7,-1.49,0.25,93.1,84.7,92.0,85.2,0.16,0.26,0.294,0.264,0.376,0.139,0.254,0.31,0.236,,,,0.27,0.432,0.326,85.0,100.0,99.0,0.073,0.21,79.0,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
8,2024-08-24,745377,Pop Out,field_out,True,595777,656849,Jurickson Profar,David Peterson,0,e26dac91-94b0-46f8-8a49-7749f672fbb9,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.169,-0.31,1.7,-1.49,0.25,93.1,84.7,92.0,85.2,0.16,0.26,0.294,0.264,0.376,0.139,0.254,0.31,0.236,,,,0.27,0.432,0.326,85.0,100.0,99.0,0.073,0.21,79.0,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
9,2024-08-24,745377,Strikeout,strikeout,True,593428,656849,Xander Bogaerts,David Peterson,0,d32d89fa-140c-4fc2-99f7-556f09904198,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.169,-0.31,1.7,-1.49,0.25,93.1,84.7,92.0,85.2,0.16,0.26,0.294,0.264,0.376,0.139,0.254,0.31,0.236,,,,0.27,0.432,0.326,85.0,100.0,99.0,0.073,0.21,79.0,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
