,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff
0,2024-08-10,745219,Single,single,False,596019,669302,Francisco Lindor,Logan Gilbert,0,2ff7c71b-b198-4b68-850d-c67e37b821d9,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
1,2024-08-10,745219,Strikeout,strikeout,True,607043,669302,Brandon Nimmo,Logan Gilbert,0,094e0588-c023-4d8c-937d-bc870010218a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
2,2024-08-10,745219,Grounded Into DP,grounded_into_double_play,True,502110,669302,J.D. Martinez,Logan Gilbert,1,77ff9664-d88e-4ae1-af18-0fbdf2afa427,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,118.0,103.0,102.0,106.0,95.0,100.0,0.008,0.319,0.119,0.131,0.317,0.105,1.51,0.86,0.97,-0.91,1.74,0.87,96.4,92.2,84.2,94.7,88.3,83.1,0.214,0.354,0.348,0.207,0.383,0.206,0.237,0.412,0.27,0.105,0.184,0.479,0.185,0.277,0.331,,,,,,,,,,,,,,,
3,2024-08-10,745219,Double,double,False,645302,640455,Victor Robles,Sean Manaea,0,6e0ab920-a8c0-4c9c-b5cc-83d676e11e2d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
4,2024-08-10,745219,Double,double,False,668227,640455,Randy Arozarena,Sean Manaea,1,9238efc0-20e2-41ca-b05a-341f53067a13,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
5,2024-08-10,745219,Strikeout,strikeout,True,663728,640455,Cal Raleigh,Sean Manaea,1,499d0dcb-a0c4-4b66-b758-3eeb1f87ec25,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
6,2024-08-10,745219,Double,double,False,457759,640455,Justin Turner,Sean Manaea,1,74259986-545b-4b63-8168-c2f526e9b2d3,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
7,2024-08-10,745219,Lineout,field_out,True,593871,640455,Jorge Polanco,Sean Manaea,0,a632adac-5c42-4a4b-852e-8dfdaf6b4db4,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
8,2024-08-10,745219,Single,single,False,571745,640455,Mitch Haniger,Sean Manaea,1,734f15c3-3147-4803-a735-f829483cebac,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
9,2024-08-10,745219,Strikeout,strikeout,True,664238,640455,Dylan Moore,Sean Manaea,0,dbe9cb3f-3500-411b-a870-0ad7a4658961,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,,,,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,,,,0.397,0.135,0.088,,0.26,,1.22,1.0,,1.07,0.47,,92.4,88.4,,92.4,79.9,,0.174,0.435,0.32,0.169,0.299,0.312,0.222,0.25,0.179,,,,,,,88.0,98.0,95.0,0.12,-1.45,85.4,0.222,0.354,0.204,0.178,0.299,0.397,0.28,0.467,0.238
