,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-07-07,747098,Groundout,field_out,True,681082,625643,Bryson Stott,Reynaldo López,0,72760a2a-182f-44fe-ab4a-899db3556b70,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
1,2024-07-07,747098,Groundout,field_out,True,607208,625643,Trea Turner,Reynaldo López,0,3c88734c-9b6f-4abc-a57a-8196f3c3e818,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
2,2024-07-07,747098,Groundout,field_out,True,664761,625643,Alec Bohm,Reynaldo López,0,0bba71c4-afb6-4ce1-8adf-dd6566f168e0,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
3,2024-07-07,747098,Walk,walk,False,672284,675650,Jarred Kelenic,Michael Mercado,0,6c021f64-f56d-4c6c-a5d7-d6b5daa0f54a,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
4,2024-07-07,747098,Walk,walk,False,645277,675650,Ozzie Albies,Michael Mercado,1,4bb8dd0f-c263-4455-9374-e43cb819f294,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
5,2024-07-07,747098,Strikeout,strikeout,True,663586,675650,Austin Riley,Michael Mercado,0,c8a8e743-0a85-41a5-b11a-f66aa1d0e88e,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
6,2024-07-07,747098,Flyout,field_out,True,621566,675650,Matt Olson,Michael Mercado,1,5035243e-2fb9-4c50-a918-27fe93297a17,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
7,2024-07-07,747098,Walk,walk,False,542303,675650,Marcell Ozuna,Michael Mercado,0,d12f6c30-14b6-4e19-b8b9-71a251a0e142,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
8,2024-07-07,747098,Lineout,field_out,True,518595,675650,Travis d'Arnaud,Michael Mercado,0,6a63b995-cc7d-421e-a50d-4e48d164ad6b,675650.0,michaelmercado,Mercado,Right,Michael Mercado,PHI,9.26,7.1,11.2,96.0,97.0,94.0,0.794,6.17,6.17,9.26,4.63,0.57,0.132,0.5,0.026,0.421,0.427,125.0,108.0,124.0,100.0,96.0,97.0,101.0,92.0,91.0,,,,0.467,,0.22,0.04,-5.99,,4.11,-0.32,95.3,89.5,,83.1,0.471,1.235,0.149,,,,0.0,0.0,0.208,,,,84.0,100.0,91.0,0.273,-2.43,88.0,0.25,0.688,0.321,,,,,,,,,
9,2024-07-07,747098,Strikeout,strikeout,True,669016,625643,Brandon Marsh,Reynaldo López,0,245c75cd-24aa-442e-a734-d95c23558c0e,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
