,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-07,747085,Strikeout,strikeout,True,694192,519242,Jackson Chourio,Chris Sale,0,e9a30d31-4514-4b85-a864-81dfb73ee278,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,747085,Single,single,False,656555,519242,Rhys Hoskins,Chris Sale,0,3f4896bb-b649-4229-ab54-7f5e57722a2f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,747085,Strikeout,strikeout,True,596142,519242,Gary Sánchez,Chris Sale,0,3a9a57cb-77bc-4b21-b949-02841614f0e3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,747085,Single,single,False,661388,519242,William Contreras,Chris Sale,1,0b1d0f84-9844-41b8-895b-48da9ee79a9a,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
4,2024-08-07,747085,Strikeout,strikeout,True,642715,519242,Willy Adames,Chris Sale,0,079ba21b-d4f3-41be-9e7d-885a03bc9796,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
5,2024-08-07,747085,Double,double,False,624585,642547,Jorge Soler,Freddy Peralta,0,7ad8eb4f-9f98-42fa-9374-63585ff41585,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.194,0.363,0.409,0.236,0.419,0.25,0.198,0.26,0.379,,,,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,
6,2024-08-07,747085,Double,double,False,663586,642547,Austin Riley,Freddy Peralta,1,11bc4c27-9d5e-4e40-99a5-d86983049ba5,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.194,0.363,0.409,0.236,0.419,0.25,0.198,0.26,0.379,,,,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,
7,2024-08-07,747085,Groundout,field_out,True,542303,642547,Marcell Ozuna,Freddy Peralta,1,ee40c848-f8ff-49fe-be24-e0786a42c763,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.194,0.363,0.409,0.236,0.419,0.25,0.198,0.26,0.379,,,,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,
8,2024-08-07,747085,Sac Fly,sac_fly,True,621566,642547,Matt Olson,Freddy Peralta,1,de91dc72-4c09-4e76-89b7-ebb81c5ba7df,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.194,0.363,0.409,0.236,0.419,0.25,0.198,0.26,0.379,,,,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,
9,2024-08-07,747085,Single,single,False,606115,642547,Orlando Arcia,Freddy Peralta,0,70fdcdf9-6792-47e4-b5f0-3aab1c49ff40,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,113.0,98.0,101.0,,,,98.0,101.0,107.0,,0.541,0.228,0.175,0.14,,0.15,1.4,94.3,87.6,,81.3,0.194,0.363,0.409,0.236,0.419,0.25,0.198,0.26,0.379,,,,102.0,99.0,106.0,0.055,-0.49,77.6,0.25,0.375,0.313,,,,,,,,,,,,
