,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff
10,2024-09-20,746013,Pop Out,field_out,True,672640,450203,Otto Lopez,Charlie Morton,0,34f65cb0-88e5-42b1-8352-b7f57c8a40de,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
11,2024-09-20,746013,Flyout,field_out,True,624585,678368,Jorge Soler,Valente Bellozo,0,6790a24b-0cc6-4ff5-8291-602ed41a9e7b,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
12,2024-09-20,746013,Single,single,False,657656,678368,Ramón Laureano,Valente Bellozo,0,27c6a606-67d1-4abc-b01a-d44ab5b4f5d8,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
13,2024-09-20,746013,Pop Out,field_out,True,669221,678368,Sean Murphy,Valente Bellozo,0,b9996fb2-4244-4af9-ad89-8c950d3080ea,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
14,2024-09-20,746013,Single,single,False,570482,678368,Gio Urshela,Valente Bellozo,1,0767cbc6-be4f-4fb7-b0de-0ed52a874170,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
15,2024-09-20,746013,Strikeout,strikeout,True,606115,678368,Orlando Arcia,Valente Bellozo,0,a950f9c9-c5d5-48dc-87de-5d6f0304f85b,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
16,2024-09-20,746013,Single,single,False,665052,450203,Griffin Conine,Charlie Morton,0,3e8d983c-4dcc-457b-91a6-850f45fa8b4c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
17,2024-09-20,746013,Strikeout,strikeout,True,640902,450203,Jhonny Pereda,Charlie Morton,0,e6098237-8a8a-43ed-ab1f-c4d91d533559,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
18,2024-09-20,746013,Flyout,field_out,True,669364,450203,Xavier Edwards,Charlie Morton,0,b9b301e2-cb81-4e73-9f2e-0093d00d6b8d,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
19,2024-09-20,746013,Groundout,field_out,True,681393,450203,Connor Norby,Charlie Morton,0,eef34caf-a74e-4eef-9d03-e4d973ddeaf3,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
20,2024-09-20,746013,Single,single,False,671739,678368,Michael Harris II,Valente Bellozo,0,a8191d96-bb3e-4dac-a0ac-38ed42ce8c85,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
21,2024-09-20,746013,Pop Out,field_out,True,645277,678368,Ozzie Albies,Valente Bellozo,0,4eab2887-8d8c-4f11-bb1a-86c25dfd64ae,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
22,2024-09-20,746013,Single,single,False,542303,678368,Marcell Ozuna,Valente Bellozo,1,f1703651-b069-422b-8e8b-ee63e840b0ac,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
23,2024-09-20,746013,Walk,walk,False,621566,678368,Matt Olson,Valente Bellozo,1,bec85450-e033-4888-9878-6440a1e1beb0,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
24,2024-09-20,746013,Sac Fly,sac_fly,True,624585,678368,Jorge Soler,Valente Bellozo,1,6372bba0-d221-4aa1-ba44-a849835b40c1,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
25,2024-09-20,746013,Lineout,field_out,True,657656,678368,Ramón Laureano,Valente Bellozo,0,3ea12ff2-2083-4f8c-bb29-469041c15562,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
26,2024-09-20,746013,Walk,walk,False,660821,450203,Jesús Sánchez,Charlie Morton,0,ee295658-9fd9-4a4b-9e74-366dc7621036,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
27,2024-09-20,746013,Single,single,False,669394,450203,Jake Burger,Charlie Morton,1,a02350af-72d5-4d13-9e6e-60ec405b0c61,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
28,2024-09-20,746013,Strikeout,strikeout,True,669065,450203,Kyle Stowers,Charlie Morton,0,f6980ac2-c702-493e-adec-7504c0577d06,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
29,2024-09-20,746013,Grounded Into DP,grounded_into_double_play,True,681146,450203,Jonah Bride,Charlie Morton,1,43584065-ebd1-4246-a660-9b70fa046767,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.08,4.44,161.0,97.0,95.0,97.0,0.752,9.17,3.52,8.33,1.17,1.42,0.237,0.436,0.146,0.326,0.408,86.0,96.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,,,,73.0,91.0,86.0,0.291,0.079,,0.422,0.11,-1.2,-0.86,,0.74,-1.07,94.1,88.5,84.9,,81.5,0.277,0.497,0.195,0.286,0.571,0.14,0.286,0.556,0.323,0.201,0.313,0.345,,,,80.0,96.0,88.0,0.098,0.28,93.5,0.328,0.431,0.072,,,
30,2024-09-20,746013,Groundout,field_out,True,669221,678368,Sean Murphy,Valente Bellozo,0,ce68c980-a8e2-4f37-b2db-cb3a936de19f,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
31,2024-09-20,746013,Lineout,field_out,True,570482,678368,Gio Urshela,Valente Bellozo,0,8685f961-45fb-4775-8fb8-542bfbf180ee,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
32,2024-09-20,746013,Home Run,home_run,False,606115,678368,Orlando Arcia,Valente Bellozo,0,64052183-67e9-4bef-8057-f24d3d20c13c,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
33,2024-09-20,746013,Groundout,field_out,True,671739,678368,Michael Harris II,Valente Bellozo,0,cca48009-1b74-4a57-9b31-0d9c7ce1235f,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.82,5.18,63.2,99.0,73.0,90.0,0.82,5.94,2.83,8.91,1.98,0.59,0.29,0.41,0.19,0.367,0.425,99.0,95.0,95.0,92.0,93.0,94.0,54.0,101.0,83.0,98.0,104.0,102.0,67.0,99.0,91.0,0.383,0.254,0.102,0.121,0.14,-0.22,1.13,0.68,-4.18,-3.62,89.2,82.9,81.0,77.8,73.7,0.228,0.446,0.13,0.206,0.456,0.154,0.333,0.513,0.317,0.36,0.8,0.279,0.231,0.346,0.306,,,,,,,,,,,,
