,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
10,2024-04-08,746735,Strikeout,strikeout,True,694192,668933,Jackson Chourio,Graham Ashcraft,0,cc1a0e6e-973c-4fff-b583-f79abb55af03,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-08,746735,Lineout,field_out,True,663886,676879,Tyler Stephenson,Aaron Ashby,0,a2d38a79-fc35-4512-91ab-4a66acb6416a,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
12,2024-04-08,746735,Field Error,field_error,False,682829,676879,Elly De La Cruz,Aaron Ashby,1,0bf50f3f-87d5-4bed-912e-85f7319d7275,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
13,2024-04-08,746735,Groundout,field_out,True,669289,676879,Santiago Espinal,Aaron Ashby,1,435dde5a-3904-442c-bc5f-1da9cbcec44f,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
14,2024-04-08,746735,Home Run,home_run,False,666181,676879,Will Benson,Aaron Ashby,0,c3fab62c-d73d-413f-b699-c817649cf507,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
15,2024-04-08,746735,Groundout,field_out,True,669352,676879,Bubba Thompson,Aaron Ashby,0,57f62b2b-bbb8-4b2d-9400-dd200122cbbc,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
16,2024-04-08,746735,Groundout,field_out,True,668930,668933,Brice Turang,Graham Ashcraft,0,e2a626f0-127d-45e3-afce-2269e2ec9eff,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-08,746735,Groundout,field_out,True,687401,668933,Joey Ortiz,Graham Ashcraft,0,d8d80be6-497f-4b04-b4f6-3904a209c181,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-08,746735,Lineout,field_out,True,686554,668933,Oliver Dunn,Graham Ashcraft,0,0502b454-3669-4438-8037-58b56624e192,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-08,746735,Walk,walk,False,656413,676879,Stuart Fairchild,Aaron Ashby,0,960a0c07-491d-4ce0-a850-b9ec94a44e40,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
20,2024-04-08,746735,Flyout,field_out,True,668715,676879,Spencer Steer,Aaron Ashby,1,e2586a99-75cd-4aca-83bf-1e02883a71a6,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
21,2024-04-08,746735,Groundout,field_out,True,687952,676879,Christian Encarnacion-Strand,Aaron Ashby,0,cc4e107f-9d2e-4240-97bf-85cdda32f78f,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
22,2024-04-08,746735,Strikeout,strikeout,True,600869,676879,Jeimer Candelario,Aaron Ashby,0,cddb6691-2458-4ee5-b1c2-d0299971630f,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
23,2024-04-08,746735,Strikeout,strikeout,True,661388,668933,William Contreras,Graham Ashcraft,0,db1bef22-af0e-4d56-b203-7d4356f67c49,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-04-08,746735,Strikeout,strikeout,True,592885,668933,Christian Yelich,Graham Ashcraft,0,89109428-d5bc-40ef-8958-e69209b919bb,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-08,746735,Pop Out,field_out,True,642715,668933,Willy Adames,Graham Ashcraft,0,409bd167-9bbe-4530-9ead-0241291cb68a,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-08,746735,Single,single,False,663886,676879,Tyler Stephenson,Aaron Ashby,0,d33788f9-5d9f-42b7-9a56-23335dd2e9fd,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
27,2024-04-08,746735,Single,single,False,682829,676879,Elly De La Cruz,Aaron Ashby,1,813c7539-efd0-4638-8fe9-08cb3ab00034,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
28,2024-04-08,746735,Sac Bunt,sac_bunt,False,669289,676879,Santiago Espinal,Aaron Ashby,1,a833336c-eaf2-469b-bc8f-46d77e3c84b6,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
29,2024-04-08,746735,Double,double,False,666181,676879,Will Benson,Aaron Ashby,1,4c8dec61-3fe9-4f9b-91e5-b99dad885358,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
30,2024-04-08,746735,Strikeout,strikeout,True,669352,676879,Bubba Thompson,Aaron Ashby,0,dd70bc97-16a4-4845-a79c-f7ea87a51dd0,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
31,2024-04-08,746735,Walk,walk,False,656413,676879,Stuart Fairchild,Aaron Ashby,0,1e0f8d8a-3461-48e4-a1fd-b4446e9b66af,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
32,2024-04-08,746735,Double,double,False,668715,676879,Spencer Steer,Aaron Ashby,1,07402c70-70fc-4f1c-bae5-7a9a41cccc84,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
33,2024-04-08,746735,Groundout,field_out,True,687952,676879,Christian Encarnacion-Strand,Aaron Ashby,0,77270ab9-0a79-4ab2-865b-3790661271c9,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
34,2024-04-08,746735,Single,single,False,600869,676879,Jeimer Candelario,Aaron Ashby,1,a1f85d2c-91c6-4fc8-a854-5373528d4739,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,53.0,101.0,92.0,115.0,82.0,92.0,,,,0.436,,0.145,0.355,,-4.49,4.27,-1.21,,87.8,94.3,81.9,,,,0.0,0.0,0.143,0.357,0.571,0.1,0.214,0.571,0.387,130.0,99.0,111.0,0.064,4.57,79.9,,,,,,,,,,,,,,,,,,,,,
35,2024-04-08,746735,Groundout,field_out,True,663886,656266,Tyler Stephenson,J.B. Bukauskas,0,e580d0c2-81e8-4d44-bbb4-28e933daad9e,656266.0,jbbukauskas,Bukauskas,Right,J.B. Bukauskas,MIL,1.5,7.42,6.0,99.0,93.0,99.0,0.65,9.0,1.5,4.5,1.5,1.4,0.067,0.467,0.0,0.533,0.364,,,,85.0,105.0,101.0,101.0,94.0,97.0,,,,0.489,,0.511,,,0.99,3.38,,,,93.4,84.6,,,,0.0,0.0,0.579,0.273,0.545,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-04-08,746735,Walk,walk,False,686217,668933,Sal Frelick,Graham Ashcraft,0,79e4adca-1a3e-4a10-ad5f-f9560fd8e498,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
