,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C
0,2024-08-07,745469,Flyout,field_out,True,650333,594835,Luis Arraez,Marco Gonzales,0,db9c3ec2-a5e8-4ad5-ac8f-9ea7885f51f1,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.315,0.238,0.101,0.255,-1.01,0.93,-0.37,-2.19,-1.29,89.7,85.7,80.2,90.0,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,745469,Flyout,field_out,True,595777,594835,Jurickson Profar,Marco Gonzales,0,1baebae7-eca4-4592-a8e4-a1dd233c9224,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.315,0.238,0.101,0.255,-1.01,0.93,-0.37,-2.19,-1.29,89.7,85.7,80.2,90.0,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,745469,Walk,walk,False,593428,594835,Xander Bogaerts,Marco Gonzales,0,8192cd74-40c6-4f3c-9958-92280203da52,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.315,0.238,0.101,0.255,-1.01,0.93,-0.37,-2.19,-1.29,89.7,85.7,80.2,90.0,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,745469,Single,single,False,592518,594835,Manny Machado,Marco Gonzales,1,3c9dd2e9-6cd0-400b-be74-0fb1558fd33d,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.315,0.238,0.101,0.255,-1.01,0.93,-0.37,-2.19,-1.29,89.7,85.7,80.2,90.0,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-07,745469,Strikeout,strikeout,True,456781,594835,Donovan Solano,Marco Gonzales,0,b9e408d7-25d3-4847-950d-afb4077a6c3e,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.315,0.238,0.101,0.255,-1.01,0.93,-0.37,-2.19,-1.29,89.7,85.7,80.2,90.0,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-07,745469,Strikeout,strikeout,True,457705,650633,Andrew McCutchen,Michael King,0,954d0d70-642f-4081-8452-b9222dc25bf5,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,,,,0.27,0.247,,,0.25,-0.65,,0.88,,1.72,93.6,,86.7,92.9,,0.202,0.275,0.358,0.261,0.403,0.253,,,,0.203,0.391,0.201,,,,113.0,97.0,102.0,0.233,-0.03,82.8,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,
6,2024-08-07,745469,Strikeout,strikeout,True,668804,650633,Bryan Reynolds,Michael King,0,5c8fe68a-a2a4-49ca-907b-1977db8e7224,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,,,,0.27,0.247,,,0.25,-0.65,,0.88,,1.72,93.6,,86.7,92.9,,0.202,0.275,0.358,0.261,0.403,0.253,,,,0.203,0.391,0.201,,,,113.0,97.0,102.0,0.233,-0.03,82.8,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,
7,2024-08-07,745469,Triple,triple,False,643396,650633,Isiah Kiner-Falefa,Michael King,0,eba7cc5f-7cb7-4472-9e1f-32a286321055,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,,,,0.27,0.247,,,0.25,-0.65,,0.88,,1.72,93.6,,86.7,92.9,,0.202,0.275,0.358,0.261,0.403,0.253,,,,0.203,0.391,0.201,,,,113.0,97.0,102.0,0.233,-0.03,82.8,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,
8,2024-08-07,745469,Single,single,False,642133,650633,Rowdy Tellez,Michael King,1,b7fb054a-a76f-4412-9898-a4fc0081c402,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,,,,0.27,0.247,,,0.25,-0.65,,0.88,,1.72,93.6,,86.7,92.9,,0.202,0.275,0.358,0.261,0.403,0.253,,,,0.203,0.391,0.201,,,,113.0,97.0,102.0,0.233,-0.03,82.8,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,
9,2024-08-07,745469,Walk,walk,False,518735,650633,Yasmani Grandal,Michael King,1,96f18505-c110-4967-8962-cff580fa9e36,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,,,,0.27,0.247,,,0.25,-0.65,,0.88,,1.72,93.6,,86.7,92.9,,0.202,0.275,0.358,0.261,0.403,0.253,,,,0.203,0.391,0.201,,,,113.0,97.0,102.0,0.233,-0.03,82.8,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,
