,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
0,2024-09-01,747157,Strikeout,strikeout,True,660271,694297,Shohei Ohtani,Brandon Pfaadt,0,38120c44-5958-40ee-82a0-c810bb80dda3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,747157,Single,single,False,605141,694297,Mookie Betts,Brandon Pfaadt,0,a8c132bf-3708-4efa-80d1-e9967086ad05,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,747157,Flyout,field_out,True,518692,694297,Freddie Freeman,Brandon Pfaadt,0,5117d390-418b-46f3-934f-87fabb190740,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,747157,Strikeout,strikeout,True,606192,694297,Teoscar Hernández,Brandon Pfaadt,0,7830c010-5412-47a4-abcd-a78ab3830d02,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
4,2024-09-01,747157,Lineout,field_out,True,672695,680736,Geraldo Perdomo,Justin Wrobleski,0,e584bf96-cf3b-491b-863b-64ea62896ecb,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.4,6.82,32.1,96.0,92.0,96.0,0.818,6.12,3.9,8.91,2.51,0.64,0.311,0.223,0.175,0.369,0.46,48.0,88.0,90.0,85.0,88.0,88.0,101.0,97.0,98.0,45.0,88.0,78.0,106.0,105.0,103.0,0.048,0.586,,0.09,0.131,0.035,0.55,,-1.15,-6.42,-4.97,-3.53,95.0,,83.9,91.4,84.4,82.5,,,,0.212,0.412,0.209,0.333,0.5,0.0,,,,0.385,0.846,0.174,,,,79.0,97.0,98.0,0.11,-2.91,87.5,0.267,0.8,0.3,0.3,0.8,0.16,,,,,,,,,
5,2024-09-01,747157,Flyout,field_out,True,682998,680736,Corbin Carroll,Justin Wrobleski,0,323a0a47-9227-4bea-8e3f-da47358b4bbb,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.4,6.82,32.1,96.0,92.0,96.0,0.818,6.12,3.9,8.91,2.51,0.64,0.311,0.223,0.175,0.369,0.46,48.0,88.0,90.0,85.0,88.0,88.0,101.0,97.0,98.0,45.0,88.0,78.0,106.0,105.0,103.0,0.048,0.586,,0.09,0.131,0.035,0.55,,-1.15,-6.42,-4.97,-3.53,95.0,,83.9,91.4,84.4,82.5,,,,0.212,0.412,0.209,0.333,0.5,0.0,,,,0.385,0.846,0.174,,,,79.0,97.0,98.0,0.11,-2.91,87.5,0.267,0.8,0.3,0.3,0.8,0.16,,,,,,,,,
6,2024-09-01,747157,Walk,walk,False,666971,680736,Lourdes Gurriel Jr.,Justin Wrobleski,0,4922ec40-a8df-48d5-a476-b87f9e494d43,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.4,6.82,32.1,96.0,92.0,96.0,0.818,6.12,3.9,8.91,2.51,0.64,0.311,0.223,0.175,0.369,0.46,48.0,88.0,90.0,85.0,88.0,88.0,101.0,97.0,98.0,45.0,88.0,78.0,106.0,105.0,103.0,0.048,0.586,,0.09,0.131,0.035,0.55,,-1.15,-6.42,-4.97,-3.53,95.0,,83.9,91.4,84.4,82.5,,,,0.212,0.412,0.209,0.333,0.5,0.0,,,,0.385,0.846,0.174,,,,79.0,97.0,98.0,0.11,-2.91,87.5,0.267,0.8,0.3,0.3,0.8,0.16,,,,,,,,,
7,2024-09-01,747157,Forceout,force_out,True,605137,680736,Josh Bell,Justin Wrobleski,1,b5c4c511-2c94-4760-acbe-e3f53b184e7e,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.4,6.82,32.1,96.0,92.0,96.0,0.818,6.12,3.9,8.91,2.51,0.64,0.311,0.223,0.175,0.369,0.46,48.0,88.0,90.0,85.0,88.0,88.0,101.0,97.0,98.0,45.0,88.0,78.0,106.0,105.0,103.0,0.048,0.586,,0.09,0.131,0.035,0.55,,-1.15,-6.42,-4.97,-3.53,95.0,,83.9,91.4,84.4,82.5,,,,0.212,0.412,0.209,0.333,0.5,0.0,,,,0.385,0.846,0.174,,,,79.0,97.0,98.0,0.11,-2.91,87.5,0.267,0.8,0.3,0.3,0.8,0.16,,,,,,,,,
8,2024-09-01,747157,Walk,walk,False,666158,694297,Gavin Lux,Brandon Pfaadt,0,3817719e-f870-45e6-b778-572a26ae9f32,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,747157,Single,single,False,669242,694297,Tommy Edman,Brandon Pfaadt,1,321fbe15-78fd-411d-b1da-83fb451356e0,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.42,3.7,165.0,106.0,107.0,107.0,0.774,8.73,1.96,9.0,1.09,1.11,0.245,0.437,0.13,0.307,0.45,92.0,102.0,97.0,101.0,102.0,104.0,94.0,105.0,102.0,90.0,105.0,103.0,142.0,109.0,119.0,0.223,0.333,0.006,0.284,0.046,0.109,0.18,0.44,0.06,0.31,-1.84,1.33,93.7,89.6,87.4,93.5,84.7,80.5,0.207,0.429,0.354,0.277,0.467,0.208,0.281,0.368,0.112,0.239,0.254,0.321,0.5,0.625,0.244,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
