,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-15,746585,Groundout,field_out,True,650490,594902,Yandy Díaz,Ben Lively,0,a4a086a8-bed3-443e-a4ec-c2a069341fa7,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
1,2024-09-15,746585,Single,single,False,664040,594902,Brandon Lowe,Ben Lively,0,617d62dd-2164-4677-a2bc-e2f21840405c,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
2,2024-09-15,746585,Flyout,field_out,True,691406,594902,Junior Caminero,Ben Lively,0,63c923dd-332a-4ae7-ab53-da101175bac7,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
3,2024-09-15,746585,Single,single,False,666018,594902,Jonathan Aranda,Ben Lively,1,a4eb700b-3c58-41fa-a0f5-af71e6b15f9a,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
4,2024-09-15,746585,Forceout,force_out,True,666185,594902,Dylan Carlson,Ben Lively,1,2b5eeb53-42fd-4688-85d9-827d148c49ea,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
5,2024-09-15,746585,Walk,walk,False,682657,671737,Angel Martínez,Taj Bradley,0,cdabaa4d-1eb1-40f3-ab15-5ca12aaa5929,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
6,2024-09-15,746585,Strikeout,strikeout,True,665926,671737,Andrés Giménez,Taj Bradley,0,a21ee3d9-72c3-4173-8a05-d68c5a2cde7d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
7,2024-09-15,746585,Double,double,False,608070,671737,José Ramírez,Taj Bradley,1,cf6cc16b-41ca-49f5-b342-7ff768613534,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
8,2024-09-15,746585,Walk,walk,False,647304,671737,Josh Naylor,Taj Bradley,0,cc1dd8e3-e225-4c99-af61-ac95e46bd549,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
9,2024-09-15,746585,Strikeout,strikeout,True,657041,671737,Lane Thomas,Taj Bradley,0,e21b9a09-538f-4313-888b-12188aeb719e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
10,2024-09-15,746585,Strikeout,strikeout,True,686823,671737,Will Brennan,Taj Bradley,0,43dbb09d-d8fd-4be0-83e1-4c673f6645a4,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.39,4.24,127.0,98.0,116.0,104.0,0.746,10.13,3.12,8.01,1.56,1.0,0.242,0.399,0.099,0.397,0.423,,,,101.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.408,,0.094,,-0.22,,,-1.33,,96.3,,,,79.1,,,,0.274,0.521,0.217,,,,,,,0.222,0.481,0.327,,,,91.0,100.0,99.0,122.0,101.0,113.0,0.222,0.276,0.97,0.39,90.8,90.8,0.211,0.323,0.326,0.212,0.384,0.327
11,2024-09-15,746585,Flyout,field_out,True,666139,594902,Josh Lowe,Ben Lively,0,b2ca1ad7-28c9-43bd-a4d1-77b56e830f5f,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.87,4.07,142.0,102.0,68.0,93.0,0.828,7.1,2.79,8.3,1.46,1.0,0.221,0.414,0.126,0.309,0.432,77.0,109.0,96.0,44.0,108.0,94.0,58.0,95.0,83.0,58.0,108.0,95.0,104.0,104.0,102.0,0.282,0.321,0.219,0.086,0.092,-0.26,0.5,-0.05,0.37,-0.26,89.9,83.9,90.4,79.3,76.9,0.23,0.404,0.134,0.275,0.517,0.16,0.235,0.418,0.244,0.262,0.369,0.19,0.197,0.344,0.192,0.263,0.526,0.414,,,,,,,,,,,,,,,,,,
