,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,KC%,wKC/C,vKC,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FC_ba,FC_slg,FC_whiff
0,2024-07-24,746119,Walk,walk,False,624585,607192,Jorge Soler,Tyler Glasnow,0,bfe68e6c-05b0-4d6e-8ab0-4d7ef4899b2a,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.48,114.0,103.0,118.0,107.0,0.715,11.61,2.61,6.0,1.03,1.42,0.212,0.379,0.163,0.292,0.47,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.087,0.47,0.259,0.184,0.85,2.25,0.61,2.05,96.4,96.6,90.1,83.8,0.214,0.417,0.209,0.213,0.361,0.409,0.099,0.185,0.475,0.147,0.206,0.153,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,746119,Flyout,field_out,True,664774,607192,LaMonte Wade Jr.,Tyler Glasnow,0,827362e4-53da-4be2-95cd-400c9de12c56,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.48,114.0,103.0,118.0,107.0,0.715,11.61,2.61,6.0,1.03,1.42,0.212,0.379,0.163,0.292,0.47,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.087,0.47,0.259,0.184,0.85,2.25,0.61,2.05,96.4,96.6,90.1,83.8,0.214,0.417,0.209,0.213,0.361,0.409,0.099,0.185,0.475,0.147,0.206,0.153,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,746119,Strikeout,strikeout,True,671218,607192,Heliot Ramos,Tyler Glasnow,0,2b915bde-a7b1-42ed-a20b-e3a7161a85cd,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.48,114.0,103.0,118.0,107.0,0.715,11.61,2.61,6.0,1.03,1.42,0.212,0.379,0.163,0.292,0.47,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.087,0.47,0.259,0.184,0.85,2.25,0.61,2.05,96.4,96.6,90.1,83.8,0.214,0.417,0.209,0.213,0.361,0.409,0.099,0.185,0.475,0.147,0.206,0.153,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,746119,Walk,walk,False,656305,607192,Matt Chapman,Tyler Glasnow,1,5cb59a30-37a8-4b56-8edd-a43e447c902e,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.48,114.0,103.0,118.0,107.0,0.715,11.61,2.61,6.0,1.03,1.42,0.212,0.379,0.163,0.292,0.47,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.087,0.47,0.259,0.184,0.85,2.25,0.61,2.05,96.4,96.6,90.1,83.8,0.214,0.417,0.209,0.213,0.361,0.409,0.099,0.185,0.475,0.147,0.206,0.153,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-24,746119,Strikeout,strikeout,True,624424,607192,Michael Conforto,Tyler Glasnow,0,59fb54b6-d889-41f8-92b8-9a53eb4f2e8b,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.48,114.0,103.0,118.0,107.0,0.715,11.61,2.61,6.0,1.03,1.42,0.212,0.379,0.163,0.292,0.47,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.087,0.47,0.259,0.184,0.85,2.25,0.61,2.05,96.4,96.6,90.1,83.8,0.214,0.417,0.209,0.213,0.361,0.409,0.099,0.185,0.475,0.147,0.206,0.153,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-24,746119,Flyout,field_out,True,660271,592662,Shohei Ohtani,Robbie Ray,0,80b44fbe-3d68-4553-a4ba-8efce6629e15,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,1.8,,5.0,,,,0.487,14.4,3.6,0.0,0.0,0.5,0.571,0.286,0.286,0.143,0.326,,,,,,,,,,,,,,0.512,0.314,,3.97,,-0.39,,95.2,,89.7,,0.0,0.0,0.474,0.0,0.0,0.545,0.0,0.0,0.778,,,,0.174,5.53,84.4,,,,,,,,,,,,,,,,,,,,,
6,2024-07-24,746119,Hit By Pitch,hit_by_pitch,False,669257,592662,Will Smith,Robbie Ray,0,fc0f9479-6b88-4701-9080-95fcfd6dbfd6,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,1.8,,5.0,,,,0.487,14.4,3.6,0.0,0.0,0.5,0.571,0.286,0.286,0.143,0.326,,,,,,,,,,,,,,0.512,0.314,,3.97,,-0.39,,95.2,,89.7,,0.0,0.0,0.474,0.0,0.0,0.545,0.0,0.0,0.778,,,,0.174,5.53,84.4,,,,,,,,,,,,,,,,,,,,,
7,2024-07-24,746119,Walk,walk,False,518692,592662,Freddie Freeman,Robbie Ray,1,1f57234f-c569-4d5f-90be-5e0a5e86610b,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,1.8,,5.0,,,,0.487,14.4,3.6,0.0,0.0,0.5,0.571,0.286,0.286,0.143,0.326,,,,,,,,,,,,,,0.512,0.314,,3.97,,-0.39,,95.2,,89.7,,0.0,0.0,0.474,0.0,0.0,0.545,0.0,0.0,0.778,,,,0.174,5.53,84.4,,,,,,,,,,,,,,,,,,,,,
8,2024-07-24,746119,Hit By Pitch,hit_by_pitch,False,606192,592662,Teoscar Hernández,Robbie Ray,1,00a6cb2c-d2cc-41ae-b252-dc090cd7eabe,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,1.8,,5.0,,,,0.487,14.4,3.6,0.0,0.0,0.5,0.571,0.286,0.286,0.143,0.326,,,,,,,,,,,,,,0.512,0.314,,3.97,,-0.39,,95.2,,89.7,,0.0,0.0,0.474,0.0,0.0,0.545,0.0,0.0,0.778,,,,0.174,5.53,84.4,,,,,,,,,,,,,,,,,,,,,
9,2024-07-24,746119,Walk,walk,False,681624,592662,Andy Pages,Robbie Ray,1,e877d901-9bc2-4fa3-a916-febf2d9ccfa1,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,1.8,,5.0,,,,0.487,14.4,3.6,0.0,0.0,0.5,0.571,0.286,0.286,0.143,0.326,,,,,,,,,,,,,,0.512,0.314,,3.97,,-0.39,,95.2,,89.7,,0.0,0.0,0.474,0.0,0.0,0.545,0.0,0.0,0.778,,,,0.174,5.53,84.4,,,,,,,,,,,,,,,,,,,,,
