,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-25,745176,Walk,walk,False,643565,571945,Mike Tauchman,Miles Mikolas,0,5f4621cf-b130-44d1-a7fb-70b17821c809,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
1,2024-05-25,745176,Pop Out,field_out,True,673548,571945,Seiya Suzuki,Miles Mikolas,0,9b5126a2-c23f-4979-968f-181b54711b50,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
2,2024-05-25,745176,Grounded Into DP,grounded_into_double_play,True,641355,571945,Cody Bellinger,Miles Mikolas,1,f3f93783-5713-4ecc-ae24-ade85b4570a6,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
3,2024-05-25,745176,Flyout,field_out,True,680977,592791,Brendan Donovan,Jameson Taillon,0,b7b51ea8-53ec-4306-b494-1724fb17e39e,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
4,2024-05-25,745176,Strikeout,strikeout,True,663457,592791,Lars Nootbaar,Jameson Taillon,0,a3178508-5bdd-4e4b-8707-28e0f29722c3,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
5,2024-05-25,745176,Single,single,False,502671,592791,Paul Goldschmidt,Jameson Taillon,0,b8c9b90a-5355-4940-a6e7-e1272c19fae0,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
6,2024-05-25,745176,Strikeout,strikeout,True,571448,592791,Nolan Arenado,Jameson Taillon,0,28e88f6b-0a2c-4c89-8a05-d019f26140b4,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
7,2024-05-25,745176,Groundout,field_out,True,666624,571945,Christopher Morel,Miles Mikolas,0,82253cb5-b056-4623-babe-107a7b077830,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
8,2024-05-25,745176,Single,single,False,663538,571945,Nico Hoerner,Miles Mikolas,0,99076d09-0159-414e-8b07-232752a4bf59,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
9,2024-05-25,745176,Grounded Into DP,grounded_into_double_play,True,683737,571945,Michael Busch,Miles Mikolas,1,b77d9f54-5aa4-4533-b4d2-ffa719093b91,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
10,2024-05-25,745176,Groundout,field_out,True,676475,592791,Alec Burleson,Jameson Taillon,0,1cd7f616-849c-4f44-aab9-fdb9948c6605,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
11,2024-05-25,745176,Strikeout,strikeout,True,669357,592791,Nolan Gorman,Jameson Taillon,0,0d3d74f3-a3a5-426d-adc9-5a093e0bbb92,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
12,2024-05-25,745176,Walk,walk,False,671056,592791,Iván Herrera,Jameson Taillon,0,3e8b00f3-6746-4b8a-a071-19f1ec248f9f,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.165,,0.029,0.37,-0.39,-0.43,-0.02,,-3.72,92.5,85.9,93.0,80.8,80.0,,0.318,0.5,0.13,0.224,0.395,0.315,0.263,0.434,0.128,0.227,0.303,0.227,0.273,0.818,0.087,92.0,105.0,99.0,0.234,2.55,86.8,0.256,0.267,0.187,,,,,,,,,
