,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-07-16,747298,Groundout,field_out,True,606466,669203,Ketel Marte,Corbin Burnes,0,43ced5b7-5f2e-4934-8b0c-5325f4a00a08,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-16,747298,Walk,walk,False,660271,669203,Shohei Ohtani,Corbin Burnes,0,06457c15-3c32-4d5f-ac90-e0ef0e78af9f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-16,747298,Flyout,field_out,True,607208,669203,Trea Turner,Corbin Burnes,0,ec0ed8ca-c686-43d4-a6c6-2c4e5fb63c9e,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-16,747298,Double,double,False,547180,669203,Bryce Harper,Corbin Burnes,1,7a076bb7-644f-45e2-998f-2dce5f999359,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-16,747298,Groundout,field_out,True,661388,669203,William Contreras,Corbin Burnes,0,24ff7b89-d82f-4025-985c-f5effc9dc0d7,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-16,747298,Pop Out,field_out,True,680757,694973,Steven Kwan,Paul Skenes,0,83e8011d-dfe9-4032-88ba-c16ff5d24814,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,,,,136.0,103.0,118.0,,,,0.313,,0.164,0.109,0.035,,4.1,0.33,0.6,-2.49,,87.6,94.1,85.1,82.4,,,,0.316,0.316,0.25,0.135,0.378,0.263,0.286,0.429,0.222,0.157,0.193,0.302,109.0,109.0,109.0,0.379,0.0,99.1,0.239,0.402,0.303,,,,,,,,,,,,,,,,,,
6,2024-07-16,747298,Groundout,field_out,True,683002,694973,Gunnar Henderson,Paul Skenes,0,a019465f-c541-4738-a5e6-53674de6b89a,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,,,,136.0,103.0,118.0,,,,0.313,,0.164,0.109,0.035,,4.1,0.33,0.6,-2.49,,87.6,94.1,85.1,82.4,,,,0.316,0.316,0.25,0.135,0.378,0.263,0.286,0.429,0.222,0.157,0.193,0.302,109.0,109.0,109.0,0.379,0.0,99.1,0.239,0.402,0.303,,,,,,,,,,,,,,,,,,
7,2024-07-16,747298,Walk,walk,False,665742,694973,Juan Soto,Paul Skenes,0,a5d8b5b1-3bb0-4bae-931d-69082737717e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,,,,136.0,103.0,118.0,,,,0.313,,0.164,0.109,0.035,,4.1,0.33,0.6,-2.49,,87.6,94.1,85.1,82.4,,,,0.316,0.316,0.25,0.135,0.378,0.263,0.286,0.429,0.222,0.157,0.193,0.302,109.0,109.0,109.0,0.379,0.0,99.1,0.239,0.402,0.303,,,,,,,,,,,,,,,,,,
8,2024-07-16,747298,Forceout,force_out,True,592450,694973,Aaron Judge,Paul Skenes,1,4a8de3b5-b845-4280-aefe-187c15efb867,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,,,,136.0,103.0,118.0,,,,0.313,,0.164,0.109,0.035,,4.1,0.33,0.6,-2.49,,87.6,94.1,85.1,82.4,,,,0.316,0.316,0.25,0.135,0.378,0.263,0.286,0.429,0.222,0.157,0.193,0.302,109.0,109.0,109.0,0.379,0.0,99.1,0.239,0.402,0.303,,,,,,,,,,,,,,,,,,
9,2024-07-16,747298,Groundout,field_out,True,592885,669373,Christian Yelich,Tarik Skubal,0,dbca43d2-4613-4390-b254-61dcee8668ef,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,97.0,107.0,106.0,110.0,102.0,105.0,,,,0.21,,0.154,,0.272,,1.96,1.72,,0.42,,86.0,96.7,88.7,,,,,0.143,0.143,0.214,0.16,0.26,0.386,0.217,0.37,0.468,0.17,0.27,0.171,112.0,103.0,103.0,0.317,1.19,96.8,0.195,0.333,0.264,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,
10,2024-07-16,747298,Flyout,field_out,True,664761,669373,Alec Bohm,Tarik Skubal,0,480ddeb4-51c0-442f-84dd-abf05067e63d,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,97.0,107.0,106.0,110.0,102.0,105.0,,,,0.21,,0.154,,0.272,,1.96,1.72,,0.42,,86.0,96.7,88.7,,,,,0.143,0.143,0.214,0.16,0.26,0.386,0.217,0.37,0.468,0.17,0.27,0.171,112.0,103.0,103.0,0.317,1.19,96.8,0.195,0.333,0.264,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,
11,2024-07-16,747298,Flyout,field_out,True,606192,669373,Teoscar Hernández,Tarik Skubal,0,d0d16ef1-d83b-4983-90c5-83607861f64e,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,,,,97.0,107.0,106.0,110.0,102.0,105.0,,,,0.21,,0.154,,0.272,,1.96,1.72,,0.42,,86.0,96.7,88.7,,,,,0.143,0.143,0.214,0.16,0.26,0.386,0.217,0.37,0.468,0.17,0.27,0.171,112.0,103.0,103.0,0.317,1.19,96.8,0.195,0.333,0.264,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,
12,2024-07-16,747298,Walk,walk,False,670541,608331,Yordan Alvarez,Max Fried,0,27f419e3-9de6-4077-a06a-99812d90a618,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.055,0.119,0.208,0.145,-0.23,1.8,0.7,0.93,1.72,89.3,86.1,93.7,82.7,74.4,0.308,0.308,0.313,0.158,0.329,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,83.0,94.0,94.0,0.311,0.76,93.8,0.287,0.369,0.2,,,,,,,,,,,,,,,,,,
13,2024-07-16,747298,Flyout,field_out,True,608070,608331,José Ramírez,Max Fried,0,e837bbac-640d-4595-b8b1-c095476f983b,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.055,0.119,0.208,0.145,-0.23,1.8,0.7,0.93,1.72,89.3,86.1,93.7,82.7,74.4,0.308,0.308,0.313,0.158,0.329,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,83.0,94.0,94.0,0.311,0.76,93.8,0.287,0.369,0.2,,,,,,,,,,,,,,,,,,
14,2024-07-16,747298,Forceout,force_out,True,665489,608331,Vladimir Guerrero Jr.,Max Fried,1,008dc94f-812f-45e4-b489-43aca6982461,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.055,0.119,0.208,0.145,-0.23,1.8,0.7,0.93,1.72,89.3,86.1,93.7,82.7,74.4,0.308,0.308,0.313,0.158,0.329,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,83.0,94.0,94.0,0.311,0.76,93.8,0.287,0.369,0.2,,,,,,,,,,,,,,,,,,
15,2024-07-16,747298,Forceout,force_out,True,668939,608331,Adley Rutschman,Max Fried,1,b9abaaa8-a361-4073-8308-ee3673588307,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.055,0.119,0.208,0.145,-0.23,1.8,0.7,0.93,1.72,89.3,86.1,93.7,82.7,74.4,0.308,0.308,0.313,0.158,0.329,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,83.0,94.0,94.0,0.311,0.76,93.8,0.287,0.369,0.2,,,,,,,,,,,,,,,,,,
16,2024-07-16,747298,Single,single,False,595777,656557,Jurickson Profar,Tanner Houck,0,c6dd3a9e-7492-4abd-9a27-8d4822d72db5,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,0.2,0.4,0.235,,,,0.191,0.275,0.294,,,,0.275,0.344,0.129,,,,,,,,,,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,
17,2024-07-16,747298,Single,single,False,606466,656557,Ketel Marte,Tanner Houck,1,4ed13a11-dc50-4273-b123-3f01e9640e84,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,0.2,0.4,0.235,,,,0.191,0.275,0.294,,,,0.275,0.344,0.129,,,,,,,,,,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,
18,2024-07-16,747298,Home Run,home_run,False,660271,656557,Shohei Ohtani,Tanner Houck,1,eec591cb-baab-44b3-87fc-9320ba4c9413,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,0.2,0.4,0.235,,,,0.191,0.275,0.294,,,,0.275,0.344,0.129,,,,,,,,,,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,
