,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FO%,SL%,KC%,CH%,wFA/C,wFC/C,wFO/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vFO,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,vSC (sc),Stf+ CU,Loc+ CU,Pit+ CU,CU%,SC%,wCU/C,wSC/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-19,744976,Flyout,field_out,True,643396,641540,Isiah Kiner-Falefa,Dane Dunning,0,434b6b03-3757-4939-9617-fcdb0ce560ad,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
1,2024-08-19,744976,Flyout,field_out,True,668804,641540,Bryan Reynolds,Dane Dunning,0,06c9aa3b-512f-45c3-b8a1-6a5a10389d7b,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
2,2024-08-19,744976,Strikeout,strikeout,True,665833,641540,Oneil Cruz,Dane Dunning,0,5b98c569-a110-40f9-9b73-ba90f34bafd9,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
3,2024-08-19,744976,Strikeout,strikeout,True,543760,682847,Marcus Semien,Luis L. Ortiz,0,c1d0e7d8-2cd4-4691-83dd-e9d464bcdcc2,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
4,2024-08-19,744976,Home Run,home_run,False,608369,682847,Corey Seager,Luis L. Ortiz,0,d93b4c35-cc5f-4d3a-838c-ba74146bf51a,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
5,2024-08-19,744976,Lineout,field_out,True,669701,682847,Josh Smith,Luis L. Ortiz,0,fcf4556f-1542-4bda-b128-9f05cb702a0c,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
6,2024-08-19,744976,Strikeout,strikeout,True,666969,682847,Adolis García,Luis L. Ortiz,0,f683e257-488f-425e-afa0-edc0b265358c,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
7,2024-08-19,744976,Groundout,field_out,True,663698,641540,Joey Bart,Dane Dunning,0,4749c000-e6f6-468f-880f-445e05ed257d,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
8,2024-08-19,744976,Flyout,field_out,True,642133,641540,Rowdy Tellez,Dane Dunning,0,60cf4723-2149-400e-88cc-11621044f846,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
9,2024-08-19,744976,Walk,walk,False,518735,641540,Yasmani Grandal,Dane Dunning,0,3bba26b2-8226-449d-9f28-89703ce791e4,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
10,2024-08-19,744976,Single,single,False,641856,641540,Billy McKinney,Dane Dunning,1,73f1eb67-0e4a-4091-a3ce-a02e3e0d881c,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
11,2024-08-19,744976,Strikeout,strikeout,True,669707,641540,Jared Triolo,Dane Dunning,0,ff58263a-a6f9-44c7-b595-5fd051e87a43,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
12,2024-08-19,744976,Groundout,field_out,True,663993,682847,Nathaniel Lowe,Luis L. Ortiz,0,f7facaf6-2304-4e89-837b-8f1df9d9391f,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
13,2024-08-19,744976,Flyout,field_out,True,673962,682847,Josh Jung,Luis L. Ortiz,0,b634eebe-b32c-459e-882a-b8b4700cdb4f,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
14,2024-08-19,744976,Flyout,field_out,True,694671,682847,Wyatt Langford,Luis L. Ortiz,0,f81e7951-b1da-46b9-adc2-550034d48a79,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.343,0.138,0.231,0.462,0.294,0.262,0.426,0.153,,,,0.179,0.299,0.233,,,,,,,,,,,,,,,,,,,,,
15,2024-08-19,744976,Single,single,False,678225,641540,Ji Hwan Bae,Dane Dunning,0,fd68812e-4fcc-4e85-9369-ace7e71840ae,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,62.0,90.0,99.0,76.0,99.0,93.0,0.369,0.03,0.189,0.001,0.238,0.044,0.129,-2.8,-0.57,-6.36,0.61,-1.2,-0.14,-1.5,89.2,88.2,76.4,85.1,89.8,80.7,75.7,0.253,0.39,0.148,0.273,0.494,0.312,0.232,0.446,0.253,0.25,0.525,0.333,0.273,0.636,0.25,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,
