,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-28,746483,Double,double,False,672580,669373,Maikel Garcia,Tarik Skubal,0,403534e6-4170-4537-97eb-df1dd24b1df5,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-28,746483,Single,single,False,677951,669373,Bobby Witt Jr.,Tarik Skubal,1,ec9b1fc7-244e-48c1-9aa1-3e5b586ec447,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-28,746483,Pop Out,field_out,True,521692,669373,Salvador Perez,Tarik Skubal,0,3bba3227-96e1-4465-8542-3bd1c26656c6,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-28,746483,Pop Out,field_out,True,676369,669373,Nelson Velázquez,Tarik Skubal,0,c2274ebc-9529-4795-aa85-2997f0fcd520,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-28,746483,Groundout,field_out,True,666023,669373,Freddy Fermin,Tarik Skubal,0,56483514-5dad-434d-a1bc-0de00325bb66,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-28,746483,Groundout,field_out,True,682985,608379,Riley Greene,Michael Wacha,0,d39a90c7-2fd3-4c92-aae2-41934c003263,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,,,,0.152,0.233,0.101,,0.318,-0.61,0.86,-0.72,,2.13,93.5,81.4,93.4,84.0,,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.3,0.4,0.442,0.278,0.556,0.138,71.0,88.0,91.0,81.0,96.0,91.0,0.109,0.087,-0.79,-0.88,88.6,75.0,0.302,0.442,0.139,,,,,,,,,
6,2024-04-28,746483,Double,double,False,592192,608379,Mark Canha,Michael Wacha,0,3cf77ecb-58c1-414e-a43b-a5b0e417b4b2,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,,,,0.152,0.233,0.101,,0.318,-0.61,0.86,-0.72,,2.13,93.5,81.4,93.4,84.0,,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.3,0.4,0.442,0.278,0.556,0.138,71.0,88.0,91.0,81.0,96.0,91.0,0.109,0.087,-0.79,-0.88,88.6,75.0,0.302,0.442,0.139,,,,,,,,,
7,2024-04-28,746483,Home Run,home_run,False,672761,608379,Wenceel Pérez,Michael Wacha,1,6c3d8564-a572-48fd-a35d-88f0fef29279,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,,,,0.152,0.233,0.101,,0.318,-0.61,0.86,-0.72,,2.13,93.5,81.4,93.4,84.0,,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.3,0.4,0.442,0.278,0.556,0.138,71.0,88.0,91.0,81.0,96.0,91.0,0.109,0.087,-0.79,-0.88,88.6,75.0,0.302,0.442,0.139,,,,,,,,,
8,2024-04-28,746483,Flyout,field_out,True,681481,608379,Kerry Carpenter,Michael Wacha,0,ff447405-8ac4-4040-82df-cd5bdeed0731,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,,,,0.152,0.233,0.101,,0.318,-0.61,0.86,-0.72,,2.13,93.5,81.4,93.4,84.0,,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.3,0.4,0.442,0.278,0.556,0.138,71.0,88.0,91.0,81.0,96.0,91.0,0.109,0.087,-0.79,-0.88,88.6,75.0,0.302,0.442,0.139,,,,,,,,,
9,2024-04-28,746483,Single,single,False,663837,608379,Matt Vierling,Michael Wacha,0,40329602-410b-4532-a252-85d8330de8d3,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,,,,0.152,0.233,0.101,,0.318,-0.61,0.86,-0.72,,2.13,93.5,81.4,93.4,84.0,,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.3,0.4,0.442,0.278,0.556,0.138,71.0,88.0,91.0,81.0,96.0,91.0,0.109,0.087,-0.79,-0.88,88.6,75.0,0.302,0.442,0.139,,,,,,,,,
