,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-05,745042,Strikeout,strikeout,True,663616,671737,Trevor Larnach,Taj Bradley,0,0d791f8c-9107-4cb6-b983-8f17117a29a3,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-05,745042,Strikeout,strikeout,True,668904,671737,Royce Lewis,Taj Bradley,0,2fa1712c-4b13-4855-90f4-e4b52f645503,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-05,745042,Pop Out,field_out,True,670242,671737,Matt Wallner,Taj Bradley,0,138266ba-ff0b-414e-b417-ec8ea9f8818c,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-05,745042,Strikeout,strikeout,True,650490,641154,Yandy Díaz,Pablo López,0,dcaa5212-7012-4116-a0a3-d2bcfb6192c4,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,90.0,103.0,108.0,98.0,106.0,102.0,,,,,,,0.411,,,0.101,2.33,,,-1.12,95.0,,,82.3,0.172,0.308,0.266,,,,,,,0.219,0.453,0.336,94.0,104.0,104.0,97.0,109.0,108.0,105.0,102.0,109.0,0.073,0.224,0.191,-2.96,-0.63,-0.76,88.6,94.5,84.4,0.234,0.428,0.339,0.307,0.402,0.242,0.434,0.623,0.151,,,
4,2024-09-05,745042,Groundout,field_out,True,664040,641154,Brandon Lowe,Pablo López,0,3fbb5e3e-fba9-41d0-b51d-6adff93d2715,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,90.0,103.0,108.0,98.0,106.0,102.0,,,,,,,0.411,,,0.101,2.33,,,-1.12,95.0,,,82.3,0.172,0.308,0.266,,,,,,,0.219,0.453,0.336,94.0,104.0,104.0,97.0,109.0,108.0,105.0,102.0,109.0,0.073,0.224,0.191,-2.96,-0.63,-0.76,88.6,94.5,84.4,0.234,0.428,0.339,0.307,0.402,0.242,0.434,0.623,0.151,,,
5,2024-09-05,745042,Lineout,field_out,True,691406,641154,Junior Caminero,Pablo López,0,51603420-b048-4394-8de8-e5f3ccb5d712,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,90.0,103.0,108.0,98.0,106.0,102.0,,,,,,,0.411,,,0.101,2.33,,,-1.12,95.0,,,82.3,0.172,0.308,0.266,,,,,,,0.219,0.453,0.336,94.0,104.0,104.0,97.0,109.0,108.0,105.0,102.0,109.0,0.073,0.224,0.191,-2.96,-0.63,-0.76,88.6,94.5,84.4,0.234,0.428,0.339,0.307,0.402,0.242,0.434,0.623,0.151,,,
6,2024-09-05,745042,Single,single,False,669304,671737,Jose Miranda,Taj Bradley,0,cb6d941c-8b8a-4d00-8a40-1a5d4fb0afe5,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-05,745042,Single,single,False,467793,671737,Carlos Santana,Taj Bradley,1,1b6884fa-3ee4-477c-87ba-0b092bf930f9,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-05,745042,Home Run,home_run,False,666397,671737,Edouard Julien,Taj Bradley,1,67a84a0a-5832-4625-8375-451e3616ed49,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-05,745042,Pop Out,field_out,True,680777,671737,Ryan Jeffers,Taj Bradley,0,cbc68892-da5d-4e55-a7cc-0301288c8d85,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-05,745042,Strikeout,strikeout,True,650489,671737,Willi Castro,Taj Bradley,0,8826bf35-4304-40bd-8f51-d87be907f057,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-05,745042,Single,single,False,668885,671737,Austin Martin,Taj Bradley,0,61b6400c-6e36-4173-82b7-daf032da0078,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,100.0,90.0,92.0,129.0,97.0,102.0,90.0,99.0,98.0,120.0,101.0,113.0,0.42,0.21,0.273,0.097,0.1,1.4,0.15,-1.36,96.3,90.7,90.8,79.0,0.273,0.494,0.214,0.217,0.336,0.32,0.191,0.36,0.342,0.222,0.481,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
