,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff
0,2024-07-24,746851,Walk,walk,False,687401,657006,Joey Ortiz,Justin Steele,0,ad97bc6d-950f-4817-a684-fa4e3edab505,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
1,2024-07-24,746851,Pop Out,field_out,True,661388,657006,William Contreras,Justin Steele,0,2b839492-b200-4e3c-b900-da4b4a7858dd,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
2,2024-07-24,746851,Single,single,False,656555,657006,Rhys Hoskins,Justin Steele,1,2cee8031-ecc5-4bb1-bb9b-6e5c496d3b9b,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
3,2024-07-24,746851,Walk,walk,False,642715,657006,Willy Adames,Justin Steele,1,5369697a-2854-435f-b048-633a5c663d36,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
4,2024-07-24,746851,Single,single,False,694192,657006,Jackson Chourio,Justin Steele,1,10c462f0-aaf2-4c32-b848-895c1ed7ab40,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
5,2024-07-24,746851,Forceout,force_out,True,669003,657006,Garrett Mitchell,Justin Steele,1,653ae434-c226-4209-93b6-736f0ac60f10,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
6,2024-07-24,746851,Strikeout,strikeout,True,606992,657006,Eric Haase,Justin Steele,0,f9813d06-7237-43a9-880d-971a421de583,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
7,2024-07-24,746851,Groundout,field_out,True,663538,642239,Nico Hoerner,Rob Zastryzny,0,b85ef1fe-40cb-4d8e-94e0-61f1c1e66c5f,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.34,7.2,100.0,91.0,96.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.286,0.286,0.454,,,,,,,76.0,106.0,95.0,,,,116.0,103.0,123.0,,0.403,0.067,,0.042,4.74,,3.11,,-11.85,91.5,82.2,,80.9,,0.0,0.0,0.29,,,,,,,,,,,,,96.0,92.0,88.0,0.487,0.63,86.7,0.273,0.364,0.294,,,,,,,,,
8,2024-07-24,746851,Flyout,field_out,True,683737,642239,Michael Busch,Rob Zastryzny,0,727b7e14-a08f-4cc2-a92b-c337a1fb91ef,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.34,7.2,100.0,91.0,96.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.286,0.286,0.454,,,,,,,76.0,106.0,95.0,,,,116.0,103.0,123.0,,0.403,0.067,,0.042,4.74,,3.11,,-11.85,91.5,82.2,,80.9,,0.0,0.0,0.29,,,,,,,,,,,,,96.0,92.0,88.0,0.487,0.63,86.7,0.273,0.364,0.294,,,,,,,,,
9,2024-07-24,746851,Double,double,False,673548,642239,Seiya Suzuki,Rob Zastryzny,0,887c0022-8389-4ddc-9623-4bac0bd6154f,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.34,7.2,100.0,91.0,96.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.286,0.286,0.454,,,,,,,76.0,106.0,95.0,,,,116.0,103.0,123.0,,0.403,0.067,,0.042,4.74,,3.11,,-11.85,91.5,82.2,,80.9,,0.0,0.0,0.29,,,,,,,,,,,,,96.0,92.0,88.0,0.487,0.63,86.7,0.273,0.364,0.294,,,,,,,,,
10,2024-07-24,746851,Single,single,False,664023,642239,Ian Happ,Rob Zastryzny,1,95222200-cbbe-4291-9a3c-a0b3ba6da954,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.34,7.2,100.0,91.0,96.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.286,0.286,0.454,,,,,,,76.0,106.0,95.0,,,,116.0,103.0,123.0,,0.403,0.067,,0.042,4.74,,3.11,,-11.85,91.5,82.2,,80.9,,0.0,0.0,0.29,,,,,,,,,,,,,96.0,92.0,88.0,0.487,0.63,86.7,0.273,0.364,0.294,,,,,,,,,
11,2024-07-24,746851,Pop Out,field_out,True,666624,642239,Christopher Morel,Rob Zastryzny,0,0a72559c-d96b-4df0-80c8-acdbe56cf328,642239.0,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.34,7.2,100.0,91.0,96.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.286,0.286,0.454,,,,,,,76.0,106.0,95.0,,,,116.0,103.0,123.0,,0.403,0.067,,0.042,4.74,,3.11,,-11.85,91.5,82.2,,80.9,,0.0,0.0,0.29,,,,,,,,,,,,,96.0,92.0,88.0,0.487,0.63,86.7,0.273,0.364,0.294,,,,,,,,,
12,2024-07-24,746851,Lineout,field_out,True,655316,657006,Andruw Monasterio,Justin Steele,0,70f04e07-5f5c-4397-978f-c6cee2ccdc8b,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
13,2024-07-24,746851,Flyout,field_out,True,663368,657006,Blake Perkins,Justin Steele,0,db3d1677-2444-4c70-b6c5-1b2d49d5d489,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.604,0.291,0.027,0.029,0.31,2.6,1.69,3.15,2.03,91.6,86.4,91.9,83.2,79.8,0.263,0.4,0.204,0.161,0.263,0.282,0.188,0.25,0.2,0.188,0.188,0.143,0.0,0.0,0.214,,,,,,,,,,,,,,,,,,
