,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-01,745048,Flyout,field_out,True,650333,686752,Luis Arraez,Ryan Pepiot,0,aac3315c-dfb8-4f9d-a02d-9a085f58a770,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,745048,Walk,walk,False,595777,686752,Jurickson Profar,Ryan Pepiot,0,49b0ca8e-abac-452d-9e0a-87f243caa542,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,745048,Walk,walk,False,630105,686752,Jake Cronenworth,Ryan Pepiot,1,82589ff1-835b-4367-9f35-f85570cad0ba,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,745048,Strikeout,strikeout,True,592518,686752,Manny Machado,Ryan Pepiot,1,bf319e4d-1fc5-4f19-9ebd-9f17484e9d97,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-01,745048,Lineout,field_out,True,593428,686752,Xander Bogaerts,Ryan Pepiot,0,03309835-1852-4be7-9052-dc1439da1783,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-01,745048,Flyout,field_out,True,650490,656302,Yandy Díaz,Dylan Cease,0,bf45656e-44c0-488c-b288-6e28bca2cf68,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
6,2024-09-01,745048,Strikeout,strikeout,True,664040,656302,Brandon Lowe,Dylan Cease,0,d5794617-8e8c-4053-9589-946e30511ed9,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
7,2024-09-01,745048,Pop Out,field_out,True,691406,656302,Junior Caminero,Dylan Cease,0,901cf1d8-8e8f-4897-b255-167bf6966934,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
8,2024-09-01,745048,Strikeout,strikeout,True,701538,686752,Jackson Merrill,Ryan Pepiot,0,b4240dd5-aaca-4a66-b070-853b7b9af2d8,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,745048,Strikeout,strikeout,True,444482,686752,David Peralta,Ryan Pepiot,0,e10a31f6-5634-46d3-8dff-0ef04a7d8788,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-01,745048,Walk,walk,False,669134,686752,Luis Campusano,Ryan Pepiot,0,1074ae65-e945-42bb-8fdb-779fee077ab3,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-01,745048,Flyout,field_out,True,669200,686752,Mason McCoy,Ryan Pepiot,0,383ba91f-a9a4-4787-862a-b9c604eb459c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-01,745048,Strikeout,strikeout,True,666139,656302,Josh Lowe,Dylan Cease,0,ab91d60e-95ab-4471-a934-d43920784be9,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
13,2024-09-01,745048,Flyout,field_out,True,666185,656302,Dylan Carlson,Dylan Cease,0,b0a413a5-a387-41f3-9a96-9a0c43db7cb5,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
14,2024-09-01,745048,Strikeout,strikeout,True,666624,656302,Christopher Morel,Dylan Cease,0,94dbac0c-f5a5-4b04-a24f-22127d41a724,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
15,2024-09-01,745048,Single,single,False,650333,686752,Luis Arraez,Ryan Pepiot,0,e0a69120-ff52-4770-98a5-b5fe9ae88c2a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-01,745048,Flyout,field_out,True,595777,686752,Jurickson Profar,Ryan Pepiot,0,5d6f3aee-73db-4213-8399-86eeb4c2b8fc,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-01,745048,Strikeout,strikeout,True,630105,686752,Jake Cronenworth,Ryan Pepiot,0,73b86c61-5d09-4d55-808e-c9e534f99249,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-01,745048,Flyout,field_out,True,592518,686752,Manny Machado,Ryan Pepiot,0,ba0d4625-5ef3-4207-9f63-cd3f7b0a207f,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,118.0,106.0,116.0,140.0,74.0,83.0,116.0,98.0,102.0,119.0,95.0,106.0,103.0,104.0,102.0,0.516,0.042,0.184,0.03,0.228,1.29,-3.13,0.84,-1.55,-1.2,94.9,91.7,85.9,89.0,80.6,0.168,0.31,0.315,0.244,0.403,0.284,0.253,0.392,0.301,0.375,0.875,0.05,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-01,745048,Lineout,field_out,True,666163,656302,Ben Rortvedt,Dylan Cease,0,c3a4f788-acf9-4f39-9e5a-6037ff01752e,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.71,3.39,170.0,100.0,122.0,107.0,0.697,10.85,3.18,6.67,0.95,0.95,0.193,0.439,0.153,0.308,0.391,54.0,73.0,69.0,,,,124.0,95.0,102.0,112.0,102.0,106.0,113.0,89.0,90.0,0.437,0.007,0.471,,0.009,0.17,-5.13,1.75,,-4.15,96.9,91.8,69.7,87.2,,0.239,0.405,0.203,0.25,1.0,0.2,0.166,0.269,0.444,0.25,1.0,0.0,0.267,0.444,0.28,108.0,96.0,103.0,0.076,-1.03,82.5,0.214,0.286,0.385,,,,,,,,,,,,,,,,,,
