,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-22,745705,Single,single,False,680757,543037,Steven Kwan,Gerrit Cole,0,34fb411b-aea7-4bda-bb66-f9024aefcc4d,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-22,745705,Pop Out,field_out,True,686823,543037,Will Brennan,Gerrit Cole,0,36555b2e-f1d6-406b-ab78-e8c361e93f16,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-22,745705,Lineout,field_out,True,608070,543037,José Ramírez,Gerrit Cole,0,3e333a35-0b6c-45a7-9f3b-222825cac7c2,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-22,745705,Groundout,field_out,True,647304,543037,Josh Naylor,Gerrit Cole,1,9e7ad9fe-813a-4dd6-aaca-9d07466a58f9,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-22,745705,Single,single,False,650402,668909,Gleyber Torres,Gavin Williams,0,5274a95e-8c4a-41a5-93ed-17e11ff3a7bc,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,98.0,101.0,102.0,110.0,62.0,89.0,,,,92.0,98.0,90.0,0.531,0.105,0.096,,0.064,0.15,1.25,-1.16,,-5.66,96.8,91.7,89.2,88.5,,0.288,0.413,0.237,0.167,0.352,0.274,0.353,0.529,0.295,0.136,0.318,0.298,0.5,1.0,0.091,121.0,106.0,108.0,0.204,-0.46,79.6,,,,,,,,,,,,,,,,,,,,,
5,2024-08-22,745705,Strikeout,strikeout,True,665742,668909,Juan Soto,Gavin Williams,0,bbe742a1-d803-44f0-8f5e-ca8d4535828b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,98.0,101.0,102.0,110.0,62.0,89.0,,,,92.0,98.0,90.0,0.531,0.105,0.096,,0.064,0.15,1.25,-1.16,,-5.66,96.8,91.7,89.2,88.5,,0.288,0.413,0.237,0.167,0.352,0.274,0.353,0.529,0.295,0.136,0.318,0.298,0.5,1.0,0.091,121.0,106.0,108.0,0.204,-0.46,79.6,,,,,,,,,,,,,,,,,,,,,
6,2024-08-22,745705,Flyout,field_out,True,592450,668909,Aaron Judge,Gavin Williams,0,62a80e84-12f9-4624-8d88-e5be04982b3d,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,98.0,101.0,102.0,110.0,62.0,89.0,,,,92.0,98.0,90.0,0.531,0.105,0.096,,0.064,0.15,1.25,-1.16,,-5.66,96.8,91.7,89.2,88.5,,0.288,0.413,0.237,0.167,0.352,0.274,0.353,0.529,0.295,0.136,0.318,0.298,0.5,1.0,0.091,121.0,106.0,108.0,0.204,-0.46,79.6,,,,,,,,,,,,,,,,,,,,,
7,2024-08-22,745705,Strikeout,strikeout,True,669224,668909,Austin Wells,Gavin Williams,0,9d34feb1-4991-4e91-ab19-28bdb6842a98,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,98.0,101.0,102.0,110.0,62.0,89.0,,,,92.0,98.0,90.0,0.531,0.105,0.096,,0.064,0.15,1.25,-1.16,,-5.66,96.8,91.7,89.2,88.5,,0.288,0.413,0.237,0.167,0.352,0.274,0.353,0.529,0.295,0.136,0.318,0.298,0.5,1.0,0.091,121.0,106.0,108.0,0.204,-0.46,79.6,,,,,,,,,,,,,,,,,,,,,
8,2024-08-22,745705,Walk,walk,False,678877,543037,Jhonkensy Noel,Gerrit Cole,0,c658bfbc-d1b0-4aa0-a47a-3084ff6e3ef5,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-22,745705,Strikeout,strikeout,True,665926,543037,Andrés Giménez,Gerrit Cole,0,258c34c5-3987-45ef-9c05-ce25f7882230,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,127.0,107.0,112.0,103.0,99.0,106.0,100.0,105.0,105.0,0.457,0.169,0.147,0.19,0.038,-0.79,-1.7,0.58,2.48,-5.03,96.0,91.2,88.3,88.3,82.9,0.239,0.478,0.217,0.163,0.186,0.366,0.238,0.286,0.301,0.378,0.703,0.233,0.4,0.8,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
