,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-15,746419,Groundout,field_out,True,683002,672456,Gunnar Henderson,Keider Montero,0,0e387cc0-cc68-4991-bfe7-e932a8e9dcdd,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
1,2024-09-15,746419,Groundout,field_out,True,656775,672456,Cedric Mullins,Keider Montero,0,2f954b07-ce6b-4fbb-9fa7-9e2ad35c14a7,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
2,2024-09-15,746419,Double,double,False,623993,672456,Anthony Santander,Keider Montero,0,dd4a02ad-d5e6-40ec-b20b-70d4e7a44de7,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
3,2024-09-15,746419,Groundout,field_out,True,677008,672456,Heston Kjerstad,Keider Montero,0,6f773002-fb0a-4be8-992b-930676c29b3e,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
4,2024-09-15,746419,Strikeout,strikeout,True,628451,700249,Andy Ibáñez,Cade Povich,0,823ebd1c-27f8-4701-9a53-e24f5ae36d0b,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.74,4.27,69.0,98.0,86.0,96.0,0.784,7.83,3.91,9.91,1.57,0.83,0.219,0.457,0.196,0.274,0.447,62.0,100.0,93.0,79.0,97.0,92.0,79.0,98.0,89.0,113.0,102.0,104.0,,,,0.085,0.396,0.128,,0.107,0.06,0.48,-0.62,,-1.1,92.2,86.0,91.4,82.6,,0.25,0.424,0.171,,,,0.385,0.596,0.292,0.225,0.475,0.257,0.227,0.273,0.088,93.0,99.0,103.0,97.0,94.0,94.0,0.085,0.199,-3.12,-3.21,88.3,76.1,0.24,0.42,0.265,0.333,0.81,0.288
5,2024-09-15,746419,Strikeout,strikeout,True,669234,700249,Justyn-Henry Malloy,Cade Povich,0,d6b41faf-dd3b-4aa2-957b-46dbe3000fcd,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.74,4.27,69.0,98.0,86.0,96.0,0.784,7.83,3.91,9.91,1.57,0.83,0.219,0.457,0.196,0.274,0.447,62.0,100.0,93.0,79.0,97.0,92.0,79.0,98.0,89.0,113.0,102.0,104.0,,,,0.085,0.396,0.128,,0.107,0.06,0.48,-0.62,,-1.1,92.2,86.0,91.4,82.6,,0.25,0.424,0.171,,,,0.385,0.596,0.292,0.225,0.475,0.257,0.227,0.273,0.088,93.0,99.0,103.0,97.0,94.0,94.0,0.085,0.199,-3.12,-3.21,88.3,76.1,0.24,0.42,0.265,0.333,0.81,0.288
6,2024-09-15,746419,Strikeout,strikeout,True,682985,700249,Riley Greene,Cade Povich,0,291e2ca2-d3fd-4b81-a7f5-b0592ee55386,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.74,4.27,69.0,98.0,86.0,96.0,0.784,7.83,3.91,9.91,1.57,0.83,0.219,0.457,0.196,0.274,0.447,62.0,100.0,93.0,79.0,97.0,92.0,79.0,98.0,89.0,113.0,102.0,104.0,,,,0.085,0.396,0.128,,0.107,0.06,0.48,-0.62,,-1.1,92.2,86.0,91.4,82.6,,0.25,0.424,0.171,,,,0.385,0.596,0.292,0.225,0.475,0.257,0.227,0.273,0.088,93.0,99.0,103.0,97.0,94.0,94.0,0.085,0.199,-3.12,-3.21,88.3,76.1,0.24,0.42,0.265,0.333,0.81,0.288
7,2024-09-15,746419,Lineout,field_out,True,668939,672456,Adley Rutschman,Keider Montero,0,290cfa9f-3184-44e0-a1f9-f51f55896bfa,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
8,2024-09-15,746419,Groundout,field_out,True,656811,672456,Ryan O'Hearn,Keider Montero,0,dffbb370-b90b-4630-8343-9a502a1e3ce3,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
9,2024-09-15,746419,Double,double,False,681297,672456,Colton Cowser,Keider Montero,0,752e3477-ca92-488d-b92e-5644e144f054,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.6,4.79,88.0,100.0,95.0,100.0,0.813,6.75,2.76,8.69,1.43,1.17,0.234,0.453,0.125,0.351,0.471,83.0,93.0,92.0,91.0,101.0,96.0,86.0,104.0,100.0,110.0,99.0,104.0,92.0,101.0,110.0,0.07,0.426,0.291,0.11,0.103,0.38,3.11,1.07,-2.81,-3.67,94.7,85.8,94.2,83.5,78.7,0.267,0.459,0.177,0.208,0.327,0.272,0.289,0.622,0.207,0.355,0.581,0.266,0.211,0.211,0.0,,,,,,,,,,,,,,,,,,
