,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-20,745921,Lineout,field_out,True,682985,641927,Riley Greene,Bailey Ober,0,7ee15894-634b-488c-8d3a-113acdf2a0e6,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-20,745921,Pop Out,field_out,True,672761,641927,Wenceel Pérez,Bailey Ober,0,bc550a2d-73b1-465a-80d4-2667edc1ba28,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-20,745921,Flyout,field_out,True,679529,641927,Spencer Torkelson,Bailey Ober,0,13e713ac-fe5b-45d5-9a2b-293db7b8b472,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-20,745921,Walk,walk,False,666397,681857,Edouard Julien,Reese Olson,0,2ff164cd-88ef-4750-96a9-871f101518d5,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,0.239,,0.278,0.059,0.225,-0.34,,1.72,-2.03,0.11,94.1,,86.4,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,,,,0.153,0.212,0.429,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,0.263,0.526,0.282,,,,,,,,,,,,,,,
4,2024-04-20,745921,Pop Out,field_out,True,680777,681857,Ryan Jeffers,Reese Olson,0,50786a2e-c16b-40cd-9e37-f8b0f051ce66,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,0.239,,0.278,0.059,0.225,-0.34,,1.72,-2.03,0.11,94.1,,86.4,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,,,,0.153,0.212,0.429,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,0.263,0.526,0.282,,,,,,,,,,,,,,,
5,2024-04-20,745921,Strikeout,strikeout,True,666135,681857,Alex Kirilloff,Reese Olson,0,abbe1f8c-825c-4c53-b39f-527130737b47,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,0.239,,0.278,0.059,0.225,-0.34,,1.72,-2.03,0.11,94.1,,86.4,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,,,,0.153,0.212,0.429,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,0.263,0.526,0.282,,,,,,,,,,,,,,,
6,2024-04-20,745921,Strikeout,strikeout,True,663616,681857,Trevor Larnach,Reese Olson,0,6942befd-71ee-46bf-a20d-6631870c9908,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,,,,0.239,,0.278,0.059,0.225,-0.34,,1.72,-2.03,0.11,94.1,,86.4,84.8,79.1,0.287,0.415,0.101,0.221,0.349,0.436,,,,0.153,0.212,0.429,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,0.263,0.526,0.282,,,,,,,,,,,,,,,
7,2024-04-20,745921,Flyout,field_out,True,681481,641927,Kerry Carpenter,Bailey Ober,0,2f148f88-76ad-44f7-b8ab-347b164c503a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-20,745921,Lineout,field_out,True,663837,641927,Matt Vierling,Bailey Ober,0,a5a9b528-5344-4ff1-a3ff-ceae8c72d955,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-20,745921,Pop Out,field_out,True,690993,641927,Colt Keith,Bailey Ober,0,2cdf01da-77f4-47e9-8a49-7b5753bef29b,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
