,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-01,746196,Groundout,field_out,True,453568,608334,Charlie Blackmon,Carson Fulmer,0,1bbec7e2-f035-486d-bd3e-135e2dfd670d,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
1,2024-08-01,746196,Flyout,field_out,True,678662,608334,Ezequiel Tovar,Carson Fulmer,0,569074cd-9800-462e-b0f5-07f4d9951067,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
2,2024-08-01,746196,Strikeout,strikeout,True,686668,608334,Brenton Doyle,Carson Fulmer,0,88ff7fec-f3ee-4260-b0d0-42af9d472ded,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
3,2024-08-01,746196,Groundout,field_out,True,694384,663372,Nolan Schanuel,Ryan Feltner,0,523fc2e6-f653-4c3e-ba22-6e609e177ffd,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.318,0.515,0.407,0.313,0.438,0.154,0.259,0.418,0.177,0.362,0.533,0.215,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
4,2024-08-01,746196,Groundout,field_out,True,683021,663372,Michael Stefanic,Ryan Feltner,0,504e9a5e-e6ae-418a-b1e1-3e6be3090dae,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.318,0.515,0.407,0.313,0.438,0.154,0.259,0.418,0.177,0.362,0.533,0.215,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
5,2024-08-01,746196,Strikeout,strikeout,True,621493,663372,Taylor Ward,Ryan Feltner,0,8331fd30-8172-4f47-b53a-8fb25698f9cd,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.318,0.515,0.407,0.313,0.438,0.154,0.259,0.418,0.177,0.362,0.533,0.215,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,
6,2024-08-01,746196,Groundout,field_out,True,641857,608334,Ryan McMahon,Carson Fulmer,0,f2ab63f6-0bc1-4e5f-a736-3180ba948cda,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
7,2024-08-01,746196,Single,single,False,663898,608334,Brendan Rodgers,Carson Fulmer,0,d348d91d-3353-4ef1-be48-d21b2af97c31,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
8,2024-08-01,746196,Home Run,home_run,False,669911,608334,Michael Toglia,Carson Fulmer,1,00ef48ed-29ab-47ba-8b03-d289f715cab6,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
9,2024-08-01,746196,Strikeout,strikeout,True,595909,608334,Jake Cave,Carson Fulmer,0,c9baf22f-6a38-48bd-be16-3e3bc255dc3a,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,
