,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,EP%,wEP/C,vEP
0,2024-07-10,746366,Lineout,field_out,True,665862,664285,Jazz Chisholm Jr.,Framber Valdez,0,04959916-e6f5-4adf-bf64-9c3a8b53f12e,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,
1,2024-07-10,746366,Lineout,field_out,True,650559,664285,Bryan De La Cruz,Framber Valdez,0,b4408c89-b4e6-40f1-b169-d0297d34961a,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,
2,2024-07-10,746366,Strikeout,strikeout,True,669394,664285,Jake Burger,Framber Valdez,0,fc6d26b6-e33d-43ae-948e-2174fe4569b2,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,
3,2024-07-10,746366,Single,single,False,514888,663773,Jose Altuve,Bryan Hoeing,0,3e1d2bd0-1d73-407f-b8f5-19b7cdc27ebf,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.339,0.475,0.107,,,,,,,0.19,0.238,0.333,0.1,0.2,0.2,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,
4,2024-07-10,746366,Lineout,field_out,True,608324,663773,Alex Bregman,Bryan Hoeing,0,ca78208b-8102-4aff-8fc9-174670f442f8,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.339,0.475,0.107,,,,,,,0.19,0.238,0.333,0.1,0.2,0.2,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,
5,2024-07-10,746366,Walk,walk,False,670541,663773,Yordan Alvarez,Bryan Hoeing,1,22cacaca-9e14-42af-8389-290e8e519705,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.339,0.475,0.107,,,,,,,0.19,0.238,0.333,0.1,0.2,0.2,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,
6,2024-07-10,746366,Single,single,True,673237,663773,Yainer Diaz,Bryan Hoeing,1,af6849bf-cc27-4c1d-8ab3-53f820e8714f,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.339,0.475,0.107,,,,,,,0.19,0.238,0.333,0.1,0.2,0.2,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,
7,2024-07-10,746366,Strikeout,strikeout,True,665161,663773,Jeremy Peña,Bryan Hoeing,0,ebbbcd32-9f03-45f8-8112-57fff074f9aa,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,,,,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,0.523,0.068,0.291,,,3.27,-1.04,0.09,,,94.3,,93.8,83.0,,0.339,0.475,0.107,,,,,,,0.19,0.238,0.333,0.1,0.2,0.2,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,
8,2024-07-10,746366,Single,single,False,605137,664285,Josh Bell,Framber Valdez,0,6ffb8bf5-9dc0-4865-b4b8-166ae508ae5c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,
9,2024-07-10,746366,Flyout,field_out,True,667472,664285,Dane Myers,Framber Valdez,0,41e9ee57-5863-4f8b-961f-f3daccfd1276,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.278,0.15,-3.8,1.28,0.84,0.45,-0.13,94.2,89.5,93.8,85.6,80.0,0.31,0.411,0.12,0.149,0.23,0.399,0.264,0.358,0.345,0.211,0.421,0.367,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,
