,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
10,2024-07-28,745063,Strikeout,strikeout,True,596103,542888,Austin Slater,Shawn Armstrong,0,03499d1c-df13-4741-8963-4a6bda9437d6,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.85,4.81,59.1,106.0,97.0,103.0,0.812,9.4,3.19,10.16,0.91,0.89,0.309,0.315,0.18,0.348,0.465,87.0,110.0,105.0,95.0,101.0,98.0,129.0,113.0,116.0,102.0,103.0,101.0,0.278,0.352,0.29,0.08,1.32,-1.59,-1.61,-1.02,93.3,90.4,93.7,84.3,0.174,0.314,0.344,0.385,0.462,0.11,0.31,0.586,0.194,0.273,0.455,0.25,0.167,0.333,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-28,745063,Single,single,True,642851,542888,Austin Wynns,Shawn Armstrong,1,7ad10691-00f6-4834-9c23-bca47e09350a,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.85,4.81,59.1,106.0,97.0,103.0,0.812,9.4,3.19,10.16,0.91,0.89,0.309,0.315,0.18,0.348,0.465,87.0,110.0,105.0,95.0,101.0,98.0,129.0,113.0,116.0,102.0,103.0,101.0,0.278,0.352,0.29,0.08,1.32,-1.59,-1.61,-1.02,93.3,90.4,93.7,84.3,0.174,0.314,0.344,0.385,0.462,0.11,0.31,0.586,0.194,0.273,0.455,0.25,0.167,0.333,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-28,745063,Strikeout,strikeout,True,666139,668881,Josh Lowe,Hunter Greene,0,558bb229-cc72-492f-af25-ac497aede294,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
13,2024-07-28,745063,Pop Out,field_out,True,642708,668881,Amed Rosario,Hunter Greene,0,d3f693f7-8b61-47c8-9494-4cebd7499d64,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
14,2024-07-28,745063,Lineout,field_out,True,680700,668881,Richie Palacios,Hunter Greene,0,9eed19a3-95e8-4606-9524-71b6cb161e27,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
15,2024-07-28,745063,Flyout,field_out,True,663697,670955,Jonathan India,Edwin Uceta,0,77ab3d8e-9846-4b74-9586-530d72f983fe,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
16,2024-07-28,745063,Single,single,True,682829,670955,Elly De La Cruz,Edwin Uceta,1,f25326b7-8bf1-4670-a8b5-d5798beff3bd,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
17,2024-07-28,745063,Strikeout,strikeout,True,663886,670955,Tyler Stephenson,Edwin Uceta,0,4ce12011-b37b-4a07-b243-c15eb7bc0275,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
18,2024-07-28,745063,Strikeout,strikeout,True,676356,668881,Jonny DeLuca,Hunter Greene,0,3e8bf78d-781d-4b56-9a46-01284b970c8e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
19,2024-07-28,745063,Lineout,field_out,True,666163,668881,Ben Rortvedt,Hunter Greene,0,eddb2d8c-bea4-4b7e-9342-c266f7341234,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
20,2024-07-28,745063,Strikeout,strikeout,True,670764,668881,Taylor Walls,Hunter Greene,0,eca50629-5e5e-4895-8b38-4e69e17725c0,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
21,2024-07-28,745063,Strikeout,strikeout,True,668715,670955,Spencer Steer,Edwin Uceta,0,282ac77d-ef9a-4438-8f57-87a6f7e3ddc7,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
22,2024-07-28,745063,Strikeout,strikeout,True,600869,670955,Jeimer Candelario,Edwin Uceta,0,6aeedcaa-7874-43f7-a17e-1dbb858f9464,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
23,2024-07-28,745063,Strikeout,strikeout,True,656413,670955,Stuart Fairchild,Edwin Uceta,0,a92fe5da-9c39-4c42-be55-857814cd72f7,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.84,1.65,32.1,106.0,117.0,107.0,0.711,11.69,1.39,4.45,0.28,0.77,0.229,0.443,0.229,0.229,0.404,,,,131.0,104.0,109.0,91.0,103.0,104.0,128.0,104.0,105.0,0.345,,0.239,0.052,,0.9,3.1,2.05,,89.2,93.9,81.0,,,,0.129,0.161,0.301,0.25,0.375,0.221,,,,,,,101.0,123.0,108.0,,,,,0.006,,5.36,,81.6,,,,,,,110.0,109.0,105.0,0.357,3.98,88.1,0.089,0.111,0.407
24,2024-07-28,745063,Groundout,field_out,True,650490,668881,Yandy Díaz,Hunter Greene,0,0cc341ec-7cb1-4aca-8886-6dbcb9f6c168,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
25,2024-07-28,745063,Groundout,field_out,True,664040,668881,Brandon Lowe,Hunter Greene,0,6ad0b93c-edae-4ed1-a6c5-5f11e6f3f5fd,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
26,2024-07-28,745063,Groundout,field_out,True,670623,668881,Isaac Paredes,Hunter Greene,0,836af925-6943-4086-95e0-32e1c834b69c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
27,2024-07-28,745063,Flyout,field_out,True,669289,655889,Santiago Espinal,Manuel Rodríguez,0,73826756-2781-4712-b09b-38cd360c826d,655889.0,manuelrodriguez,"Rodríguez, M",Right,Manuel Rodríguez,TBR,2.28,3.18,27.2,96.0,124.0,100.0,0.743,8.78,3.25,6.51,0.65,1.48,0.203,0.405,0.135,0.257,0.422,93.0,85.0,83.0,103.0,93.0,90.0,147.0,104.0,115.0,,,,0.319,0.196,,0.484,0.61,,-0.78,2.23,96.7,,96.8,89.3,0.133,0.133,0.303,0.308,0.385,0.123,,,,,,,0.175,0.316,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-07-28,745063,Strikeout,strikeout,True,596103,655889,Austin Slater,Manuel Rodríguez,0,d0b81077-d1da-4fdb-9672-e7034ec11463,655889.0,manuelrodriguez,"Rodríguez, M",Right,Manuel Rodríguez,TBR,2.28,3.18,27.2,96.0,124.0,100.0,0.743,8.78,3.25,6.51,0.65,1.48,0.203,0.405,0.135,0.257,0.422,93.0,85.0,83.0,103.0,93.0,90.0,147.0,104.0,115.0,,,,0.319,0.196,,0.484,0.61,,-0.78,2.23,96.7,,96.8,89.3,0.133,0.133,0.303,0.308,0.385,0.123,,,,,,,0.175,0.316,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-28,745063,Hit By Pitch,hit_by_pitch,False,642851,655889,Austin Wynns,Manuel Rodríguez,0,93e9d74a-7ef5-49db-a2f0-7dfae401523f,655889.0,manuelrodriguez,"Rodríguez, M",Right,Manuel Rodríguez,TBR,2.28,3.18,27.2,96.0,124.0,100.0,0.743,8.78,3.25,6.51,0.65,1.48,0.203,0.405,0.135,0.257,0.422,93.0,85.0,83.0,103.0,93.0,90.0,147.0,104.0,115.0,,,,0.319,0.196,,0.484,0.61,,-0.78,2.23,96.7,,96.8,89.3,0.133,0.133,0.303,0.308,0.385,0.123,,,,,,,0.175,0.316,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-28,745063,Groundout,field_out,True,663697,655889,Jonathan India,Manuel Rodríguez,0,4c8be972-a30d-4b4d-8193-98ed5ea668b3,655889.0,manuelrodriguez,"Rodríguez, M",Right,Manuel Rodríguez,TBR,2.28,3.18,27.2,96.0,124.0,100.0,0.743,8.78,3.25,6.51,0.65,1.48,0.203,0.405,0.135,0.257,0.422,93.0,85.0,83.0,103.0,93.0,90.0,147.0,104.0,115.0,,,,0.319,0.196,,0.484,0.61,,-0.78,2.23,96.7,,96.8,89.3,0.133,0.133,0.303,0.308,0.385,0.123,,,,,,,0.175,0.316,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-07-28,745063,Flyout,field_out,True,666139,668881,Josh Lowe,Hunter Greene,0,28e42967-c52b-4a85-8eba-226b9c941236,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
32,2024-07-28,745063,Flyout,field_out,True,642708,668881,Amed Rosario,Hunter Greene,0,bed0f656-481f-49e5-8500-de7ab985d7cf,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
33,2024-07-28,745063,Walk,walk,False,680700,668881,Richie Palacios,Hunter Greene,0,6a712296-acf5-4850-ad5e-5021bc7b53e1,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
34,2024-07-28,745063,Hit By Pitch,hit_by_pitch,False,676356,668881,Jonny DeLuca,Hunter Greene,1,ad556cd3-26dd-42ef-9700-b120e088bb9d,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
35,2024-07-28,745063,Flyout,field_out,True,666163,668881,Ben Rortvedt,Hunter Greene,0,8d12ec3d-2b6d-4d34-8d27-c41c7e3ab078,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.97,143.1,99.0,124.0,104.0,0.745,10.17,3.33,5.84,0.69,0.72,0.281,0.395,0.198,0.269,0.43,124.0,102.0,105.0,,,,125.0,96.0,103.0,,,,,0.553,,0.346,1.63,,,0.49,97.6,,,86.8,0.186,0.268,0.246,,,,,,,,,,0.168,0.312,0.386,117.0,97.0,100.0,122.0,90.0,104.0,0.084,0.017,-0.93,-1.98,87.0,80.6,0.257,0.429,0.287,0.25,1.0,0.125,,,,,,,,,
