,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU%,wCU/C,vCU
0,2024-08-21,745297,Triple,triple,False,670032,657277,Nicky Lopez,Logan Webb,0,08c6bbc8-17a9-4f02-adff-14b42f003954,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
1,2024-08-21,745297,Groundout,field_out,True,673357,657277,Luis Robert Jr.,Logan Webb,0,b9335fd9-fc0b-4620-8db3-9d8f7f583638,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
2,2024-08-21,745297,Groundout,field_out,True,643217,657277,Andrew Benintendi,Logan Webb,1,85955a81-b04d-479d-a30a-82c677c0c489,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
3,2024-08-21,745297,Strikeout,strikeout,True,683734,657277,Andrew Vaughn,Logan Webb,0,8c9f9c48-bd4e-4226-a608-c38021d8614a,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
4,2024-08-21,745297,Walk,walk,False,666149,676979,Tyler Fitzgerald,Garrett Crochet,0,c9fd9e85-a60e-4380-911e-c4a785b18593,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.182,0.303,0.286,,,,0.217,0.587,0.384,0.196,0.298,0.326,0.259,0.42,0.328,,,,,,
5,2024-08-21,745297,Forceout,force_out,True,592192,676979,Mark Canha,Garrett Crochet,1,436f2e80-ccb0-4b6e-b5b9-387102399f8b,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.182,0.303,0.286,,,,0.217,0.587,0.384,0.196,0.298,0.326,0.259,0.42,0.328,,,,,,
6,2024-08-21,745297,Grounded Into DP,grounded_into_double_play,True,671218,676979,Heliot Ramos,Garrett Crochet,1,9cd21196-517c-4cc0-860a-4c0938f0f384,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.182,0.303,0.286,,,,0.217,0.587,0.384,0.196,0.298,0.326,0.259,0.42,0.328,,,,,,
7,2024-08-21,745297,Single,single,False,657757,657277,Gavin Sheets,Logan Webb,0,4199a92f-a037-4915-83b0-ad77f765f51f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
8,2024-08-21,745297,Grounded Into DP,grounded_into_double_play,True,686676,657277,Korey Lee,Logan Webb,1,46aecc5b-8061-4c4f-b027-6afd698c04e8,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
9,2024-08-21,745297,Lineout,field_out,True,672820,657277,Lenyn Sosa,Logan Webb,0,4b9e6e57-368a-4a13-b60c-c1ab15e7a864,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,0.327,-0.22,4.89,1.48,0.17,0.46,92.4,90.5,87.3,92.4,83.7,0.262,0.373,0.212,0.251,0.328,0.153,0.248,0.344,0.258,0.188,0.25,0.328,0.0,0.0,0.188,,,,,,
10,2024-08-21,745297,Flyout,field_out,True,656305,676979,Matt Chapman,Garrett Crochet,0,52af3da9-a695-45c1-9326-78c1a2768001,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.182,0.303,0.286,,,,0.217,0.587,0.384,0.196,0.298,0.326,0.259,0.42,0.328,,,,,,
11,2024-08-21,745297,Strikeout,strikeout,True,666464,676979,Jerar Encarnacion,Garrett Crochet,0,2ce9f74a-7e84-465d-bf1f-058e3ac909c6,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,104.0,103.0,104.0,163.0,31.0,22.0,138.0,99.0,104.0,93.0,105.0,103.0,0.004,0.553,0.287,0.097,0.059,1.66,0.26,-5.89,-2.54,-0.41,97.1,91.5,90.9,96.8,84.1,0.182,0.303,0.286,,,,0.217,0.587,0.384,0.196,0.298,0.326,0.259,0.42,0.328,,,,,,
