,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,wFC/C,wSI/C,wSL/C,vFC,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-25,746023,Double,double,False,664023,670124,Ian Happ,Adam Oller,0,a3a93671-2e21-4995-9b5e-261e59a1c067,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,746023,Pop Out,field_out,True,683737,670124,Michael Busch,Adam Oller,0,dcec6ea2-ac7d-460a-8b8c-e60667f5ae9f,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,746023,Strikeout,strikeout,True,673548,670124,Seiya Suzuki,Adam Oller,0,427ca961-524b-4d2e-8832-53467ca0f3ad,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,746023,Walk,walk,False,641355,670124,Cody Bellinger,Adam Oller,0,6612a203-4301-4822-8d6d-86d6866fcaa5,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,746023,Pop Out,field_out,True,663538,670124,Nico Hoerner,Adam Oller,0,9470459e-be78-4578-9690-063952f00cb4,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-25,746023,Home Run,home_run,False,681393,665871,Connor Norby,Javier Assad,0,8c1ef9f4-34b4-4064-acef-3397319edf1b,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
6,2024-08-25,746023,Strikeout,strikeout,True,669394,665871,Jake Burger,Javier Assad,0,230531c7-eba3-4c3d-9480-6e1ccc660399,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
7,2024-08-25,746023,Home Run,home_run,False,660821,665871,Jesús Sánchez,Javier Assad,0,30879781-6343-4983-a08f-5c1023d0350e,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
8,2024-08-25,746023,Double,double,False,681146,665871,Jonah Bride,Javier Assad,0,45cdf417-2039-4e29-a44d-19420769d233,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
9,2024-08-25,746023,Flyout,field_out,True,672640,665871,Otto Lopez,Javier Assad,1,859a4b5b-4340-4360-9eb4-b0c15662aaa3,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
10,2024-08-25,746023,Strikeout,strikeout,True,669065,665871,Kyle Stowers,Javier Assad,0,705b4f75-5729-4101-b26d-91af39b65002,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
11,2024-08-25,746023,Double,double,False,621020,670124,Dansby Swanson,Adam Oller,0,96962cdc-aaa9-4196-8dab-35beea53e9c2,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-25,746023,Flyout,field_out,True,691718,670124,Pete Crow-Armstrong,Adam Oller,0,1128defd-94a0-4a59-958f-171e0b3ab99d,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-25,746023,Strikeout,strikeout,True,621550,670124,Patrick Wisdom,Adam Oller,1,8262eefa-eb07-466d-983e-f4081e48eafc,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-08-25,746023,Single,single,False,542194,670124,Christian Bethancourt,Adam Oller,1,e4780963-cec6-4edf-956a-fce04ef57a01,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-25,746023,Single,single,False,664023,670124,Ian Happ,Adam Oller,1,fa3bc145-67e9-4413-b182-73b9221cda0c,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-25,746023,Strikeout,strikeout,True,683737,670124,Michael Busch,Adam Oller,0,8a0c79ee-30bd-4dea-939d-6b92c26ab8b1,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-25,746023,Groundout,field_out,True,656537,665871,Derek Hill,Javier Assad,0,42383cb6-a3db-42ef-93be-534ff87162bd,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
18,2024-08-25,746023,Groundout,field_out,True,660644,665871,Vidal Bruján,Javier Assad,0,23408647-3e25-44c1-bf80-71537c4194ec,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
19,2024-08-25,746023,Groundout,field_out,True,663743,665871,Nick Fortes,Javier Assad,0,ec446d66-3aaa-4252-bd06-b90d61263fc9,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,0.175,0.11,0.042,-0.92,0.2,-0.22,91.5,83.8,76.8,0.317,0.5,0.206,,,,0.161,0.274,0.305,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.208,0.105,-1.14,1.07,-1.53,87.8,91.5,80.2,0.22,0.328,0.1,0.329,0.624,0.152,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222
20,2024-08-25,746023,Flyout,field_out,True,673548,670124,Seiya Suzuki,Adam Oller,0,c2e6c1a0-d3ef-414b-aa8a-d7c8c2f9928d,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
